abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,government_grants,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,revenue_from_goods_and_services,revenue_from_investments,other_beneficiaries_not_listed,other_beneficiaries_description,main_beneficiaries,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,grants_income_prop,imbalanced_grants
11003429338,ISCAST LTD,VIC,Small,TRUE,Other education,TRUE,0,0,0,5,0,61986,19717,0,2317,84020,0,0,0,0,70510,70510,13510,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,84020,0,accurate,70510,0,accurate,5,0,not excessive,0,0,0,balanced
11005583960,Odyssey House Victoria,VIC,Large,TRUE,Other health service delivery,TRUE,96,45,10,11,12175016,389512,5546748,18111276,0,18111276,9284579,10592,0,0,7218968,16514139,1597137,2016,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,NA,NA,FALSE,NA,NA,18111276,0,accurate,16514139,0,accurate,162,57312.21604938272,not excessive,0,12175016,0.6722340270227233,balanced
11019639609,Denzil Don Kindergarten Inc,VIC,Medium,TRUE,Other education,TRUE,0,9,0,10,309409,0,239506,548915,0,548915,471488,0,0,0,104252,575740,-26825,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,548915,0,accurate,575740,0,accurate,19,24815.157894736843,not excessive,0,309409,0.5636737928458869,balanced
11037728335,Mitchell House Inc,VIC,Large,TRUE,Aged care activities,TRUE,3,51,2,10,2270588,14489,1339169,3624246,0,3624246,2507238,0,0,0,972829,3480067,144179,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,3624246,0,accurate,3480067,0,accurate,66,37988.454545454544,not excessive,0,2270588,0.6264994153266638,balanced
11062802797,Community Housing Limited,VIC,Large,TRUE,Housing activities,TRUE,65,16,18,0,7154499,3500,34476122,41634121,2794020,44428141,7267816,1842966,0,0,30041122,39151904,5276237,2016,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,NA,NA,FALSE,NA,NA,44428141,0,accurate,39151904,0,accurate,99,73412.28282828283,not excessive,0,7154499,0.16103529967639205,balanced
11076178673,Dolphin Common Equity Rental Housing Co-Operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,5,0,0,196352,0,0,196352,0,0,0,0,189974,189974,6378,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,196352,0,accurate,189974,0,accurate,5,0,not excessive,0,0,0,balanced
11083080403,Volunteer Fire Brigades Victoria Inc,VIC,Large,TRUE,Civic advocacy activities,TRUE,12,0,6,2500,1814747,70163,219297,2104207,0,2104207,1158531,0,500,0,804409,1963440,140767,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,TRUE,Emergency Services Volunteers,NA,2104207,0,accurate,1963440,0,accurate,2518,460.0996822875298,not excessive,0,1814747,0.8624374883269564,balanced
11131047268,MAS National Limited,VIC,Large,TRUE,Employment training,TRUE,42,17,1,0,11451609,0,0,11451609,286418,11738027,3990767,0,0,0,7945257,11936024,-197997,2016,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,NA,NA,FALSE,NA,NA,11738027,0,accurate,11936024,0,accurate,60,66512.78333333334,not excessive,0,11451609,0.9755991360387909,balanced
11137037677,Financial Basics Community Foundation Limited,VIC,Small,TRUE,Other education,TRUE,0,1,0,0,0,0,8524,0,0,8524,2020,0,0,0,3151,5171,3353,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,8524,0,accurate,5171,0,accurate,1,2020,not excessive,0,0,0,balanced
11146359104,Plumbing Industry Climate Action Centre (Picac) Ltd,VIC,Large,TRUE,Employment training,TRUE,16,0,3,0,6634998,0,1346661,7981659,4004589,11986248,1841628,0,0,0,4259433,6101061,5885187,2016,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,NA,NA,FALSE,NA,NA,11986248,0,accurate,6101061,0,accurate,19,96927.78947368421,not excessive,0,6634998,0.5535508692962134,balanced
11167177362,The Centre For Mental Health Education And Research Ltd,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,0,0,0,18976,0,0,18976,0,0,0,0,14807,14807,4169,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,TRUE,People suffering from mental health illnesses,NA,18976,0,accurate,14807,0,accurate,0,0,not excessive,0,0,0,balanced
11252634894,Inglewood-Bridgewater RSL Sub-Branch Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,150,0,0,0,150,0,0,0,0,374,374,-224,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,150,0,accurate,374,0,accurate,5,0,not excessive,0,0,0,balanced
11261294621,Box Hill Community Information and Support Inc,VIC,Small,TRUE,Social services,TRUE,0,0,0,25,48483,17750,27973,0,1236,95442,0,0,64675,0,18904,83579,11863,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,TRUE,"Information services for General community,Anyone on low income needing material aid.",NA,95442,0,accurate,83579,0,accurate,25,0,not excessive,0,48483,0.5079839064562771,balanced
11274192974,University Of Melbourne Graduate Student Association Inc,VIC,Large,TRUE,Other education,TRUE,10,2,18,0,0,0,2166297,2166297,1427,2167724,1453330,0,0,0,996064,2449394,-281670,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,TRUE,Graudate Students which includes some of the groups listed above,NA,2167724,0,accurate,2449394,0,accurate,30,48444.333333333336,not excessive,0,0,0,balanced
11276993085,Newhope Baptist Pre-School Inc,VIC,Medium,TRUE,Other education,TRUE,0,8,1,20,170389,25037,141793,337219,435,337654,227893,0,0,576,100454,328923,8731,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,337654,0,accurate,328923,0,accurate,29,7858.379310344828,not excessive,0,170389,0.5046260373044595,balanced
11296752873,St Kilda Mums,VIC,Large,TRUE,Emergency relief,TRUE,1,8,0,1159,0,793598,218799,1012397,0,1012397,379824,0,0,0,567498,947322,65075,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1012397,0,accurate,947322,0,accurate,1168,325.1917808219178,not excessive,0,0,0,balanced
11300672506,Nagambie Rsl Sub-Branch,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,10,0,250,2960,0,551,3761,0,0,550,0,4440,4990,-1229,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,3761,0,accurate,4990,0,accurate,10,0,not excessive,0,0,0,balanced
11300954672,SJD Foundation Ballarat Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,3,0,3105,0,0,528,3633,0,0,0,0,11008,11008,-7375,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,3633,0,accurate,11008,0,accurate,3,0,not excessive,0,0,0,balanced
11301552846,Victoria's Heritage Restoration Fund Inc,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,0,105000,0,48435,0,0,153435,0,0,1345752,0,181543,1527295,-1373860,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,153435,0,accurate,1527295,0,accurate,0,0,not excessive,0,105000,0.684328868902141,balanced
11342844238,Harrietville Television Committee Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,1,0,6,0,700,3850,0,4087,8637,4092,0,0,0,1632,5724,2913,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,8637,0,accurate,5724,0,accurate,7,584.5714285714286,not excessive,0,0,0,balanced
11365315258,Community Information & Support Victoria Inc,VIC,Large,TRUE,Social services,TRUE,2,6,1,10,2256474,0,161971,2418445,0,2418445,347499,1192,0,0,2057265,2405956,12489,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,2418445,0,accurate,2405956,0,accurate,19,18289.42105263158,not excessive,0,2256474,0.9330268002786914,balanced
11389597881,South Melbourne Life Saving Club Inc,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,125,34028,150,73317,0,0,107495,0,0,0,0,101828,101828,5667,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,107495,0,accurate,101828,0,accurate,125,0,not excessive,0,34028,0.3165542583375971,balanced
11437186326,Tian Ci Xiang Zhen Holy Dao Association Inc,VIC,Small,TRUE,Social services,TRUE,0,0,0,50,0,87889,0,0,106821,194710,0,0,0,0,121183,121183,73527,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,194710,0,accurate,121183,0,accurate,50,0,not excessive,0,0,0,balanced
11453217641,MENTONE RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,41971,0,0,41971,0,8225,0,0,30218,38443,3528,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,41971,0,accurate,38443,0,accurate,5,0,not excessive,0,0,0,balanced
11483474386,Farm Road Pre School Inc,VIC,Medium,TRUE,Other education,TRUE,0,8,1,20,154610,1199,134933,290742,0,290742,261816,0,0,0,61188,323004,-32262,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,290742,0,accurate,323004,0,accurate,29,9028.137931034482,not excessive,0,154610,0.5317773145950705,balanced
11507709511,Northern District Community Health,VIC,Large,TRUE,Other health service delivery,TRUE,19,21,8,0,3524165,5289,157319,3686773,104497,3791270,2471898,0,0,0,1257308,3729206,62064,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,3791270,0,accurate,3729206,0,accurate,48,51497.875,not excessive,0,3524165,0.9295473548441551,balanced
11526445815,Camberwell Baptist Church Kindergarten,VIC,Small,TRUE,Other education,TRUE,0,6,1,7,0,0,195778,0,0,195778,141726,0,0,0,41210,182936,12842,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,195778,0,accurate,182936,0,accurate,14,10123.285714285714,not excessive,0,0,0,balanced
11622576453,Cornella Local Area Plan Implementation Committee,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,10,0,2100,1300,0,0,3400,0,0,0,0,3170,3170,230,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,3400,0,accurate,3170,0,accurate,10,0,not excessive,0,0,0,balanced
11626010556,Kalbarri Kindergarten Inc.,VIC,Small,TRUE,Other education,TRUE,0,0,0,6,0,6834,2828,0,0,9662,0,0,9019,0,8811,17830,-8168,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,9662,0,accurate,17830,0,accurate,6,0,not excessive,0,0,0,balanced
11648685928,One Hundred & Seventy Nine Napier St Hostel Assoc Inc,VIC,Large,TRUE,Aged care activities,TRUE,6,48,35,6,0,2100,3887801,3889901,693675,4583576,3090963,0,0,0,1099956,4190919,392657,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,4583576,0,accurate,4190919,0,accurate,95,32536.452631578948,not excessive,0,0,0,balanced
11691631556,Peninsula And Chelsea Kindergarten Teachers Association Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,15,0,0,11339,0,0,11339,0,0,0,0,9967,9967,1372,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,11339,0,accurate,9967,0,accurate,15,0,not excessive,0,0,0,balanced
11753464251,East Brunswick Kindergarten and Childcare Centre Incorporated,VIC,Large,TRUE,Other education,TRUE,3,15,3,40,436297,0,565715,1002012,0,1002012,802632,0,0,0,188303,990935,11077,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1002012,0,accurate,990935,0,accurate,61,13157.901639344262,not excessive,0,436297,0.43542093308263774,balanced
11758002459,The Trustee For Montgomery Foundation,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,5,0,0,162643,0,0,162643,0,0,124950,0,4834,129784,32859,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,162643,0,accurate,129784,0,accurate,5,0,not excessive,0,0,0,balanced
11773286290,Korumburra Rsl Sub-Branch,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,10,0,20,15241,0,0,15261,0,0,4328,0,12611,16939,-1678,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,TRUE,Veterans and/or their carer/dependants and community,NA,15261,0,accurate,16939,0,accurate,10,0,not excessive,0,0,0,balanced
11846675799,Rights Employment Accommodation Leisure Real Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,3,6,12700,1857,4498,0,567,19622,13358,0,0,0,17553,30911,-11289,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,TRUE,Families with a member with a disability,NA,19622,0,accurate,30911,0,accurate,9,1484.2222222222222,not excessive,0,12700,0.6472326979920497,balanced
11853802385,Aztem Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,42,0,4670,478,0,0,5148,0,0,1200,0,6254,7454,-2306,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,TRUE,"Australians working or intending to work internationally, in development or other roles of benefit to the host nation.",NA,5148,0,accurate,7454,0,accurate,42,0,not excessive,0,0,0,balanced
11863933034,The Big Umbrella,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,80,0,107639,7663,0,9234,124536,15607,0,0,0,135551,151158,-26622,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,124536,0,accurate,151158,0,accurate,80,195.0875,not excessive,0,0,0,balanced
11868616092,Windarring Limited,VIC,Large,TRUE,Social services,TRUE,17,49,55,25,3550385,24662,827472,4402519,23063,4425582,3345139,0,0,0,919980,4265119,160463,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,4425582,0,accurate,4265119,0,accurate,146,22911.91095890411,not excessive,0,3550385,0.8022413775182563,balanced
11878830770,Oxfam At Monash,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,22,0,533,1674,0,0,2207,0,0,0,0,905,905,1302,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,2207,0,accurate,905,0,accurate,22,0,not excessive,0,0,0,balanced
11928572940,Sunbury Neighbourhood House Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,3,0,16,94058,394,58755,0,10026,163233,99538,0,0,0,52931,152469,10764,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,163233,0,accurate,152469,0,accurate,19,5238.8421052631575,not excessive,0,94058,0.5762192693879301,balanced
11943299166,The Basin Community House Inc,VIC,Medium,TRUE,Other education,TRUE,0,3,10,50,272458,0,98828,371286,0,371286,219378,0,0,0,108002,327380,43906,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,371286,0,accurate,327380,0,accurate,63,3482.190476190476,not excessive,0,272458,0.7338224441535636,balanced
11952202762,Pigeons Projects Ltd,VIC,Medium,TRUE,Economic social community development,TRUE,2,2,11,74,0,14039,391257,405296,7166,412462,261595,0,0,0,177271,438866,-26404,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,412462,0,accurate,438866,0,accurate,89,2939.2696629213483,not excessive,0,0,0,balanced
11975769831,Anti-Violence Project Of Victoria Inc,VIC,Small,TRUE,Social services,TRUE,0,0,0,14,0,0,115,0,0,115,0,0,0,0,814,814,-699,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,115,0,accurate,814,0,accurate,14,0,not excessive,0,0,0,balanced
11990478275,The Ice Meltdown Project Inc,VIC,Small,TRUE,Other health service delivery,TRUE,0,2,0,20,0,100000,0,0,0,100000,9131,0,0,0,0,9131,90869,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,100000,0,accurate,9131,0,accurate,22,415.04545454545456,not excessive,0,0,0,balanced
12004277418,Victorian Welfare Association,VIC,Large,TRUE,Aged care activities,TRUE,1,13,6,0,0,260000,793000,1053000,18000,1071000,661000,0,0,0,377000,1038000,33000,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1071000,0,accurate,1038000,0,accurate,20,33050,not excessive,0,0,0,balanced
12004508641,International Social Service Australia,VIC,Large,TRUE,Social services,TRUE,8,15,0,10,1098531,136515,273710,1508756,0,1508756,1049317,0,0,0,444228,1493545,15211,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1508756,0,accurate,1493545,0,accurate,33,31797.484848484848,not excessive,0,1098531,0.7281038153286549,balanced
12020693893,The Trustee For The Mona Georgina Harris Perpetual Charitable Trust,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,2,0,0,41311,0,0,41311,0,0,52000,0,746,52746,-11435,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,41311,0,accurate,52746,0,accurate,2,0,not excessive,0,0,0,balanced
12041298204,Interserve Development Limited,VIC,Large,TRUE,Economic social community development,TRUE,12,18,2,80,0,4407087,0,4407087,225308,4632395,1048676,0,0,0,3669561,4718237,-85842,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,4632395,0,accurate,4718237,0,accurate,112,9363.17857142857,not excessive,0,0,0,balanced
12060206671,Concern Australia Ministry Inc.,VIC,Small,TRUE,Other education,TRUE,2,1,2,0,0,33899,168658,0,2147,204704,137533,0,0,0,82300,219833,-15129,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,204704,0,accurate,219833,0,accurate,5,27506.6,not excessive,0,0,0,balanced
12069130463,Baptcare Ltd,VIC,Large,TRUE,Aged care activities,TRUE,294,994,469,100,0,846000,154585000,155431000,10842000,166273000,85200000,0,0,0,67351000,152551000,13722000,2016,Valid ABN,TRUE,TRUE,L,TRUE,Extra Extra Large,NA,NA,FALSE,NA,NA,166273000,0,accurate,152551000,0,accurate,1857,45880.452342487886,not excessive,0,0,0,balanced
12077296483,Balwyn RSL Sub-Branch Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,6608,0,0,6608,0,0,0,0,5370,5370,1238,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,6608,0,accurate,5370,0,accurate,5,0,not excessive,0,0,0,balanced
12088954419,Kyabram Hospital Auxilliary,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,17,0,850,27627,0,0,28477,0,0,0,0,9812,9812,18665,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,28477,0,accurate,9812,0,accurate,17,0,not excessive,0,0,0,balanced
12100506671,The Trustee For The Amoha Foundation,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,4,0,0,77742,0,0,77742,0,0,37500,0,50088,87588,-9846,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,77742,0,accurate,87588,0,accurate,4,0,not excessive,0,0,0,balanced
12101549508,Lighthouse Foundation,VIC,Large,TRUE,Social services,TRUE,17,21,6,80,290639,2407209,656018,3353866,184714,3538580,2839195,16792,0,0,717170,3573157,-34577,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,3538580,0,accurate,3573157,0,accurate,124,22896.733870967742,not excessive,0,290639,0.08213435898015588,balanced
12118641777,Red Dust Role Models Limited,VIC,Large,TRUE,Social services,TRUE,8,0,0,170,399305,839768,193797,1432870,1843,1434713,564726,0,0,0,688454,1253180,181533,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1434713,0,accurate,1253180,0,accurate,178,3172.61797752809,not excessive,0,399305,0.2783169874392997,balanced
12131486228,Dingee Bush Nursing Centre Incorporated,VIC,Medium,TRUE,Other health service delivery,TRUE,0,2,5,11,332453,4247,32978,369678,2441,372119,269665,0,0,0,83381,353046,19073,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,372119,0,accurate,353046,0,accurate,18,14981.388888888889,not excessive,0,332453,0.8934050666587838,balanced
12136877702,Link Health and Community Limited,VIC,Large,TRUE,Other health service delivery,TRUE,48,106,27,200,11403658,7637,3710980,15122275,0,15122275,10117489,0,0,0,4473146,14590635,531640,2016,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,NA,NA,FALSE,NA,NA,15122275,0,accurate,14590635,0,accurate,381,26555.089238845143,not excessive,0,11403658,0.7540967215580989,balanced
12142105771,Health Education Australia Limited,VIC,Large,TRUE,Other education,TRUE,6,4,64,0,0,0,2431607,2431607,0,2431607,1035050,0,0,0,1398928,2433978,-2371,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,TRUE,"•Through education programs we train international medical graduates (IMGs) to understand the Australian health system and to sit the Australian registration exams. This enables IMGs to be employed in Australia and has a general community benefit that ultimately has a benefit for patient safety and clinical practice•Through the HEAL simulated patient training program, employment opportunities are being created. These will continue to be developed as the program grows and will include disadvantaged groups.",NA,2431607,0,accurate,2433978,0,accurate,74,13987.162162162162,not excessive,0,0,0,balanced
12144783728,Association Of Australian Medical Research Institutes Limited,VIC,Medium,TRUE,Civic advocacy activities,TRUE,2,1,2,8,0,0,543195,543195,0,543195,304855,0,0,0,375776,680631,-137436,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,543195,0,accurate,680631,0,accurate,13,23450.384615384617,not excessive,0,0,0,balanced
12151724980,Chapter Seven Limited,VIC,Medium,TRUE,Social services,TRUE,0,0,13,38,10310,155515,501835,667660,0,667660,165309,0,0,0,549892,715201,-47541,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,667660,0,accurate,715201,0,accurate,51,3241.3529411764707,not excessive,0,10310,0.01544199143276518,balanced
12152039573,Merri Common Equity Rentalhousing Co-Operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,5,0,0,177759,0,0,177759,0,0,0,0,163415,163415,14344,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,177759,0,accurate,163415,0,accurate,5,0,not excessive,0,0,0,balanced
12153358313,The Biography Program,VIC,Small,TRUE,Aged care activities,TRUE,0,0,2,35,4000,30770,816,0,0,35586,23274,0,0,0,8371,31645,3941,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,35586,0,accurate,31645,0,accurate,37,629.027027027027,not excessive,0,4000,0.11240375428539313,balanced
12159654529,Australians Detained Abroad Limited,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,3,0,1121,0,0,0,1121,0,0,0,0,12113,12113,-10992,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,1121,0,accurate,12113,0,accurate,3,0,not excessive,0,0,0,balanced
12162234589,Hartley Ridge/Singleton Preschool Association Incorporated,VIC,Small,TRUE,Other education,TRUE,0,2,0,10,1204,300,72309,0,0,73813,43407,0,0,0,25089,68496,5317,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,73813,0,accurate,68496,0,accurate,12,3617.25,not excessive,0,1204,0.016311489845962094,balanced
12164177931,The Difference Incubator Ltd,VIC,Large,TRUE,Economic social community development,TRUE,10,1,1,0,0,0,1318078,1318078,0,1318078,587280,0,0,0,725467,1312747,5331,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1318078,0,accurate,1312747,0,accurate,12,48940,not excessive,0,0,0,balanced
12168906349,St Lazarus' Sanctuary Limited,VIC,Small,TRUE,Economic social community development,TRUE,0,1,0,0,0,0,30925,0,0,30925,25328,0,0,0,40507,65835,-34910,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,30925,0,accurate,65835,0,accurate,1,25328,not excessive,0,0,0,balanced
12169986182,Lakes Entrance Aboriginal Health Association Inc,VIC,Large,TRUE,Other health service delivery,TRUE,2,14,5,20,1147731,0,59164,1206895,0,1206895,650275,0,0,0,629818,1280093,-73198,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1206895,0,accurate,1280093,0,accurate,41,15860.365853658537,not excessive,0,1147731,0.9509783369721475,balanced
12208406096,Birchip RSL Sub-Branch Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,500,0,0,500,0,0,0,0,795,795,-295,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,500,0,accurate,795,0,accurate,5,0,not excessive,0,0,0,balanced
12231977280,THE TRUSTEE FOR FONDA FAMILY CHARITABLE FOUNDATION,VIC,Small,TRUE,Social services,TRUE,0,0,0,0,0,0,12681,0,0,12681,0,0,18200,0,3920,22120,-9439,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,12681,0,accurate,22120,0,accurate,0,0,not excessive,0,0,0,balanced
12274345626,Hamilton Pastoral & Agricultural Society Inc.,VIC,Medium,TRUE,Economic social community development,TRUE,0,3,20,40,3450,0,839204,842654,0,842654,210991,0,0,0,573429,784420,58234,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,842654,0,accurate,784420,0,accurate,63,3349.063492063492,not excessive,0,3450,0.004094207112290454,balanced
12290272980,Saint John Of God Hospital Auxiliary,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,78,0,0,109223,0,0,109223,0,0,0,0,105647,105647,3576,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,109223,0,accurate,105647,0,accurate,78,0,not excessive,0,0,0,balanced
12450469547,The Trustee for Beit Rafael Benevolent Institution,VIC,Small,TRUE,Housing activities,TRUE,0,0,1,20,4019,90314,170,0,0,94503,3520,0,0,0,72787,76307,18196,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,94503,0,accurate,76307,0,accurate,21,167.61904761904762,not excessive,0,4019,0.04252775044178492,balanced
12486106821,FAIRFIELD-ALPHINGTON RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,80228,0,0,80228,0,25857,0,0,28602,54459,25769,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,80228,0,accurate,54459,0,accurate,5,0,not excessive,0,0,0,balanced
