abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,government_grants,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,revenue_from_goods_and_services,revenue_from_investments,other_beneficiaries_not_listed,other_beneficiaries_description,main_beneficiaries,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,grants_income_prop,imbalanced_grants
30009528173,Box Hill Rsl Sub Branch Incorporated,VIC,Large,TRUE,Aged care activities,TRUE,19,6,132,250,0,0,12402339,12402339,0,12402339,3079422,0,91284,0,8410221,11580927,821412,2016,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,NA,NA,FALSE,NA,NA,12402339,0,accurate,11580927,0,accurate,407,7566.14742014742,not excessive,0,0,0,balanced
30015662017,Camp Cooinda Incorporated,VIC,Small,TRUE,Other education,TRUE,0,0,0,75,0,3026,68998,0,0,72024,0,0,0,0,74213,74213,-2189,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,72024,0,accurate,74213,0,accurate,75,0,not excessive,0,0,0,balanced
30021098995,Clyde St Kindergarten Inc,VIC,Medium,TRUE,Other education,TRUE,1,5,0,11,184868,0,99255,284123,0,284123,263052,0,0,0,45793,308845,-24722,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,284123,0,accurate,308845,0,accurate,17,15473.64705882353,not excessive,0,184868,0.6506618612361548,balanced
30036539902,Federation Of Community Legal Centres Vic Inc,VIC,Large,TRUE,Civic advocacy activities,TRUE,2,9,2,5,1032851,0,132487,1165338,23094,1188432,833269,0,250012,0,91675,1174956,13476,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1188432,0,accurate,1174956,0,accurate,18,46292.72222222222,not excessive,0,1032851,0.8690871669561236,balanced
30075216144,Batman Park Kindergarten Assoc Inc,VIC,Medium,TRUE,Other education,TRUE,0,12,0,5,1800,1163,533104,536067,0,536067,399105,0,1163,0,133876,534144,1923,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,536067,0,accurate,534144,0,accurate,17,23476.764705882353,not excessive,0,1800,0.003357789231569934,balanced
30094240981,Australasian Legal Practice Management Association,VIC,Large,TRUE,Other education,TRUE,0,10,0,60,0,0,1474734,1474734,0,1474734,0,0,0,0,1439703,1439703,35031,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,TRUE,Law firm leaders and managers in Australia and New Zealand.,NA,1474734,0,accurate,1439703,0,accurate,70,0,not excessive,0,0,0,balanced
30097873491,National Air Museum Limited,VIC,Small,TRUE,Other education,TRUE,0,0,0,2,0,52000,0,0,0,52000,0,0,0,0,3733,3733,48267,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,52000,0,accurate,3733,0,accurate,2,0,not excessive,0,0,0,balanced
30120187964,The Trustee for the Volunteer Fire Fighters Occupational Illnesses (VFFOI) Awareness and Protection Fund,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,3,0,550,420,0,0,970,0,0,0,0,0,0,970,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,970,0,accurate,0,0,accurate,3,0,not excessive,0,0,0,balanced
30121203343,Immunisation Coalition,VIC,Medium,TRUE,Civic advocacy activities,TRUE,0,2,3,15,0,0,507514,507514,0,507514,172182,0,0,0,282687,454869,52645,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,507514,0,accurate,454869,0,accurate,20,8609.1,not excessive,0,0,0,balanced
30127305127,Flowerdale Community House Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,2,0,6,96496,493,29196,0,0,126185,61905,0,19748,0,29514,111167,15018,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,126185,0,accurate,111167,0,accurate,8,7738.125,not excessive,0,96496,0.7647184689146888,balanced
30165550578,B Lab Australia and New Zealand Limited,VIC,Medium,TRUE,Economic social community development,TRUE,2,3,0,4,0,0,424883,424883,154,425037,283384,0,0,0,139522,422906,2131,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,425037,0,accurate,422906,0,accurate,9,31487.11111111111,not excessive,0,0,0,balanced
30168283367,Monbulk RSL Sub-Branch Building Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,1448,0,0,0,0,1448,0,0,0,0,2718,2718,-1270,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,1448,0,accurate,2718,0,accurate,5,0,not excessive,0,1448,1,balanced
30174498896,Neighbourhood Houses Victoria Inc.,VIC,Medium,TRUE,Economic social community development,TRUE,0,6,1,13,269012,10099,344699,623810,0,623810,315505,0,0,0,242699,558204,65606,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,623810,0,accurate,558204,0,accurate,20,15775.25,not excessive,0,269012,0.4312402814959683,balanced
30202169571,Farnham Street Neighbourhood Learning Centre,VIC,Medium,TRUE,Employment training,TRUE,0,10,11,45,943334,0,52265,995599,0,995599,613475,0,0,0,382124,995599,0,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,995599,0,accurate,995599,0,accurate,66,9295.075757575758,not excessive,0,943334,0.9475039649497439,balanced
30214451245,Noble Park Rsl Sub Branch Inc,VIC,Large,TRUE,Aged care activities,TRUE,5,4,10,29,0,8585,3476236,3484821,0,3484821,678377,213,5636,0,2469245,3153471,331350,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,3484821,0,accurate,3153471,0,accurate,48,14132.854166666666,not excessive,0,0,0,balanced
30232583089,Spina Bifida Foundation Of Victoria Inc,VIC,Small,TRUE,Social services,TRUE,0,1,0,10,0,34484,133801,0,0,168285,76975,0,0,0,51832,128807,39478,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,168285,0,accurate,128807,0,accurate,11,6997.727272727273,not excessive,0,0,0,balanced
30275694319,Apex Pre School Centre Inc,VIC,Medium,TRUE,Other education,TRUE,1,8,0,15,195561,213,70485,266259,21959,288218,191473,0,0,0,1163,192636,95582,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,288218,0,accurate,192636,0,accurate,24,7978.041666666667,not excessive,0,195561,0.6785176498345002,balanced
30300317714,Silk Cut Foundation Inc,VIC,Small,TRUE,Other education,TRUE,0,0,4,8,0,27000,0,0,0,27000,0,0,17000,0,4740,21740,5260,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,TRUE,Artists,NA,27000,0,accurate,21740,0,accurate,12,0,not excessive,0,0,0,balanced
30390041210,Australian Primary Health Care Nurses Association Limited,VIC,Large,TRUE,Other health service delivery,TRUE,16,4,0,30,2452810,0,1700527,4153337,0,4153337,1963465,0,0,0,1885470,3848935,304402,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,4153337,0,accurate,3848935,0,accurate,50,39269.3,not excessive,0,2452810,0.5905636840930558,balanced
30406884176,Read The Play Inc.,VIC,Small,TRUE,Other education,TRUE,1,1,0,135,0,104696,4091,0,90181,198968,86798,0,0,0,84228,171026,27942,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,198968,0,accurate,171026,0,accurate,137,633.5620437956204,not excessive,0,0,0,balanced
30435478067,The Trustee for Anam Cara Geelong Foundation,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,0,0,5881,1587,0,0,7468,0,0,5463,2184,0,7647,-179,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,7468,0,accurate,7647,0,accurate,0,0,not excessive,0,0,0,balanced
30476390368,Myeloma Foundation Of Australia Inc,VIC,Medium,TRUE,Other health service delivery,TRUE,2,5,1,35,0,141751,467900,609651,0,609651,359623,0,0,0,291359,650982,-41331,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,609651,0,accurate,650982,0,accurate,43,8363.32558139535,not excessive,0,0,0,balanced
30516449410,Rye Rsl Sub-Branch Inc,VIC,Large,TRUE,Social services,TRUE,11,2,32,57,0,0,6494761,6494761,0,6494761,2571087,0,55148,0,1936000,4562235,1932526,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,6494761,0,accurate,4562235,0,accurate,102,25206.735294117647,not excessive,0,0,0,balanced
30539535489,Hampton Community Kindergarten,VIC,Medium,TRUE,Other education,TRUE,0,8,0,30,155480,0,134045,289525,0,289525,281005,0,0,0,37900,318905,-29380,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,289525,0,accurate,318905,0,accurate,38,7394.868421052632,not excessive,0,155480,0.5370175287108194,balanced
30591218387,Leadership Plus Inc,VIC,Medium,TRUE,Social services,TRUE,4,3,0,10,570907,0,1408,572315,0,572315,461684,0,0,0,101218,562902,9413,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,572315,0,accurate,562902,0,accurate,17,27157.882352941175,not excessive,0,570907,0.9975398163598718,balanced
30604580298,Anaphylaxis Network Australia Ltd,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,5,0,26221,26,0,0,26247,0,0,0,0,9024,9024,17223,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,26247,0,accurate,9024,0,accurate,5,0,not excessive,0,0,0,balanced
30637377107,Rangeview Preschool Association,VIC,Medium,TRUE,Other education,TRUE,0,10,0,50,195498,0,189031,384529,0,384529,290905,0,0,0,102886,393791,-9262,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,384529,0,accurate,393791,0,accurate,60,4848.416666666667,not excessive,0,195498,0.5084089886588528,balanced
30719205500,THE SANDEL FOUNDATION,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,1,0,0,21442,0,0,21442,0,0,15809,0,5633,21442,0,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,21442,0,accurate,21442,0,accurate,1,0,not excessive,0,0,0,balanced
30745422429,Maryborough Sub-Branch Rsl,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,975,0,0,975,0,0,0,0,1799,1799,-824,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,"Community, Charities, & Veterans and/or their dependants",NA,975,0,accurate,1799,0,accurate,5,0,not excessive,0,0,0,balanced
30784086505,The Trustee For St Mary's House of Welcome Foundation,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,12,0,6563,27369,0,0,33932,0,0,0,0,2000,2000,31932,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,33932,0,accurate,2000,0,accurate,12,0,not excessive,0,0,0,balanced
30784477503,Keilor Downs Kindergarten Incorporated,VIC,Small,TRUE,Other education,TRUE,0,0,0,0,0,0,0,0,5050,5050,0,0,0,0,84,84,4966,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,5050,0,accurate,84,0,accurate,0,0,not excessive,0,0,0,balanced
30791174237,The Trustee For Angel Foundation,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,1,0,0,100000,0,236,100236,0,0,57000,0,0,57000,43236,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,100236,0,accurate,57000,0,accurate,1,0,not excessive,0,0,0,balanced
30818269946,Andrews Community Kindergarten Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,13,4151,0,10543,0,0,14694,0,0,0,0,11846,11846,2848,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,14694,0,accurate,11846,0,accurate,13,0,not excessive,0,4151,0.2824962569756363,balanced
30826949836,Linc Church Services Network Darebin Inc,VIC,Small,TRUE,Social services,TRUE,0,1,0,25,70617,12795,6218,0,0,89630,39173,0,1450,0,30795,71418,18212,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,89630,0,accurate,71418,0,accurate,26,1506.6538461538462,not excessive,0,70617,0.7878723641637845,balanced
30830297096,The Torah Centre Inc,VIC,Medium,TRUE,Other education,TRUE,1,2,1,20,0,341773,46385,388158,87884,476042,151626,0,0,0,277806,429432,46610,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,476042,0,accurate,429432,0,accurate,24,6317.75,not excessive,0,0,0,balanced
30874648274,University Of The Third Age Baw Baw Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,100,2930,0,10481,0,0,13411,0,0,0,0,10574,10574,2837,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,13411,0,accurate,10574,0,accurate,100,0,not excessive,0,2930,0.2184773693236895,balanced
30887357671,Pascoe Vale Rsl Sub-Branch Inc,VIC,Large,TRUE,Aged care activities,TRUE,9,1,21,52,0,10525,4972627,4983152,0,4983152,1246113,2584,3255,0,3647502,4899454,83698,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,4983152,0,accurate,4899454,0,accurate,83,15013.409638554216,not excessive,0,0,0,balanced
30900247794,WENDOUREE WEST EXODUS COMMUNITY,VIC,Small,TRUE,Social services,TRUE,0,0,0,50,0,32000,0,0,0,32000,0,0,0,0,32000,32000,0,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,32000,0,accurate,32000,0,accurate,50,0,not excessive,0,0,0,balanced
30910558263,Lara Community Centre Inc,VIC,Medium,TRUE,Economic social community development,TRUE,1,4,12,20,141270,1400,322235,464905,2522,467427,237488,0,0,0,218137,455625,11802,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,467427,0,accurate,455625,0,accurate,37,6418.594594594595,not excessive,0,141270,0.30222901116110107,balanced
30972312480,Wimmera Drug Rehabilatation Trust,VIC,Small,TRUE,Other education,TRUE,0,0,0,2,0,0,8734,0,0,8734,0,0,0,0,501,501,8233,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,8734,0,accurate,501,0,accurate,2,0,not excessive,0,0,0,balanced
30996171084,Mental Health Legal Ctre Inc,VIC,Medium,TRUE,Law legal services,TRUE,0,7,3,102,50000,12032,410033,472065,0,472065,320008,0,0,0,78407,398415,73650,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,TRUE,Those suffering from mental health problems,NA,472065,0,accurate,398415,0,accurate,112,2857.214285714286,not excessive,0,50000,0.10591761727728173,balanced
31000348550,Everyman's Welfare Service,VIC,Medium,TRUE,Mental health crisis intervention,TRUE,0,2,0,13,0,263426,100580,364006,0,364006,137644,0,191336,0,0,328980,35026,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,TRUE,"The Australian Defence Force and Allies,",NA,364006,0,accurate,328980,0,accurate,15,9176.266666666666,not excessive,0,0,0,balanced
31004590158,Victorian Commercial Teachers' Association,VIC,Large,TRUE,Other education,TRUE,2,4,1,60,0,0,1607602,1607602,14943,1622545,592165,0,0,0,668711,1260876,361669,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,TRUE,Victorian teachers of business education and their students,NA,1622545,0,accurate,1260876,0,accurate,67,8838.283582089553,not excessive,0,0,0,balanced
31005134467,Gospel Resource Limited,VIC,Large,TRUE,Income support maintenance,TRUE,19,0,5,0,0,0,5986271,5986271,110260,6096531,2024662,0,398000,0,3290568,5713230,383301,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,6096531,0,accurate,5713230,0,accurate,24,84360.91666666667,not excessive,0,0,0,balanced
31081163519,Rural Workforce Agency; Victoria Limited,VIC,Large,TRUE,Other health service delivery,TRUE,39,10,1,0,10987073,0,765285,11752358,153876,11906234,2559880,0,6579358,0,1495696,10634934,1271300,2016,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,NA,NA,FALSE,NA,NA,11906234,0,accurate,10634934,0,accurate,50,51197.6,not excessive,0,10987073,0.9228000222404499,balanced
31087735438,Cherry Crescent Pre School Incorporated,VIC,Medium,TRUE,Other education,TRUE,1,7,0,8,224652,1802,148519,374973,5827,380800,228873,0,0,0,146100,374973,5827,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,380800,0,accurate,374973,0,accurate,16,14304.5625,not excessive,0,224652,0.5899474789915966,balanced
31091317690,The Australian Society Of Specialist General Surgeons,VIC,Large,TRUE,Other education,TRUE,5,6,1,8,0,0,2470439,2470439,105101,2575540,851833,0,0,0,1261341,2113174,462366,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,2575540,0,accurate,2113174,0,accurate,20,42591.65,not excessive,0,0,0,balanced
31099697248,Australian Dairy Conference Ltd,VIC,Medium,TRUE,Other education,TRUE,0,0,0,23,0,0,292932,292932,0,292932,0,0,25000,0,238054,263054,29878,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,TRUE,Dairy farming community,NA,292932,0,accurate,263054,0,accurate,23,0,not excessive,0,0,0,balanced
31103641494,Hills Community Child Care Inc.,VIC,Small,TRUE,Social services,TRUE,0,2,4,6,8137,0,96466,0,83,104686,79423,0,0,0,31205,110628,-5942,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,104686,0,accurate,110628,0,accurate,12,6618.583333333333,not excessive,0,8137,0.07772768087423342,balanced
31113384946,Kingsley College Inc.,VIC,Small,TRUE,Employment training,TRUE,1,3,2,2,0,140770,4693,0,103847,249310,152794,0,9698,0,127676,290168,-40858,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,249310,0,accurate,290168,0,accurate,8,19099.25,not excessive,0,0,0,balanced
31113450724,South Shepparton Community House Inc,VIC,Small,TRUE,Social services,TRUE,0,3,2,10,101823,19,38122,0,0,139964,98377,0,0,0,45295,143672,-3708,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,139964,0,accurate,143672,0,accurate,15,6558.466666666666,not excessive,0,101823,0.7274942127975765,balanced
31117719267,Human Rights Law Centre Ltd,VIC,Large,TRUE,Law legal services,TRUE,7,4,1,18,54998,449492,1092151,1596641,0,1596641,987859,0,0,0,406108,1393967,202674,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1596641,0,accurate,1393967,0,accurate,30,32928.63333333333,not excessive,0,54998,0.03444606520814635,balanced
31124088529,Interchange Incorporated,VIC,Small,TRUE,Civic advocacy activities,TRUE,1,1,0,7,173000,17500,25000,0,0,215500,132000,0,0,0,30000,162000,53500,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,215500,0,accurate,162000,0,accurate,9,14666.666666666666,not excessive,0,173000,0.802784222737819,balanced
31159942159,Indigenous Plumbing and Sanitation Foundation Limited,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,0,0,0,17550,0,0,17550,0,0,0,0,2210,2210,15340,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,17550,0,accurate,2210,0,accurate,0,0,not excessive,0,0,0,balanced
31161311324,COMMUNITY LEADERSHIP AUSTRALIA,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,10,0,0,10206,0,0,10206,0,0,0,0,8523,8523,1683,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,10206,0,accurate,8523,0,accurate,10,0,not excessive,0,0,0,balanced
31167179590,THE TRUSTEE FOR THE SEAM FUND,VIC,Small,TRUE,Other education,TRUE,0,0,0,5,0,58307,555,0,0,58862,0,0,0,61500,1430,62930,-4068,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,58862,0,accurate,62930,0,accurate,5,0,not excessive,0,0,0,balanced
31168531324,Audiology Australia Limited,VIC,Large,TRUE,Other health service delivery,TRUE,5,0,3,30,0,0,2827620,2827620,0,2827620,496817,0,23636,0,1979495,2499948,327672,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,2827620,0,accurate,2499948,0,accurate,38,13074.131578947368,not excessive,0,0,0,balanced
31202397579,Domestic Violence Resource Centre Victoria,VIC,Large,TRUE,Economic social community development,TRUE,2,20,10,10,931437,62862,1290289,2284588,0,2284588,1338474,0,0,0,823325,2161799,122789,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,2284588,0,accurate,2161799,0,accurate,42,31868.428571428572,not excessive,0,931437,0.4077045839337333,balanced
31276487594,Daylesford RSL Sub-Branch Incorporated,VIC,Small,TRUE,Social services,TRUE,0,0,6,20,0,374,133290,0,0,133664,5178,0,1000,0,85341,91519,42145,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,133664,0,accurate,91519,0,accurate,26,199.15384615384616,not excessive,0,0,0,balanced
31336592019,Bendigo Eaglehawk And Kangaroo Flat Rsl Sub-Branches Havilah Rd Rsl Sub,VIC,Medium,TRUE,Social services,TRUE,0,0,0,5,0,37890,866487,904377,0,904377,0,227502,0,0,771289,998791,-94414,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,904377,0,accurate,998791,0,accurate,5,0,not excessive,0,0,0,balanced
31343934183,International Society For Augmentative And Alternative Communication (Isaac)-Australia,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,10,0,0,7494,0,0,7494,0,0,4000,0,7612,11612,-4118,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,7494,0,accurate,11612,0,accurate,10,0,not excessive,0,0,0,balanced
31424265517,Dalton Road Pre School Inc,VIC,Medium,TRUE,Other education,TRUE,0,7,1,2,222795,0,94369,317164,0,317164,258573,0,0,0,73768,332341,-15177,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,317164,0,accurate,332341,0,accurate,10,25857.3,not excessive,0,222795,0.7024599260950171,balanced
31506563698,The Bridge Incorporated,VIC,Large,TRUE,Employment training,TRUE,76,53,35,31,10854219,15269,1270380,12139868,495000,12634868,8632165,0,0,0,4110697,12742862,-107994,2016,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,NA,NA,TRUE,"Families (mainly parents) who have ongoing care responsibilities for a person with a disability(e.g. adult child), have benefited from Respite services provided by our organisation.",NA,12634868,0,accurate,12742862,0,accurate,195,44267.51282051282,not excessive,0,10854219,0.859068650341262,balanced
31577805019,RETURNED & SERVICES LEAGUE OF AUSTRALIA VIC BRANCH INC - CAMPERDOWN WELFARE PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,24034,0,0,24034,0,0,500,0,16764,17264,6769,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,24034,0,accurate,17264,0,accurate,5,0,not excessive,0,0,0,balanced
31624496081,Wonthaggi Neighbourhood Centre @ Mitchell House Inc.,VIC,Small,TRUE,Economic social community development,TRUE,0,4,0,15,54496,19227,52500,0,42822,169045,100705,0,0,0,59964,160669,8376,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,169045,0,accurate,160669,0,accurate,19,5300.263157894737,not excessive,0,54496,0.32237569877843175,balanced
31634692118,Brenbeal Children's Centre Inc,VIC,Large,TRUE,Other education,TRUE,8,10,7,20,23946,0,1325999,1349945,0,1349945,1247733,0,0,0,163392,1411125,-61180,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1349945,0,accurate,1411125,0,accurate,45,27727.4,not excessive,0,23946,0.017738500457426042,balanced
31691359518,The Trustee For Bright & District Community Charitable Foundation Trust,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,2,0,0,4890,0,0,4890,0,0,0,0,115,115,4775,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,4890,0,accurate,115,0,accurate,2,0,not excessive,0,0,0,balanced
31721175099,Meadow Heights Learning Shop Inc.,VIC,Large,TRUE,Other education,TRUE,7,13,18,22,1757711,8512,158864,1925087,26584,1951671,1118539,0,390844,0,335329,1844712,106959,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1951671,0,accurate,1844712,0,accurate,60,18642.316666666666,not excessive,0,1757711,0.9006184956378406,balanced
31760024304,Greenville Kindergarten Incorporated,VIC,Small,TRUE,Other education,TRUE,1,2,5,8,0,0,8259,0,0,8259,0,0,0,0,15916,15916,-7657,2016,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,NA,NA,FALSE,NA,NA,8259,0,accurate,15916,0,accurate,16,0,not excessive,0,0,0,balanced
31792073865,Dartmoor & District Bush Nursing Centre Inc,VIC,Medium,TRUE,Other health service delivery,TRUE,1,4,4,15,372841,0,33615,406456,0,406456,291876,0,0,0,117485,409361,-2905,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,406456,0,accurate,409361,0,accurate,24,12161.5,not excessive,0,372841,0.9172973212352629,balanced
31840815653,Kialla Children's Centre Inc,VIC,Large,TRUE,Other education,TRUE,6,21,12,2,841123,27604,796801,1665528,23752,1689280,1373559,4196,0,0,219879,1597634,91646,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1689280,0,accurate,1597634,0,accurate,41,33501.439024390245,not excessive,0,841123,0.4979180479257435,balanced
31857674815,International Detention Coalition,VIC,Large,TRUE,Civic advocacy activities,TRUE,7,5,0,40,0,1143958,28050,1172008,11826,1183834,761908,0,0,0,414181,1176089,7745,2016,Valid ABN,TRUE,TRUE,L,TRUE,Large,NA,NA,FALSE,NA,NA,1183834,0,accurate,1176089,0,accurate,52,14652.076923076924,not excessive,0,0,0,balanced
31866225413,Woodside Beach Surf Life Saving Club Inc,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,55,38792,9431,59049,0,0,107272,0,0,600,0,97545,98145,9127,2016,Valid ABN,TRUE,TRUE,S,TRUE,Small,NA,NA,FALSE,NA,NA,107272,0,accurate,98145,0,accurate,55,0,not excessive,0,38792,0.3616227906629875,balanced
31878829402,Central Park Child Care Centre,VIC,Medium,TRUE,Other education,TRUE,0,11,2,0,0,0,553575,553575,0,553575,423586,0,0,0,86635,510221,43354,2016,Valid ABN,TRUE,TRUE,M,TRUE,Medium,NA,NA,FALSE,NA,NA,553575,0,accurate,510221,0,accurate,13,32583.53846153846,not excessive,0,0,0,balanced
