abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,revenue_from_goods_and_services,revenue_from_investments,government_grants,main_beneficiaries,other_beneficiaries_not_listed,other_beneficiaries_description,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,grants_income_prop,imbalanced_grants
11003429338,ISCAST LTD,VIC,Small,TRUE,Other education,TRUE,0,1,0,5,171198,315,195999,1371,197370,68145,0,0,0,129198,197343,27,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,21524,2962,0,General community in Australia,FALSE,NA,197370,0,accurate,197343,0,accurate,6,11357.5,not excessive,0,0,0,balanced
11005583960,Odyssey House Victoria,VIC,Large,TRUE,Other health service delivery,TRUE,100,40,24,10,470000,5093000,19813000,0,19813000,10733000,6000,0,0,8186000,18925000,888000,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,1281000,69000,12900000,General community in Australia,FALSE,NA,19813000,0,accurate,18925000,0,accurate,174,61683.90804597701,not excessive,0,12900000,0.6510876697118054,balanced
11007434362,Alphington Grammar School,VIC,Large,TRUE,Other education,TRUE,47,28,11,2,65298,387673,12886375,0,12886375,7378537,60592,0,0,4537096,11976225,910150,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,8967394,1823,3464187,Other charities,FALSE,NA,12886375,0,accurate,11976225,0,accurate,88,83847.01136363637,not excessive,0,3464187,0.26882556188222057,balanced
11019639609,Denzil Don Kindergarten Inc,VIC,Medium,TRUE,Other education,TRUE,0,10,0,10,0,24804,622195,0,622195,475277,0,0,0,142587,617864,4331,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,246050,6435,344906,Early childhood - aged under 6,FALSE,NA,622195,0,accurate,617864,0,accurate,20,23763.85,not excessive,0,344906,0.5543374665498758,balanced
11037728335,Mitchell House Inc,VIC,Large,TRUE,Aged care activities,TRUE,3,53,2,10,13299,26,3706536,0,3706536,2600212,0,0,0,931115,3531327,175209,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,1236389,199648,2257174,Adults - aged 65 and over,FALSE,NA,3706536,0,accurate,3531327,0,accurate,68,38238.41176470588,not excessive,0,2257174,0.6089712874770405,balanced
11076178673,Dolphin Common Equity Rental Housing Co-Operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,5,0,201036,201036,0,201036,0,0,0,0,206068,206068,-5032,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,0,General community in Australia,FALSE,NA,201036,0,accurate,206068,0,accurate,5,0,not excessive,0,0,0,balanced
11083080403,Volunteer Fire Brigades Victoria Inc,VIC,Large,TRUE,Civic advocacy activities,TRUE,12,1,6,2500,94682,1592363,1994214,0,1994214,1184541,0,500,0,1321864,2506905,-512691,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,133068,174101,General community in Australia,TRUE,Emergency Services Volunteers,1994214,0,accurate,2506905,0,accurate,2519,470.2425565700675,not excessive,0,174101,0.08730306777507328,balanced
11131047268,MAS National Limited,VIC,Large,TRUE,Employment training,TRUE,41,17,4,0,0,8209,9842468,1860,9844328,4087957,16,0,0,5735951,9823924,20404,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,125498,9708761,General community in Australia,FALSE,NA,9844328,0,accurate,9823924,0,accurate,62,65934.79032258065,not excessive,0,9708761,0.9862289228883881,balanced
11137037677,Financial Basics Community Foundation Limited,VIC,Small,TRUE,Other education,TRUE,0,2,0,5,40000,0,41727,0,41727,2680,0,0,0,251158,253838,-212111,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1727,0,Youth - aged 15 to under 25,FALSE,NA,41727,0,accurate,253838,0,accurate,7,382.85714285714283,not excessive,0,0,0,balanced
11141476364,Bundoora Extended Care Centre Preston Auxiliary,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,12,0,21560,22213,0,22213,0,0,2471,0,0,2471,19742,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,653,0,Adults - aged 65 and over,FALSE,NA,22213,0,accurate,2471,0,accurate,12,0,not excessive,0,0,0,balanced
11146359104,Plumbing Industry Climate Action Centre (Picac) Ltd,VIC,Large,TRUE,Other education,TRUE,16,0,0,0,0,283947,9987936,47103,10035039,3220377,0,206982,0,5109856,8537215,1497824,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,723452,0,8980537,General community in Australia,FALSE,NA,10035039,0,accurate,8537215,0,accurate,16,201273.5625,not excessive,0,8980537,0.8949179968309042,balanced
11146804668,Carbon Market Institute Limited,Victoria,Large,TRUE,Civic advocacy activities,TRUE,4,0,0,0,0,0,1001011,0,1001011,558476,0,0,0,462264,1020740,-19729,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,844797,2119,154095,General community in Australia,TRUE,"climate change & business, general community, the environment.",1001011,0,accurate,1020740,0,accurate,4,139619,not excessive,0,154095,0.15393936729966004,balanced
11167177362,The Centre For Mental Health Education And Research Ltd,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,0,0,18588,18588,0,18588,0,0,0,0,13379,13379,5209,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,General community in Australia,FALSE,NA,18588,0,accurate,13379,0,accurate,0,0,not excessive,0,0,0,balanced
11209960897,Queenscliffe Maritime Museum Inc,VIC,Small,TRUE,Other education,TRUE,0,1,0,80,2848,7745,105521,0,105521,35938,0,0,0,49079,85017,20504,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,81793,371,12764,General community in Australia,FALSE,NA,105521,0,accurate,85017,0,accurate,81,443.679012345679,not excessive,0,12764,0.12096170430530416,balanced
11252634894,Inglewood-Bridgewater RSL Sub-Branch Patriotic Fund,VIC,SMALL,TRUE,Social services,TRUE,0,0,0,5,490,0,490,0,490,0,0,0,0,0,0,490,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,Veterans and/or their families,FALSE,NA,490,0,accurate,0,0,accurate,5,0,not excessive,0,0,0,balanced
11261294621,Box Hill Community Information and Support Inc,VIC,Small,TRUE,Social services,TRUE,0,0,0,22,4992,0,64963,0,64963,0,0,79880,0,20932,100812,-35849,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,448,59523,General community in Australia,FALSE,NA,64963,0,accurate,100812,0,accurate,22,0,not excessive,0,59523,0.916260024937272,balanced
11274192974,University Of Melbourne Graduate Student Association Inc,VIC,Large,TRUE,Other education,TRUE,14,3,7,10,0,162497,2828438,0,2828438,1587051,0,0,0,1221892,2808943,19495,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,2636187,29754,0,Adults - aged 25 to under 65,TRUE,University of Melbourne Students (Graduate students specifically),2828438,0,accurate,2808943,0,accurate,34,46677.970588235294,not excessive,0,0,0,balanced
11276993085,Newhope Baptist Pre-School Inc,VIC,Medium,TRUE,Other education,TRUE,1,6,3,7,33255,0,686311,301,686612,251581,0,0,0,541126,792707,-106095,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,137004,0,516052,Early childhood - aged under 6,FALSE,NA,686612,0,accurate,792707,0,accurate,17,14798.882352941177,not excessive,0,516052,0.7515918743045563,balanced
11296752873,St Kilda Mums,VIC,Large,TRUE,Emergency relief,TRUE,1,16,5,1500,1546816,42390,1599081,0,1599081,709318,0,0,0,807800,1517118,81963,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,4744,5131,0,Families,FALSE,NA,1599081,0,accurate,1517118,0,accurate,1522,466.04336399474374,not excessive,0,0,0,balanced
11300672506,Nagambie Rsl Sub-Branch,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,10,0,0,1175,200,1375,0,0,40,0,800,840,535,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1175,0,0,Veterans and/or their families,FALSE,NA,1375,0,accurate,840,0,accurate,10,0,not excessive,0,0,0,balanced
11300954672,SJD Foundation Ballarat Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,3,5052,0,24736,4214,28950,0,0,0,0,16626,16626,12324,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,19684,0,Financially disadvantaged people,FALSE,NA,28950,0,accurate,16626,0,accurate,3,0,not excessive,0,0,0,balanced
11301552846,Victoria's Heritage Restoration Fund Inc,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,1,0,7,0,0,120169,0,120169,33629,0,635804,0,100937,770370,-650201,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,15169,105000,General community in Australia,FALSE,NA,120169,0,accurate,770370,0,accurate,8,4203.625,not excessive,0,105000,0.8737694413700705,balanced
11324703160,HALT (Hope Assistance Local Tradies),VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,1,1,1,20500,0,56910,0,56910,16276,0,0,0,17379,33655,23255,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,36410,Males,FALSE,NA,56910,0,accurate,33655,0,accurate,3,5425.333333333333,not excessive,0,36410,0.6397821121068353,balanced
11342844238,Harrietville Television Committee Inc,VIC,Small,TRUE,Social services,TRUE,0,1,0,6,4000,0,4000,0,4000,500,0,0,0,500,1000,3000,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,People in rural/regional/remote communities,FALSE,NA,4000,0,accurate,1000,0,accurate,7,71.42857142857143,not excessive,0,0,0,balanced
11365315258,Community Information & Support Victoria Inc,VIC,Large,TRUE,Social services,TRUE,2,6,1,15,1550,25059,2358139,8231,2366370,407192,162,1763792,0,285806,2456952,-90582,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,56082,1415,2274033,Financially disadvantaged people,FALSE,NA,2366370,0,accurate,2456952,0,accurate,24,16966.333333333332,not excessive,0,2274033,0.960979474891923,balanced
11389597881,South Melbourne Life Saving Club Inc,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,127,3412,78787,125691,0,125691,0,0,0,0,138065,138065,-12374,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,43492,General community in Australia,TRUE,General public.,125691,0,accurate,138065,0,accurate,127,0,not excessive,0,43492,0.34602318383973396,balanced
11437186326,Tian Ci Xiang Zhen Holy Dao Association Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,0,62276,125966,188695,0,188695,0,0,0,0,76483,76483,112212,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,453,0,Adults - aged 25 to under 65,FALSE,NA,188695,0,accurate,76483,0,accurate,0,0,not excessive,0,0,0,balanced
11453217641,MENTONE RSL SUB-BRANCH PATRIOTIC FUND,VIC,SMALL,TRUE,Social services,TRUE,0,0,0,5,0,82043,120880,0,120880,0,0,0,0,111784,111784,9096,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,38837,0,0,Veterans and/or their families,FALSE,NA,120880,0,accurate,111784,0,accurate,5,0,not excessive,0,0,0,balanced
11483474386,Farm Road Pre School Inc,VIC,Medium,TRUE,Other education,TRUE,0,9,1,20,14688,8182,328047,0,328047,279804,0,0,0,79372,359176,-31129,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,121810,0,183367,Early childhood - aged under 6,FALSE,NA,328047,0,accurate,359176,0,accurate,30,9326.8,not excessive,0,183367,0.5589656360216676,balanced
11507709511,Northern District Community Health,VIC,Large,TRUE,Other health service delivery,TRUE,19,37,8,0,2220,255061,5148159,0,5148159,3096005,0,0,0,1781232,4877237,270922,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,1157336,33608,3699934,General community in Australia,FALSE,NA,5148159,0,accurate,4877237,0,accurate,64,48375.078125,not excessive,0,3699934,0.7186907008893859,balanced
11526445815,Camberwell Baptist Church Kindergarten,VIC,Small,TRUE,Other education,TRUE,0,5,1,7,0,204934,204934,0,204934,143630,0,0,0,44301,187931,17003,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,0,Early childhood - aged under 6,FALSE,NA,204934,0,accurate,187931,0,accurate,13,11048.461538461539,not excessive,0,0,0,balanced
11614286896,Health Assist Limited,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,2,12,7609,0,7609,0,7609,3532,0,1400,0,1863,6795,814,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,General community in Australia,FALSE,NA,7609,0,accurate,6795,0,accurate,14,252.28571428571428,not excessive,0,0,0,balanced
11616062714,Catholic Professional Standards Limited,VIC,Medium,TRUE,Civic advocacy activities,TRUE,0,3,0,0,0,331357,331357,0,331357,141467,0,0,0,189890,331357,0,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,0,0,General community in Australia,TRUE,"Children & vulnerable people (CALD, ATSI, people with disabilities, mental illness, experiencing grief & loss, families going through separation &/ divorce, etc) who come into contact with Catholic Church in Australia.",331357,0,accurate,331357,0,accurate,3,47155.666666666664,not excessive,0,0,0,balanced
11626010556,Kalbarri Kindergarten Inc.,VIC,Small,TRUE,Other education,TRUE,0,0,0,11,3,0,15366,0,15366,0,0,0,0,14929,14929,437,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,10812,1,4550,Early childhood - aged under 6,FALSE,NA,15366,0,accurate,14929,0,accurate,11,0,not excessive,0,4550,0.2961082910321489,balanced
11648685928,One Hundred & Seventy Nine Napier St Hostel Assoc Inc,VIC,Large,TRUE,Aged care activities,TRUE,9,52,22,6,7072,0,5711165,0,5711165,3403839,0,0,0,1767868,5171707,539458,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,1616332,614276,3473485,Adults - aged 65 and over,FALSE,NA,5711165,0,accurate,5171707,0,accurate,89,38245.38202247191,not excessive,0,3473485,0.6081920238690355,balanced
11691631556,Peninsula And Chelsea Kindergarten Teachers Association Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,15,0,10391,10391,0,10391,0,0,0,0,11263,11263,-872,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,General community in Australia,FALSE,NA,10391,0,accurate,11263,0,accurate,15,0,not excessive,0,0,0,balanced
11753464251,East Brunswick Kindergarten and Childcare Centre Incorporated,VIC,Large,TRUE,Other education,TRUE,3,15,3,40,0,0,1062848,0,1062848,894377,0,0,0,141693,1036070,26778,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,573609,7051,482188,Early childhood - aged under 6,FALSE,NA,1062848,0,accurate,1036070,0,accurate,61,14661.918032786885,not excessive,0,482188,0.4536754079604986,balanced
11758002459,The Trustee For Montgomery Foundation,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,1,0,0,162771,195601,358372,0,0,115000,0,3749,118749,239623,2017,Valid ABN,TRUE,TRUE,S,TRUE,Medium,0,162771,0,General community in Australia,FALSE,NA,358372,0,accurate,118749,0,accurate,1,0,not excessive,0,0,0,balanced
11765184896,Jeparit Agricultural And Pastoral Society Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,40,0,16640,16640,0,16640,0,0,0,0,16214,16214,426,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,Families,FALSE,NA,16640,0,accurate,16214,0,accurate,40,0,not excessive,0,0,0,balanced
11773286290,Korumburra Rsl Sub-Branch,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,10,45,753,4427,0,4427,0,0,2183,0,2260,4443,-16,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1452,0,2177,Veterans and/or their families,FALSE,NA,4427,0,accurate,4443,0,accurate,10,0,not excessive,0,2177,0.491755138920262,balanced
11834526491,The Earlsbrae Library Trust,VIC,Small,TRUE,Other education,TRUE,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,10,0,Females,FALSE,NA,10,0,accurate,0,0,accurate,0,0,not excessive,0,0,0,balanced
11846675799,Rights Employment Accommodation Leisure Real Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,3,10,4625,1105,32926,0,32926,17105,0,0,0,17360,34465,-1539,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,3532,410,23254,People with disabilities,FALSE,NA,32926,0,accurate,34465,0,accurate,13,1315.7692307692307,not excessive,0,23254,0.7062503796391909,balanced
11853802385,Aztem Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,35,7102,476,7578,0,7578,0,0,367,500,5345,6212,1366,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,Adults - aged 25 to under 65,FALSE,NA,7578,0,accurate,6212,0,accurate,35,0,not excessive,0,0,0,balanced
11863933034,The Big Umbrella,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,0,85406,0,85556,0,85556,0,0,15267,28074,57698,101039,-15483,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,150,0,0,People at risk of homelessness/ people experiencing homelessness,FALSE,NA,85556,0,accurate,101039,0,accurate,0,0,not excessive,0,0,0,balanced
11868616092,Windarring Limited,VIC,Large,TRUE,Other health service delivery,TRUE,19,55,70,26,7483,465825,5186845,0,5186845,4743029,0,0,0,307725,5050754,136091,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,437247,23145,4253145,People with disabilities,FALSE,NA,5186845,0,accurate,5050754,0,accurate,170,27900.170588235294,not excessive,0,4253145,0.8199869091904617,balanced
11869057704,St Eleftherios Monastery of Mt Athos Foundation,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,1,182895,0,196916,0,196916,0,0,0,0,349,349,196567,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,14021,0,0,General community in Australia,FALSE,NA,196916,0,accurate,349,0,accurate,1,0,not excessive,0,0,0,balanced
11878830770,Oxfam At Monash,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,20,2798,2808,5606,0,5606,0,0,621,2500,2084,5205,401,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,0,Youth - aged 15 to under 25,FALSE,NA,5606,0,accurate,5205,0,accurate,20,0,not excessive,0,0,0,balanced
11928572940,Sunbury Neighbourhood House Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,3,1,18,179,4663,190912,0,190912,102562,0,0,0,80195,182757,8155,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,79580,2267,104223,General community in Australia,FALSE,NA,190912,0,accurate,182757,0,accurate,22,4661.909090909091,not excessive,0,104223,0.5459216811934294,balanced
11943299166,The Basin Community House Inc,VIC,Medium,TRUE,Other education,TRUE,0,8,15,50,0,11179,490606,0,490606,246293,0,0,0,132717,379010,111596,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,88148,6828,384451,General community in Australia,FALSE,NA,490606,0,accurate,379010,0,accurate,73,3373.876712328767,not excessive,0,384451,0.7836247416460459,balanced
11952202762,Pigeons Projects Ltd,VIC,Medium,TRUE,Economic social community development,TRUE,1,7,4,64,15935,341621,472428,3995,476423,328010,0,0,0,183320,511330,-34907,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,114872,0,0,Children - aged 6 to under 15,FALSE,NA,476423,0,accurate,511330,0,accurate,76,4315.921052631579,not excessive,0,0,0,balanced
11975769831,Anti-Violence Project Of Victoria Inc,VIC,Small,TRUE,Social services,TRUE,0,0,0,12,45,0,10605,0,10605,0,0,0,0,879,879,9726,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,10560,"Gay, lesbian, bisexual, transgender or intersex persons",FALSE,NA,10605,0,accurate,879,0,accurate,12,0,not excessive,0,10560,0.9957567185289957,balanced
11990478275,The Ice Meltdown Project Inc,VIC,Small,TRUE,Other health service delivery,TRUE,0,2,0,7,27280,0,27460,0,27460,68109,0,40084,0,0,108193,-80733,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,180,Families,FALSE,NA,27460,0,accurate,108193,0,accurate,9,7567.666666666667,not excessive,0,180,0.0065549890750182084,balanced
12004277418,Victorian Welfare Association,VIC,Large,TRUE,Aged care activities,TRUE,1,9,12,0,322274,146290,1161845,0,1161845,654072,0,0,0,485100,1139172,22673,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,408410,284871,0,Adults - aged 65 and over,TRUE,Christian Science Community,1161845,0,accurate,1139172,0,accurate,22,29730.545454545456,not excessive,0,0,0,balanced
12004508641,International Social Service Australia,VIC,Large,TRUE,Social services,TRUE,7,18,0,3,9652,141347,2071686,0,2071686,1555479,0,0,0,529784,2085263,-13577,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,79487,24997,1816203,Families,FALSE,NA,2071686,0,accurate,2085263,0,accurate,28,55552.82142857143,not excessive,0,1816203,0.8766787051705712,balanced
12005621581,Castlemaine & Maldon Railway Preservation Society,VIC,Medium,TRUE,Other education,TRUE,3,1,2,143,46366,192853,855468,0,855468,234772,0,0,0,659288,894060,-38592,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,579597,152,36500,General community in Australia,FALSE,NA,855468,0,accurate,894060,0,accurate,149,1575.6510067114093,not excessive,0,36500,0.04266670407309216,balanced
12020693893,The Trustee For The Mona Georgina Harris Perpetual Charitable Trust,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,2,0,0,37295,0,37295,0,0,53000,0,1808,54808,-17513,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,37295,0,General community in Australia,FALSE,NA,37295,0,accurate,54808,0,accurate,2,0,not excessive,0,0,0,balanced
12041298204,Interserve Development Limited,VIC,Large,TRUE,International activities,TRUE,12,18,1,82,4602484,0,4686148,135747,4821895,948758,0,310897,3259742,257556,4776953,44942,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,83664,0,Overseas communities or charities,FALSE,NA,4821895,0,accurate,4776953,0,accurate,113,8396.08849557522,not excessive,0,0,0,balanced
12060206671,Concern Australia Ministry Inc.,VIC,Small,TRUE,Other education,TRUE,1,1,1,0,25928,0,190230,0,190230,119023,0,0,0,71479,190502,-272,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,143738,1178,19386,Children - aged 6 to under 15,FALSE,NA,190230,0,accurate,190502,0,accurate,3,39674.333333333336,not excessive,0,19386,0.10190821636965779,balanced
12069130463,Baptcare Ltd,VIC,Large,TRUE,Aged care activities,TRUE,334,1034,515,646,4761000,35734000,172877000,0,172877000,92469000,0,0,0,66081000,158550000,14327000,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Extra Large,0,0,132382000,General community in Australia,FALSE,NA,172877000,0,accurate,158550000,0,accurate,2529,36563.46381969158,not excessive,0,132382000,0.765758313714375,balanced
12077296483,Balwyn RSL Sub-Branch Patriotic Fund,VIC,SMALL,TRUE,Social services,TRUE,0,0,0,5,0,12,3211,0,3211,0,0,0,0,5062,5062,-1851,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,3199,0,Veterans and/or their families,FALSE,NA,3211,0,accurate,5062,0,accurate,5,0,not excessive,0,0,0,balanced
12100506671,The Trustee For The Amoha Foundation,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,4,0,98775,98775,0,98775,0,0,39000,0,23032,62032,36743,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,0,General community in Australia,FALSE,NA,98775,0,accurate,62032,0,accurate,4,0,not excessive,0,0,0,balanced
12101549508,Lighthouse Foundation,VIC,Large,TRUE,Social services,TRUE,16,21,5,80,2802309,0,3614467,0,3614467,2959557,0,0,0,640962,3600519,13948,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,201069,578,610511,Youth - aged 15 to under 25,FALSE,NA,3614467,0,accurate,3600519,0,accurate,122,24258.66393442623,not excessive,0,610511,0.16890761487101694,balanced
12118641777,Red Dust Role Models Limited,VIC,Large,TRUE,Social services,TRUE,6,0,0,180,939560,90773,1230902,0,1230902,536201,0,0,0,736913,1273114,-42212,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,569,200000,People in rural/regional/remote communities,FALSE,NA,1230902,0,accurate,1273114,0,accurate,186,2882.8010752688174,not excessive,0,200000,0.16248247220331108,balanced
12126972331,Nhill Lutheran School,VIC,Medium,TRUE,Other education,TRUE,5,4,4,50,15434,16858,901732,15,901747,541428,0,0,0,318429,859857,41890,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,70220,17162,782058,Children - aged 6 to under 15,FALSE,NA,901747,0,accurate,859857,0,accurate,63,8594.095238095239,not excessive,0,782058,0.8672698661597987,balanced
12131486228,Dingee Bush Nursing Centre Incorporated,VIC,Medium,TRUE,Other health service delivery,TRUE,1,3,2,12,37952,0,423975,0,423975,267991,0,0,0,103712,371703,52272,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,28395,7391,350237,General community in Australia,FALSE,NA,423975,0,accurate,371703,0,accurate,18,14888.388888888889,not excessive,0,350237,0.8260793678872576,balanced
12134711292,Insight Education Centre For The Blind And Vision Impaired,VIC,Medium,TRUE,Other education,TRUE,7,4,1,5,1418,133600,724143,0,724143,920785,0,0,0,469888,1390673,-666530,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,75199,0,513926,Children - aged 6 to under 15,FALSE,NA,724143,0,accurate,1390673,0,accurate,17,54163.82352941176,not excessive,0,513926,0.7097023654167754,balanced
12136877702,Link Health and Community Limited,VIC,Large,TRUE,Mental health crisis intervention,TRUE,61,100,16,200,0,0,15410820,0,15410820,10983625,0,0,0,4972168,15955793,-544973,2017,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,0,0,15410820,General community in Australia,FALSE,NA,15410820,0,accurate,15955793,0,accurate,377,29134.283819628647,not excessive,0,15410820,1,balanced
12142105771,Health Education Australia Limited,VIC,Large,TRUE,Other education,TRUE,6,3,15,0,0,24150,1852837,0,1852837,829693,0,0,0,1235660,2065353,-212516,2017,Valid ABN,TRUE,TRUE,L,TRUE,Large,1664650,122412,41625,General community in Australia,FALSE,NA,1852837,0,accurate,2065353,0,accurate,24,34570.541666666664,not excessive,0,41625,0.02246554877736142,balanced
12144783728,Association Of Australian Medical Research Institutes Limited,VIC,Medium,TRUE,Civic advocacy activities,TRUE,3,1,1,0,0,0,674253,0,674253,342846,0,0,0,297320,640166,34087,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,670219,4034,0,Other charities,FALSE,NA,674253,0,accurate,640166,0,accurate,5,68569.2,not excessive,0,0,0,balanced
12151724980,Chapter Seven Limited,VIC,Medium,TRUE,Social services,TRUE,0,0,11,34,75530,468,523297,0,523297,118872,0,0,0,434018,552890,-29593,2017,Valid ABN,TRUE,TRUE,M,TRUE,Medium,446076,0,1223,General community in Australia,FALSE,NA,523297,0,accurate,552890,0,accurate,45,2641.6,not excessive,0,1223,0.002337104932762848,balanced
12152039573,Merri Common Equity Rentalhousing Co-Operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,15,0,185255,185255,0,185255,0,0,0,0,168534,168534,16721,2017,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,0,0,General community in Australia,FALSE,NA,185255,0,accurate,168534,0,accurate,15,0,not excessive,0,0,0,balanced
12153358313,The Biography Program,VIC,Small,TRUE,Aged care activities,TRUE,0,0,1,45,13350,0,13686,0,13686,12086,0,0,0,8344,20430,-6744,2017,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,336,0,Adults - aged 65 and over,FALSE,NA,13686,0,accurate,20430,0,accurate,46,262.7391304347826,not excessive,0,0,0,balanced
