abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,government_grants,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_other,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,total_grants_use,grants_income_prop,grants_use_prop,imbalanced_grants
39193084760,St Leo's Altona North Parish School Board,VIC,Large,TRUE,Primary secondary education,TRUE,14,10,0,NA,2108592,2500,210627,2321719,0,2321719,1727842,1007,0,0,406751,2135600,-186119,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,2321719,0,accurate,2135600,0,accurate,24,71993.41666666667,not excessive,0,2111092,0,0.9092797190357662,0,balanced
39201357743,Heritage Fruits Society Incorporated,VIC,Small,TRUE,Culture arts,TRUE,0,0,0,NA,0,0,0,0,0,12756,0,0,0,0,8491,8491,4265,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,12756,accurate,8491,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
39221509198,Psoriasis Australia Incorporated,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,NA,0,50,0,0,0,3881,0,0,0,0,4016,4016,-135,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Extra Small,50,3831,accurate,4016,0,accurate,0,0,not excessive,0,50,0,0.012883277505797475,0,balanced
39223038090,St Josephs School Elsternwick,VIC,Large,TRUE,Primary secondary education,TRUE,15,19,6,NA,2125412,49401,621721,2796534,0,2796534,1957973,29489,0,0,438150,2425612,-370922,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,2796534,0,accurate,2425612,0,accurate,40,48949.325,not excessive,0,2174813,0,0.7776815872791105,0,balanced
39238335075,PASCOE VALE RSL SUB-BRANCH PATRIOTIC FUND,VIC,medium,TRUE,Other activity,FALSE,0,0,0,0,0,0,432664,432664,0,432664,0,0,0,0,177316,177316,255348,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,432664,0,accurate,177316,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
39271699353,Christian Orthodox Brotherhood of Apostles Paul Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,NA,0,16520,0,0,0,18904,0,0,5232,0,8494,13726,5178,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Extra Small,16520,2384,accurate,8494,5232,accurate,0,0,not excessive,0,16520,5232,0.8738891239949217,0.2767668218366483,balanced
39364288752,Environment Institute Of Australia & New Zealand Inc,VIC,Medium,TRUE,Environmental activities,TRUE,2,3,0,NA,0,0,899310,899310,0,899310,340092,0,0,0,604077,944169,-44859,2014,Valid ABN,TRUE,FALSE,TRUE,M,TRUE,Medium,899310,0,accurate,944169,0,accurate,5,68018.4,not excessive,0,0,0,0,0,balanced
39409262215,GLENROY RSL SUB-BRANCH PATRIOTIC FUND,VIC,small,TRUE,Other activity,FALSE,0,0,0,0,0,234015,0,0,0,243650,0,0,0,0,102826,102826,140824,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Small,234015,9635,accurate,102826,0,accurate,0,0,not excessive,0,234015,0,0.9604555715165196,0,balanced
39416364359,Whittlesea Rsl Sub-Branch,VIC,Small,TRUE,Other activity,FALSE,0,0,0,NA,0,210,0,0,0,10013,0,0,3294,0,12687,15981,-5968,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,210,9803,accurate,12687,3294,accurate,0,0,not excessive,0,210,3294,0.0209727354439229,0.32897233596324776,balanced
39424731320,RETURNED NURSES RSL SUB-BRANCH PATRIOTIC FUND,VIC,small,TRUE,Other activity,FALSE,0,0,0,0,0,8322,0,0,0,9458,0,0,1709,0,8840,10549,-1091,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,8322,1136,accurate,8840,1709,accurate,0,0,not excessive,0,8322,1709,0.8798900401776274,0.18069359272573482,balanced
39457814349,St Josephs Primary School Beechworth,VIC,Large,TRUE,Primary secondary education,TRUE,4,9,0,NA,1249103,7983,162618,1419704,0,1419704,958052,1097,0,0,288568,1247717,-171987,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,1419704,0,accurate,1247717,0,accurate,13,73696.30769230769,not excessive,0,1257086,0,0.885456404997098,0,balanced
39485211746,Trinity College,VIC,Large,TRUE,Other education,TRUE,156,89,100,NA,0,2504000,47137000,49641000,0,49641000,18768000,0,0,0,20158000,38926000,10715000,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Extra Large,49641000,0,accurate,38926000,0,accurate,345,54400,not excessive,0,2504000,0,0.05044217481517294,0,balanced
39491685563,Mpower Inc,VIC,Large,TRUE,Other activity,TRUE,13,21,27,NA,2708597,127818,460761,3297176,16038,3313214,2218468,0,0,0,765161,2983629,329585,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,3313214,0,accurate,2983629,0,accurate,61,36368.32786885246,not excessive,0,2836415,0,0.8560916982724327,0,balanced
39549633822,Peninsula Ostomy Association Inc,VIC,Large,TRUE,Other health service delivery,TRUE,0,2,0,NA,3334536,31184,0,3365720,158129,3523849,48655,0,0,0,3321460,3370115,153734,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Large,3523849,0,accurate,3370115,0,accurate,2,24327.5,not excessive,0,3365720,0,0.9551260567634993,0,balanced
39589812425,Frankston/Mornington Peninsula Local Learning & Employment Network Inc,VIC,Medium,TRUE,Employment training,TRUE,0,8,2,NA,652308,0,168960,821268,5040,826308,542700,0,0,0,280523,823223,3085,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,826308,0,accurate,823223,0,accurate,10,54270,not excessive,0,652308,0,0.7894247665519395,0,balanced
39613986269,The Trustee For Tadgell Augusta Bessie Estate,VIC,Small,TRUE,Grant-making activities,TRUE,0,0,0,0,0,0,0,0,0,381,0,0,234,0,93,327,54,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,381,accurate,93,234,accurate,0,0,not excessive,0,0,234,0,0.6141732283464567,balanced
39616523730,Cornish College,VIC,Large,TRUE,Primary secondary education,TRUE,36,40,18,NA,3270791,111442,6533733,9915966,0,9915966,5915025,288651,0,0,3108100,9311776,604190,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,9915966,0,accurate,9311776,0,accurate,94,62925.79787234042,not excessive,0,3382233,0,0.34108961244925606,0,balanced
39641905468,Sacred Heart College,VIC,Large,TRUE,Primary secondary education,TRUE,32,11,0,0,3817481,66205,876405,4760091,0,4760091,3585759,49524,0,0,1191655,4826938,66847,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,4760091,0,accurate,4826938,0,accurate,43,83389.74418604652,not excessive,0,3883686,0,0.8158848223699925,0,balanced
39662387026,The Scout Association Of Australia Victorian Branch,VIC,Large,TRUE,Other education,TRUE,22,4,9,NA,84888,98688,7006716,7190292,1999323,9189615,2111928,38316,0,0,5800246,7950490,1239125,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Large,9189615,0,accurate,7950490,0,accurate,35,60340.8,not excessive,0,183576,0,0.01997646256127161,0,balanced
39734634571,The Trustee For Acres Of Love Foundation,VIC,Small,TRUE,Other activity,TRUE,0,0,0,NA,0,44167,0,0,0,44167,0,0,0,0,44167,44167,0,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,44167,0,accurate,44167,0,accurate,0,0,not excessive,0,44167,0,1,0,balanced
39774045170,Youth Affairs Council Of Victoria Inc,VIC,Large,TRUE,Economic social community development,TRUE,1,15,1,NA,1321785,0,286332,1608117,0,1608117,873521,0,0,0,667968,1541489,66628,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Large,1608117,0,accurate,1541489,0,accurate,17,51383.58823529412,not excessive,0,1321785,0,0.8219457912577256,0,balanced
39774574866,Swinburne Student Union Incorporated,VIC,Medium,TRUE,Higher education,TRUE,1,1,3,NA,0,0,383182,383182,0,383182,172357,0,0,0,224118,396475,-13293,2014,Valid ABN,TRUE,FALSE,TRUE,M,TRUE,Medium,383182,0,accurate,396475,0,accurate,5,34471.4,not excessive,0,0,0,0,0,balanced
39828126747,Inner Melbourne Vet Cluster Inc,VIC,Large,TRUE,Employment training,TRUE,13,13,0,NA,1979286,0,1379850,3359136,0,3359136,1865556,0,0,0,1157329,3022885,336252,2014,Valid ABN,TRUE,TRUE,TRUE,L,TRUE,Large,3359136,0,accurate,3022885,0,accurate,26,71752.15384615384,not excessive,0,1979286,0,0.5892247292160842,0,balanced
39835407788,Association For Children With A Disability,VIC,Medium,TRUE,Social services,TRUE,2,10,3,NA,656174,14557,26180,696911,235544,932455,548178,0,0,0,385940,934118,-1663,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,932455,0,accurate,934118,0,accurate,15,36545.2,not excessive,0,670731,0,0.7193172860888729,0,balanced
39837706272,The Trustee For The East Preston Islamic College Building Fund,VIC,Medium,TRUE,Grant-making activities,TRUE,0,0,0,NA,0,0,404030,404030,0,404030,0,0,0,0,0,0,404030,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,404030,0,accurate,0,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
39848842276,Melba Support Services Inc,VIC,Large,TRUE,Other activity,TRUE,29,164,154,NA,9494110,167366,1550469,11211945,0,11211945,8918233,0,0,0,2222015,11140248,71697,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Extra Large,11211945,0,accurate,11140248,0,accurate,347,25700.959654178674,not excessive,0,9661476,0,0.8617127536747639,0,balanced
39851031355,Dallas Welfare and Youth Service Incorporated.,VIC,Large,TRUE,Economic social community development,TRUE,5,12,1,NA,774031,0,271407,1045438,0,1045438,841044,0,0,0,170140,1011184,34254,2014,Valid ABN,TRUE,TRUE,TRUE,L,TRUE,Large,1045438,0,accurate,1011184,0,accurate,18,46724.666666666664,not excessive,0,774031,0,0.7403891957246628,0,balanced
39853867516,Sandybeach Community Co-Operative Society Limited,VIC,Large,TRUE,Other education,TRUE,0,30,25,NA,889340,1226,541885,1432451,41117,1473568,1270121,0,0,0,270679,1540800,-67232,2014,Valid ABN,TRUE,TRUE,TRUE,L,TRUE,Large,1473568,0,accurate,1540800,0,accurate,55,23093.109090909093,not excessive,0,890566,0,0.6043603009837347,0,balanced
39899268330,Warrnambool Toy Library Incorporated,VIC,Small,TRUE,Other recreation social club activity,TRUE,0,0,0,NA,0,0,0,0,0,12746,0,0,0,0,10417,10417,2329,2014,Valid ABN,TRUE,FALSE,TRUE,S,TRUE,Extra Small,0,12746,accurate,10417,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
40005962792,Heathdale Christian College Limited,VIC,Large,TRUE,Primary secondary education,TRUE,112,88,0,NA,9192836,0,9489235,18682071,257000,18939071,13632743,231091,0,0,3510870,17374704,1564367,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Extra Large,18939071,0,accurate,17374704,0,accurate,200,68163.715,not excessive,0,9192836,0,0.48539001728226266,0,balanced
40009857396,My Room Incorporated,VIC,Large,TRUE,Hospital services rehabilitation activities,TRUE,0,0,0,NA,0,55049,1110813,1165862,0,1165862,0,0,536745,0,751629,1288374,-122512,2014,Valid ABN,TRUE,FALSE,TRUE,L,TRUE,Large,1165862,0,accurate,751629,536745,accurate,0,0,not excessive,0,55049,536745,0.04721742367450007,0.4603846767456183,balanced
40026031784,Victorian Community Foundation,Victoria,Small,TRUE,Grant-making activities,TRUE,0,0,0,0,0,0,0,0,0,1689,0,0,1304,0,564,1868,-179,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,1689,accurate,564,1304,accurate,0,0,not excessive,0,0,1304,0,0.7720544701006513,balanced
40041783778,Ballarat And District Genealogical Society Inc,VIC,Small,TRUE,Other activity,TRUE,0,0,0,NA,4500,1290,0,0,0,23504,0,0,100,0,15247,15347,8157,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,5790,17714,accurate,15247,100,accurate,0,0,not excessive,0,5790,100,0.24634104833219878,0.004254594962559565,balanced
40061026344,Testigo Projects Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,NA,0,10835,0,0,0,13025,0,0,0,0,2246,2246,10779,2014,Valid ABN,TRUE,TRUE,TRUE,S,TRUE,Extra Small,10835,2190,accurate,2246,0,accurate,0,0,not excessive,0,10835,0,0.8318618042226488,0,balanced
40079695953,Maribyrnong Festival Limited,VIC,Medium,TRUE,Culture arts,TRUE,1,2,0,NA,257800,300,54616,312716,4336,317052,260037,0,0,0,56403,316440,612,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,317052,0,accurate,316440,0,accurate,3,86679,not excessive,0,258100,0,0.8140620466043426,0,balanced
40084105037,Lattitude Global Volunteering,VIC,Large,TRUE,Other activity,TRUE,8,1,0,0,0,0,1348215,1348215,0,1348215,679284,0,0,0,687098,1366382,-18167,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,1348215,0,accurate,1366382,0,accurate,9,75476,not excessive,0,0,0,0,0,balanced
40115950441,Chevra Hatzolah Melbourne Inc,VIC,Medium,TRUE,Other health service delivery,TRUE,3,1,1,NA,0,586588,0,586588,0,586588,281200,0,0,0,244012,525212,61376,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,586588,0,accurate,525212,0,accurate,5,56240,not excessive,0,586588,0,1,0,balanced
40119149357,Ararat Community Opshop,VIC,Small,TRUE,Other activity,TRUE,0,0,0,NA,0,0,0,0,0,18132,0,0,0,0,17339,17339,793,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,18132,accurate,17339,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
40147741526,FCJ College Benalla,VIC,Large,TRUE,Primary secondary education,TRUE,29,24,1,NA,4752083,555,1232680,5985318,0,5985318,4253144,67061,0,0,1917843,6238048,252730,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,5985318,0,accurate,6238048,0,accurate,54,78761.92592592593,not excessive,0,4752638,0,0.794049372146977,0,balanced
40239508980,Heytesbury District Landcare Network Inc,VIC,Medium,TRUE,Environmental activities,TRUE,1,1,6,NA,271949,394,16211,288554,6998,295552,164490,0,0,0,197130,361620,-66068,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,295552,0,accurate,361620,0,accurate,8,20561.25,not excessive,0,272343,0,0.9214723635773062,0,balanced
40240198899,Woorak Community And Land Management Group,VIC,Small,TRUE,Other activity,TRUE,0,0,1,NA,9320,0,0,0,0,10720,655,0,0,0,3386,4041,6679,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,9320,1400,accurate,4041,0,accurate,1,655,not excessive,0,9320,0,0.8694029850746269,0,balanced
40263608430,Kawthar - Lugar Inc.,VIC,Small,TRUE,Other activity,TRUE,0,0,0,NA,0,4500,0,0,0,7000,0,0,0,0,4500,4500,2500,2014,Valid ABN,TRUE,FALSE,TRUE,S,TRUE,Extra Small,4500,2500,accurate,4500,0,accurate,0,0,not excessive,0,4500,0,0.6428571428571429,0,balanced
40270425848,Christian Family Centre Warragul & District Inc,VIC,Small,TRUE,Other education,TRUE,0,2,0,NA,0,51273,0,0,0,67635,27980,0,1000,21844,32773,83597,-15962,2014,Valid ABN,TRUE,TRUE,TRUE,S,TRUE,Small,51273,16362,accurate,60753,22844,accurate,2,13990,not excessive,0,51273,22844,0.7580838323353294,0.3377541213868559,balanced
40309389462,Right Now Inc,VIC,Small,TRUE,Other activity,TRUE,0,0,0,NA,29000,2590,0,0,0,37760,0,0,0,0,37611,37611,149,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,31590,6170,accurate,37611,0,accurate,0,0,not excessive,0,31590,0,0.8365995762711864,0,balanced
40322643843,Auspicious Arts Projects Inc,VIC,Large,TRUE,Culture arts,TRUE,6,4,320,NA,2517620,0,3415576,5933196,0,5933196,3587451,0,0,0,2292220,5879671,53525,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,5933196,0,accurate,5879671,0,accurate,330,10871.063636363637,not excessive,0,2517620,0,0.424327799047933,0,balanced
40355220698,St Clement Of Rome Primary School,VIC,Large,TRUE,Primary secondary education,TRUE,16,21,0,NA,2635063,1350,637016,3273429,0,3273429,2420931,11917,0,0,506255,2939103,-334326,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,3273429,0,accurate,2939103,0,accurate,37,65430.56756756757,not excessive,0,2636413,0,0.8053979481455074,0,balanced
40375715114,Light Of Hope Foundation Incorporated,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,NA,0,4723,0,0,0,4723,0,0,0,0,4723,4723,0,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Extra Small,4723,0,accurate,4723,0,accurate,0,0,not excessive,0,4723,0,1,0,balanced
40416107108,Arthurs Creek District Landcare Group,VIC,Small,TRUE,Environmental activities,TRUE,0,0,0,NA,0,20,0,0,0,15518,0,0,0,0,22483,22483,-6965,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,20,15498,accurate,22483,0,accurate,0,0,not excessive,0,20,0,0.001288825879623663,0,balanced
40456275299,Mcmillan Ha Estate,Victoria,Small,TRUE,Grant-making activities,TRUE,0,0,0,0,0,0,0,0,0,5037,0,0,3415,0,1443,4858,179,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,5037,accurate,1443,3415,accurate,0,0,not excessive,0,0,3415,0,0.6779829263450466,balanced
40467733457,The Loreto Mandeville Hall Association Inc. Building Fund,VIC,Large,TRUE,Primary secondary education,TRUE,0,0,0,0,0,876730,208897,1085627,0,1085627,0,0,0,0,0,0,1085627,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,1085627,0,accurate,0,0,accurate,0,0,not excessive,0,876730,0,0.80757939881745755,0,balanced
40471458442,St Annes School Seaford,VIC,Large,TRUE,Primary secondary education,TRUE,6,9,1,NA,1431212,0,192359,1623571,0,1623571,936704,4494,0,0,492203,1433401,-190170,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,1623571,0,accurate,1433401,0,accurate,16,58544,not excessive,0,1431212,0,0.8815210421964915,0,balanced
40546705336,Keon Park Kindergarten Incorporated,VIC,Medium,TRUE,Other education,TRUE,0,9,0,NA,279229,0,123338,402567,8254,410821,348656,0,0,0,114546,463202,52381,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,410821,0,accurate,463202,0,accurate,9,38739.555555555555,not excessive,0,279229,0,0.6796853130682219,0,balanced
40573268875,Moogji Aboriginal Council East Gippsland Inc,VIC,Medium,TRUE,Other health service delivery,TRUE,5,1,8,0,849510,0,4885,854395,55807,910202,560762,0,0,0,329051,889813,20389,2014,Valid ABN,TRUE,TRUE,TRUE,M,TRUE,Medium,910202,0,accurate,889813,0,accurate,14,40054.42857142857,not excessive,0,849510,0,0.9333202959343091,0,balanced
40584408967,ROYAL BOTANIC GARDENS FOUNDATION VICTORIA,VIC,Large,TRUE,Other activity,TRUE,0,0,0,0,0,1171136,500518,1671654,0,1671654,0,0,416073,0,494015,910088,761566,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,1671654,0,accurate,494015,416073,accurate,0,0,not excessive,0,1171136,416073,0.7005851689404625,0.24889899464841408,balanced
40586517862,St Mary's Primary School Alexandra,VIC,Large,TRUE,Primary secondary education,TRUE,7,10,0,NA,1551362,16752,188819,1756933,0,1756933,1178196,9649,0,0,376179,1564024,-192909,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,1756933,0,accurate,1564024,0,accurate,17,69305.64705882352,not excessive,0,1568114,0,0.892529197186233,0,balanced
40594141285,Raaf Veteran's Residences Trust,VIC,Medium,TRUE,Housing activities,TRUE,0,2,0,NA,0,0,590343,590343,0,590343,155794,0,0,0,383520,539314,51029,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,590343,0,accurate,539314,0,accurate,2,77897,not excessive,0,0,0,0,0,balanced
40599795690,The Trustee For Melbourne Zen Hospice,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,NA,0,23684,0,0,0,33802,0,0,0,0,33772,33772,30,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Extra Small,23684,10118,accurate,33772,0,accurate,0,0,not excessive,0,23684,0,0.7006685994911543,0,balanced
40603575344,Nhill Aviation Heritage Centre Association Inc,VIC,Small,TRUE,Culture arts,TRUE,0,0,0,NA,0,74195,0,0,0,90193,0,0,0,0,67639,67639,22553,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Small,74195,15998,accurate,67639,0,accurate,0,0,not excessive,0,74195,0,0.8226248156730567,0,balanced
40607751715,Q C F Account S T F & D E Ozanne Trust,Victoria,Small,TRUE,Grant-making activities,TRUE,0,0,0,0,0,0,0,0,0,23935,0,0,20934,0,2185,23119,816,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,23935,accurate,2185,20934,accurate,0,0,not excessive,0,0,20934,0,0.8746187591393357,balanced
40611771621,Search & Rescue Dogs Australia Inc,VIC,Small,TRUE,Other activity,TRUE,0,0,0,NA,3260,4490,0,0,0,12346,0,0,0,0,12782,12782,-436,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,7750,4596,accurate,12782,0,accurate,0,0,not excessive,0,7750,0,0.627733678924348,0,balanced
40613246053,Rch Medical Staff Association,VIC,Small,TRUE,Hospital services rehabilitation activities,TRUE,0,1,0,NA,0,82271,0,0,0,83664,3223,0,2750,0,45859,52832,30832,2014,Valid ABN,TRUE,FALSE,TRUE,S,TRUE,Small,82271,1393,accurate,49082,3750,accurate,1,3223,not excessive,0,82271,2750,0.9833500669344043,0.03286957353222413,balanced
40672367613,St Pauls Anglican Grammar School Library Fund,VIC,Small,TRUE,Other education,TRUE,0,0,0,NA,0,0,0,0,0,8,0,0,0,0,0,0,8,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Extra Small,0,8,accurate,0,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
40678975253,Knox Park Primary School Building Fund,VIC,Small,TRUE,Primary secondary education,TRUE,0,0,0,0,0,4320,0,0,0,4320,0,0,0,0,0,0,4320,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,4320,0,accurate,0,0,accurate,0,0,not excessive,0,4320,0,1,0,balanced
40685448071,Nexus Primary Health,VIC,Large,TRUE,Aged care activities,TRUE,31,115,12,NA,12294726,1166,642101,12937993,667849,13605842,7019010,0,0,0,2434295,9453305,4152537,2014,Valid ABN,TRUE,TRUE,TRUE,L,TRUE,Extra Large,13605842,0,accurate,9453305,0,accurate,158,44424.11392405063,not excessive,0,12295892,0,0.9037215043361521,0,balanced
40688918764,Traralgon Rsl Sub Branch Inc,VIC,Large,TRUE,Other activity,TRUE,5,4,7,NA,0,8698,2202932,2211630,238707,2450337,589139,8074,2520,0,1732321,2332054,118283,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,2450337,0,accurate,2329534,2520,accurate,16,36821.1875,not excessive,0,8698,2520,0.0035497158146001956,0.0010284299669800522,balanced
40715029918,Victoria Police Blue Ribbon Foundation Incorporated,VIC,Large,TRUE,Hospital services rehabilitation activities,TRUE,1,1,1,NA,0,165555,1227685,1393240,0,1393240,239203,0,466721,0,811563,1517487,-124247,2014,Valid ABN,TRUE,FALSE,TRUE,L,TRUE,Large,1393240,0,accurate,1050766,466721,accurate,3,79734.33333333333,not excessive,0,165555,466721,0.11882733771640205,0.3349896643794321,balanced
40722739121,The Trustee For The Louis John Wahlers Fundt,Victoria,Small,TRUE,Grant-making activities,TRUE,0,0,0,0,0,0,0,0,0,9884,0,0,7029,0,2393,9422,462,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,9884,accurate,2393,7029,accurate,0,0,not excessive,0,0,7029,0,0.7111493322541481,balanced
40730466137,St Mary's School Donald,VIC,Medium,TRUE,Primary secondary education,TRUE,4,7,0,NA,891580,0,58888,950468,0,950468,756564,0,0,0,235912,992476,42008,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,950468,0,accurate,992476,0,accurate,11,68778.54545454546,not excessive,0,891580,0,0.9380431534780761,0,balanced
40758628039,Friends Of Monash Gallery Of Art Inc,VIC,Small,TRUE,Culture arts,TRUE,0,0,0,NA,0,0,0,0,15151,15151,0,0,0,0,17666,17666,2515,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,15151,0,accurate,17666,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
40772728988,Queenscliff Point Lonsdale Rsl Subbranch,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,NA,0,140,0,0,0,4749,0,0,0,0,2584,2584,2165,2014,Valid ABN,TRUE,TRUE,TRUE,S,TRUE,Extra Small,140,4609,accurate,2584,0,accurate,0,0,not excessive,0,140,0,0.029479890503263845,0,balanced
40835497412,Global Transitions Foundation Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,NA,0,31614,0,0,0,31614,0,0,0,0,8689,8689,22925,2014,Valid ABN,TRUE,TRUE,TRUE,S,TRUE,Extra Small,31614,0,accurate,8689,0,accurate,0,0,not excessive,0,31614,0,1,0,balanced
40849663739,St Mary's Primary School Maffra,VIC,Large,TRUE,Primary secondary education,TRUE,8,23,3,NA,2128760,2094,217866,2348720,0,2348720,1581582,7126,0,0,285277,1873985,-474735,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,2348720,0,accurate,1873985,0,accurate,34,46517.117647058825,not excessive,0,2130854,0,0.9072405395279131,0,balanced
40891019823,St Pauls Primary School Coburg,VIC,Large,TRUE,Primary secondary education,TRUE,10,22,1,NA,2427488,20000,521824,2969312,0,2969312,1986220,184862,0,0,438049,2609131,-360181,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,2969312,0,accurate,2609131,0,accurate,33,60188.48484848485,not excessive,0,2447488,0,0.8242609735858003,0,balanced
40924102842,Strathewen Landcare Group Incorporated,VIC,Small,TRUE,Environmental activities,TRUE,0,0,0,NA,9904,0,0,0,0,10759,0,0,0,0,9487,9487,1271,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,9904,855,accurate,9487,0,accurate,0,0,not excessive,0,9904,0,0.9205316479226694,0,balanced
40932771499,Our Lady Of The Way Catholic School,VIC,Large,TRUE,Primary secondary education,TRUE,10,11,2,NA,1656836,1529,203518,1861883,0,1861883,1354604,3433,0,0,292593,1650630,-211253,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,1861883,0,accurate,1650630,0,accurate,23,58895.82608695652,not excessive,0,1658365,0,0.890692379703773,0,balanced
40938183655,Cardinia Combined Churches Caring Inc,VIC,Medium,TRUE,Emergency relief,TRUE,2,6,2,NA,150276,148221,238401,536898,101216,638114,284964,0,0,0,328028,612992,25122,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,638114,0,accurate,612992,0,accurate,10,28496.4,not excessive,0,298497,0,0.4677800518402668,0,balanced
