abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,government_grants,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_other,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,total_grants_use,grants_income_prop,grants_use_prop,imbalanced_grants
11004285956,Australian Nurses Memorial Centre,VIC,Medium,TRUE,Higher education,TRUE,0,1,0,NA,0,193924,2800,470977,277053,473777,75342,0,0,0,292041,367383,106394,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,473777,0,accurate,367383,0,accurate,1,75342,not excessive,0,193924,0,0.40931493086409854,0,balanced
11005151771,Braemar College Limited,VIC,Large,TRUE,Primary secondary education,TRUE,78,38,6,NA,6221124,33850,3339107,14387945,8132971,17727052,9435395,0,0,0,4695384,14130779,3596273,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Extra Large,17727052,0,accurate,14130779,0,accurate,122,77339.30327868853,not excessive,0,6254974,0,0.3528490806029113,0,balanced
11005583960,Odyssey House Victoria,VIC,Large,TRUE,Other health service delivery,TRUE,60,40,5,NA,7402889,525769,3036218,10964876,0,10964876,7003229,22782,525769,0,3117464,10669244,295632,2014,Valid ABN,TRUE,TRUE,TRUE,L,TRUE,Extra Large,10964876,0,accurate,10143475,525769,accurate,105,66697.41904761904,not excessive,0,7928658,525769,0.723096002180052,0.04795029145792438,balanced
11010805927,Victorian Brumby Association Inc,VIC,Small,TRUE,Animal protection,TRUE,0,0,0,NA,0,10741,0,0,0,33581,0,0,0,0,33001,33001,580,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,10741,22840,accurate,33001,0,accurate,0,0,not excessive,0,10741,0,0.3198534885798517,0,balanced
11019639609,Denzil Don Kindergarten Inc,VIC,Medium,TRUE,Other education,TRUE,0,10,0,NA,268969,0,244703,513672,0,513672,362055,0,0,0,83437,445492,68180,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,513672,0,accurate,445492,0,accurate,10,36205.5,not excessive,0,268969,0,0.5236201311342646,0,balanced
11037728335,Mitchell House Inc,VIC,Large,TRUE,Aged care activities,TRUE,3,54,2,NA,1869779,20497,1158777,3049053,227263,3276316,2256891,0,634,0,960829,3218354,57962,2014,Valid ABN,TRUE,TRUE,TRUE,L,TRUE,Large,3276316,0,accurate,3217720,634,accurate,59,38252.38983050847,not excessive,0,1890276,634,0.5769516737701735,1.9351002772626327e-4,balanced
11058759779,The Australian Viking Ships Museum Association Inc.,VIC,Small,TRUE,Culture arts,TRUE,0,0,0,NA,0,51,0,0,0,351,0,0,0,0,51,51,300,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,51,300,accurate,51,0,accurate,0,0,not excessive,0,51,0,0.1452991452991453,0,balanced
11062802797,Community Housing Limited,VIC,Large,TRUE,Housing activities,TRUE,65,19,5,0,9319301,0,24753512,34072813,0,34072813,5660946,1845765,0,0,26147007,33653718,419095,2014,Valid ABN,TRUE,TRUE,TRUE,L,TRUE,Extra Large,34072813,0,accurate,33653718,0,accurate,89,63606.13483146067,not excessive,0,9319301,0,0.27351134759551554,0,balanced
11083080403,Volunteer Fire Brigades Victoria Inc,VIC,Large,TRUE,Civic advocacy activities,TRUE,11,0,7,NA,1690037,0,434967,2125004,0,2125004,936883,0,108740,0,968760,2014383,110621,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Large,2125004,0,accurate,1905643,108740,accurate,18,52049.055555555555,not excessive,0,1690037,108740,0.7953100323575861,0.05117166838274187,balanced
11129013305,Nafsika Stamoulis Hellenic Museum Limited,VIC,Large,TRUE,Other activity,TRUE,4,0,0,0,198000,572847,311357,1082204,0,1082204,181706,0,0,0,474442,656148,426056,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,1082204,0,accurate,656148,0,accurate,4,45426.5,not excessive,0,770847,0,0.712293615621454,0,balanced
11130433288,Hands On Learning Australia,VIC,Large,TRUE,Primary secondary education,TRUE,1,9,0,NA,0,1481893,124478,1606371,0,1606371,663848,0,703279,0,23264,1390391,215980,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,1606371,0,accurate,687112,703279,accurate,10,66384.8,not excessive,0,1481893,703279,0.9225098062651779,0.4378060858917398,balanced
11137037677,Financial Basics Community Foundation Limited,VIC,Small,TRUE,Other education,TRUE,0,0,1,NA,0,0,0,0,0,17544,4028,0,0,0,0,4028,13516,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Extra Small,0,17544,accurate,4028,0,accurate,1,4028,not excessive,0,0,0,0,0,balanced
11146359104,Plumbing Industry Climate Action Centre (Picac) Ltd,VIC,Large,TRUE,Employment training,TRUE,7,0,0,NA,0,0,3302274,3302274,144808,3447082,615789,0,96884,0,1722215,2434888,1012194,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Large,3447082,0,accurate,2338004,96884,accurate,7,87969.85714285714,not excessive,0,0,96884,0,0.028106090890788207,balanced
11146804668,Carbon Market Institute Limited,VIC,Medium,TRUE,Environmental activities,TRUE,3,0,0,NA,324157,0,497004,821161,0,821161,535000,0,0,0,425747,960747,-139586,2014,Valid ABN,TRUE,FALSE,TRUE,M,TRUE,Medium,821161,0,accurate,960747,0,accurate,3,178333.33333333334,not excessive,0,324157,0,0.3947545000310536,0,balanced
11154257851,Outer Urban Projects Limited,VIC,Medium,TRUE,Economic social community development,TRUE,1,3,1,NA,314929,3511,95529,413969,0,413969,271797,0,0,0,132363,404160,9809,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,413969,0,accurate,404160,0,accurate,5,54359.4,not excessive,0,318440,0,0.7692363437841964,0,balanced
11162207169,Spinal Research Institute Limited,VIC,Medium,TRUE,Research,TRUE,1,4,0,0,546587,71282,6708,624577,22595,647172,477701,0,0,0,80475,558176,88996,2014,Valid ABN,TRUE,FALSE,TRUE,M,TRUE,Medium,647172,0,accurate,558176,0,accurate,5,95540.2,not excessive,0,617869,0,0.9547214650819257,0,balanced
11165869061,Mallacoota RSL Sub-Branch Patriotic Fund,VIC,small,TRUE,Other activity,FALSE,0,0,0,0,0,1204,0,0,0,1204,0,0,90,0,1871,1961,-757,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,1204,0,accurate,1871,90,accurate,0,0,not excessive,0,1204,90,1,0.07475083056478406,balanced
11167192752,Olivia Newton-John Cancer Research Institute,VIC,Large,TRUE,Research,TRUE,2,0,2,0,659328,16484,576300,1252112,45699,1297811,180402,0,0,0,831402,1011804,286007,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,1297811,0,accurate,1011804,0,accurate,4,45100.5,not excessive,0,675812,0,0.520732217557102,0,balanced
11237942413,St Mary's Parish School Inglewood,VIC,Medium,TRUE,Primary secondary education,TRUE,5,3,1,NA,917050,9107,59004,985161,0,985161,616451,0,0,0,386222,1002673,17512,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,985161,0,accurate,1002673,0,accurate,9,68494.55555555556,not excessive,0,926157,0,0.9401072515050839,0,balanced
11252634894,Inglewood-Bridgewater RSL Sub-Branch Patriotic Fund,VIC,Small,TRUE,Other activity,FALSE,0,0,0,NA,0,100,0,0,0,100,0,0,0,0,0,0,100,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,100,0,accurate,0,0,accurate,0,0,not excessive,0,100,0,1,0,balanced
11261294621,Box Hill Community Information and Support Inc,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,NA,114857,13425,0,0,0,134792,0,0,0,0,139402,139402,-4610,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Small,128282,6510,accurate,139402,0,accurate,0,0,not excessive,0,128282,0,0.9517033651848774,0,balanced
11274192974,University Of Melbourne Graduate Student Association Inc,VIC,Large,TRUE,Other education,TRUE,8,3,5,NA,0,0,2266952,2266952,0,2266952,879189,0,0,0,842808,1721991,544955,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Large,2266952,0,accurate,1721997,6,accurate,16,54949.3125,not excessive,0,0,0,0,0,balanced
11276993085,Newhope Baptist Pre-School Inc,VIC,Medium,TRUE,Other education,TRUE,0,8,0,NA,171216,7243,106667,285126,3884,289010,149973,0,0,0,73838,223811,65199,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,289010,0,accurate,223811,0,accurate,8,18746.625,not excessive,0,178459,0,0.6174838240891318,0,balanced
11293508607,Melbourne Tram Museum Inc.,VIC,Small,TRUE,Culture arts,TRUE,0,0,0,NA,0,3763,0,0,0,22471,0,0,0,0,23350,23350,-879,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,3763,18708,accurate,23350,0,accurate,0,0,not excessive,0,3763,0,0.16746028214142672,0,balanced
11296752873,St Kilda Mums,VIC,Medium,TRUE,Social services,TRUE,0,1,0,NA,0,399657,0,399657,4743,404400,83232,0,0,0,210757,293989,110411,2014,Valid ABN,TRUE,TRUE,TRUE,M,TRUE,Medium,404400,0,accurate,293989,0,accurate,1,83232,not excessive,0,399657,0,0.9882715133531157,0,balanced
11301552846,Victoria's Heritage Restoration Fund Inc,VIC,Large,TRUE,Grant-making activities,TRUE,0,0,0,0,2550000,0,24622,2574622,0,2574622,0,0,200415,0,147496,347911,2226711,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,2574622,0,accurate,147496,200415,accurate,0,0,not excessive,0,2550000,200415,0.9904366543904309,0.07784249493712087,balanced
11342844238,Harrietville Television Committee Inc,VIC,Small,TRUE,Other activity,TRUE,0,1,0,NA,0,7205,0,0,0,7247,2650,0,0,0,6670,9320,-2073,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,7205,42,accurate,9320,0,accurate,1,2650,not excessive,0,7205,0,0.9942044984131365,0,balanced
11365315258,Community Information & Support Victoria Inc,VIC,Medium,TRUE,Social services,TRUE,0,6,2,NA,303000,0,76365,379365,0,379365,220830,0,0,0,112560,333390,45975,2014,Valid ABN,TRUE,TRUE,TRUE,M,TRUE,Medium,379365,0,accurate,333390,0,accurate,8,27603.75,not excessive,0,303000,0,0.7987030959629908,0,balanced
11472625252,Simonds Catholic College West Melbourne,VIC,Large,TRUE,Primary secondary education,TRUE,46,15,0,NA,5652898,3600,1311004,6967502,0,6967502,5219832,23888,0,0,1566276,6809996,-157506,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,6967502,0,accurate,6809996,0,accurate,61,85571.01639344262,not excessive,0,5656498,0,0.8118401688295174,0,balanced
11483474386,Farm Road Pre School Inc,VIC,Medium,TRUE,Other education,TRUE,1,10,0,NA,0,0,277860,0,23242,301102,192681,0,0,0,79348,272029,29072,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,301102,0,accurate,272029,0,accurate,11,17516.454545454544,not excessive,0,0,0,0,0,balanced
11507709511,Northern District Community Health,VIC,Large,TRUE,Other health service delivery,TRUE,18,24,9,0,3282368,1492,238168,3522028,53252,3575280,2290287,0,0,0,1384630,3674917,-99637,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Large,3575280,0,accurate,3674917,0,accurate,51,44907.58823529412,not excessive,0,3283860,0,0.9184903000604149,0,balanced
11541096517,Sacred Heart Primary School Oakleigh,VIC,Large,TRUE,Primary secondary education,TRUE,14,13,3,NA,2490915,4518,584519,3079952,0,3079952,2184287,27079,0,0,524900,2736266,-343686,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,3079952,0,accurate,2736266,0,accurate,30,72809.56666666667,not excessive,0,2495433,0,0.8102181462568248,0,balanced
11563991556,St Mary's School,VIC,Large,TRUE,Primary secondary education,TRUE,15,21,0,NA,2842416,123876,696315,3662607,0,3662607,2577894,114108,0,0,597119,3289121,-373486,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,3662607,0,accurate,3289121,0,accurate,36,71608.16666666667,not excessive,0,2966292,0,0.8098854176819954,0,balanced
11622576453,Cornella Local Area Plan Implementation Committee,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,NA,0,0,0,0,0,22611,0,0,0,0,18439,18439,4172,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Extra Small,0,22611,accurate,18439,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
11635644874,Our Lady Help Of Christians Primary School East Warrnambool Victoria,VIC,Large,TRUE,Primary secondary education,TRUE,22,15,0,NA,2924769,0,489692,3414461,0,3414461,2337039,14505,0,0,471393,2822937,-591524,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,3414461,0,accurate,2822937,0,accurate,37,63163.21621621621,not excessive,0,2924769,0,0.8565829277300282,0,balanced
11648685928,One Hundred & Seventy Nine Napier St Hostel Assoc Inc,VIC,Large,TRUE,Other activity,TRUE,4,61,15,0,0,9200,4192214,4201414,138715,4340129,2539542,0,0,0,978050,3517592,822537,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,4340129,0,accurate,3517592,0,accurate,80,31744.275,not excessive,0,9200,0,0.0021197526617296398,0,balanced
11672023346,The Trustee For Giles Pannon Dalgliesh Fund,VIC,Small,TRUE,Grant-making activities,TRUE,0,0,0,0,0,0,0,0,0,10073,0,0,6282,0,2364,8646,1427,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,10073,accurate,2364,6282,accurate,0,0,not excessive,0,0,6282,0,0.6236473741685694,balanced
11691631556,Peninsula And Chelsea Kindergarten Teachers Association Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,NA,0,0,0,0,0,10456,0,0,0,0,14189,14189,-3733,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Extra Small,0,10456,accurate,14189,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
11727363928,Australian Association Of Constitutional Law,VIC,Small,TRUE,Higher education,TRUE,0,0,2,NA,0,0,0,0,0,22941,10500,0,0,0,4705,15205,7736,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,22941,accurate,15205,0,accurate,2,5250,not excessive,0,0,0,0,0,balanced
11753464251,East Brunswick Kindergarten and Childcare Centre Incorporated,VIC,Medium,TRUE,Other education,TRUE,3,15,3,NA,359919,1623,510273,871815,0,871815,722599,0,0,0,89681,812280,59535,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,871815,0,accurate,812280,0,accurate,21,34409.47619047619,not excessive,0,361542,0,0.41470036647683284,0,balanced
11765184896,Jeparit Agricultural And Pastoral Society Inc,VIC,Small,TRUE,Other activity,TRUE,0,0,0,NA,0,0,0,0,0,17332,0,0,0,0,16131,16131,1201,2014,Valid ABN,TRUE,FALSE,TRUE,S,TRUE,Extra Small,0,17332,accurate,16131,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
11773286290,Korumburra Rsl Sub-Branch,VIC,Small,TRUE,Other activity,FALSE,0,0,0,NA,0,0,0,0,0,3503,0,0,400,0,5061,5461,-1959,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,3503,accurate,5061,400,accurate,0,0,not excessive,0,0,400,0,0.11418783899514702,balanced
11830167983,Yesodei Hatorah Yeshiva Inc.,VIC,Large,TRUE,Primary secondary education,TRUE,16,14,0,NA,0,2042178,156379,2198557,13284,2211841,2267911,0,0,0,303877,2571788,-359947,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,2211841,0,accurate,2571788,0,accurate,30,75597.03333333334,not excessive,0,2042178,0,0.9232933108663778,0,balanced
11834526491,The Earlsbrae Library Trust,VIC,Small,FALSE,Other education,TRUE,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Extra Small,0,21,accurate,0,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
11846675799,Rights Employment Accommodation Leisure Real Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,3,NA,15678,2860,0,0,0,20782,10487,0,0,0,9523,20010,772,2014,Valid ABN,TRUE,TRUE,TRUE,S,TRUE,Extra Small,18538,2244,accurate,20010,0,accurate,3,3495.6666666666665,not excessive,0,18538,0,0.8920219420652488,0,balanced
11847238610,The Trustee For Maurice Goldstein Charitable Trust,VIC,Small,TRUE,Grant-making activities,TRUE,0,0,0,0,0,0,0,0,0,148,0,0,60,0,37,97,51,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,148,accurate,37,60,accurate,0,0,not excessive,0,0,60,0,0.40540540540540543,balanced
11853802385,Aztem Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,NA,0,6165,0,0,0,6522,0,0,395,0,8447,8842,-2320,2014,Valid ABN,TRUE,TRUE,TRUE,S,TRUE,Extra Small,6165,357,accurate,8447,395,accurate,0,0,not excessive,0,6165,395,0.9452621895124195,0.06056424409690279,balanced
11868616092,Windarring Limited,VIC,Large,TRUE,Economic social community development,TRUE,20,60,20,NA,3324190,27243,807120,4158553,37796,4196349,3058000,0,0,0,990000,4048000,148349,2014,Valid ABN,TRUE,TRUE,TRUE,L,TRUE,Large,4196349,0,accurate,4048000,0,accurate,100,30580,not excessive,0,3351433,0,0.7986544970401651,0,balanced
11869432798,The Trustee For The Daryl Cohen Family Charitable Trust,VIC,Small,TRUE,Other activity,TRUE,0,0,0,0,0,0,0,0,0,5011,0,0,4438,0,20,4458,553,2014,Valid ABN,TRUE,FALSE,TRUE,S,TRUE,Extra Small,0,5011,accurate,20,4438,accurate,0,0,not excessive,0,0,4438,0,0.8856515665535821,balanced
11878830770,Oxfam At Monash,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,NA,0,0,0,0,0,634,0,0,0,0,500,500,134,2014,Valid ABN,FALSE,TRUE,TRUE,S,TRUE,Extra Small,0,634,accurate,500,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
11952202762,Pigeons Projects Ltd,VIC,Medium,TRUE,Economic social community development,TRUE,1,2,0,NA,179100,30163,59819,269082,8819,277901,159867,0,0,0,163637,323504,-45603,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,277901,0,accurate,323504,0,accurate,3,53289,not excessive,0,209263,0,0.7530127635380945,0,balanced
11973523604,Jesuit College of Spirituality,VIC,Medium,TRUE,Higher education,TRUE,0,4,1,0,0,38400,477482,515882,0,515882,273545,0,0,0,297942,571487,-55605,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,515882,0,accurate,571487,0,accurate,5,54709,not excessive,0,38400,0,0.07443562675185411,0,balanced
11975769831,Anti-Violence Project Of Victoria Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,NA,0,0,0,0,0,83,0,0,0,0,734,734,-651,2014,Valid ABN,TRUE,TRUE,TRUE,S,TRUE,Extra Small,0,83,accurate,734,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
11990678761,St Brendan's School Coragulac,VIC,Medium,TRUE,Primary secondary education,TRUE,2,10,0,NA,848205,0,68976,917181,0,917181,726734,0,0,0,241995,968729,51548,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,917181,0,accurate,968729,0,accurate,12,60561.166666666664,not excessive,0,848205,0,0.9247956510219902,0,balanced
12004131159,The Camberwell Grammar School,VIC,Large,TRUE,Primary secondary education,TRUE,155,31,99,NA,5047912,0,32527668,37575580,0,37575580,20916121,32790,0,0,12163055,33111966,4463614,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Extra Large,37575580,0,accurate,33111966,0,accurate,285,73389.89824561404,not excessive,0,5047912,0,0.13434022841430523,0,balanced
12004248631,Preshil The Margaret Lyttle Memorial School.,VIC,Large,TRUE,Primary secondary education,TRUE,32,44,7,NA,1123235,235700,5181442,6540377,161550,6701927,4745564,196247,0,0,1916367,6858178,-156251,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,6701927,0,accurate,6858178,0,accurate,83,57175.469879518074,not excessive,0,1358935,0,0.20276780096232025,0,balanced
12004251423,The Walter And Eliza Hall Institute Of Medical Research,VIC,Large,TRUE,Research,TRUE,750,168,84,NA,58954000,6678000,36488000,102120000,10109000,112229000,75027000,0,0,0,37055000,112082000,147000,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Extra Extra Large,112229000,0,accurate,112082000,0,accurate,1002,74877.24550898203,not excessive,0,65632000,0,0.5848042840976931,0,balanced
12004277418,Victorian Welfare Association,VIC,Medium,TRUE,Aged care activities,TRUE,1,14,4,0,0,30764,773592,804356,37378,841734,551340,0,0,0,332051,883391,-41657,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,841734,0,accurate,883391,0,accurate,19,29017.894736842107,not excessive,0,30764,0,0.0365483632596521,0,balanced
12004508641,International Social Service Australia,VIC,Large,TRUE,Social services,TRUE,7,9,1,NA,765400,118516,344608,1228524,0,1228524,969354,0,0,0,269676,1239030,-10506,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Large,1228524,0,accurate,1239030,0,accurate,17,57020.82352941176,not excessive,0,883916,0,0.7194942874538878,0,balanced
12005621581,Castlemaine & Maldon Railway Preservation Society,VIC,Medium,TRUE,Other activity,TRUE,1,2,1,NA,93313,35926,527679,656918,0,656918,154642,0,0,0,440369,595011,61907,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,656918,0,accurate,595011,0,accurate,4,38660.5,not excessive,0,129239,0,0.19673536118663212,0,balanced
12006391902,Filmfest Limited,VIC,Large,TRUE,Culture arts,TRUE,6,114,5,NA,1491151,0,3733592,5224743,1700200,6924943,1333003,0,0,0,5334741,6667744,257199,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,6924943,0,accurate,6667744,0,accurate,125,10664.024,not excessive,0,1491151,0,0.21533043665485765,0,balanced
12006421861,St Michael's Grammar School,VIC,Large,TRUE,Primary secondary education,TRUE,181,75,42,0,5011238,674703,30216976,35902917,2945321,38848238,22626253,191388,0,0,11821088,34638729,4209509,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Extra Large,38848238,0,accurate,34638729,0,accurate,298,75927.02348993288,not excessive,0,5685941,0,0.14636290582857323,0,balanced
12006692039,Australian And New Zealand Cultural Arts Limited,VIC,Medium,TRUE,Culture arts,TRUE,3,1,0,NA,0,0,663953,663953,0,663953,264045,0,6500,500,349949,620994,42959,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,663953,0,accurate,613994,7000,accurate,4,66011.25,not excessive,0,0,7000,0,0.01054291493524391,balanced
12041298204,Interserve Development Limited,VIC,Large,TRUE,Economic social community development,TRUE,8,14,2,NA,0,5407219,0,5407219,235484,5642703,824318,0,0,0,3494166,4318484,1324219,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Large,5642703,0,accurate,4318484,0,accurate,24,34346.583333333336,not excessive,0,5407219,0,0.9582675182443592,0,balanced
12069130463,Baptcare Ltd,VIC,Large,TRUE,Aged care activities,TRUE,291,971,248,NA,0,452000,143619000,144071000,0,144071000,72998000,0,0,0,55878000,128876000,15195000,2014,Valid ABN,TRUE,TRUE,TRUE,L,TRUE,Extra Extra Large,144071000,0,accurate,128876000,0,accurate,1510,48343.046357615895,not excessive,0,452000,0,0.0031373420049836537,0,balanced
12077296483,Balwyn RSL Sub-Branch Patriotic Fund,VIC,small,TRUE,Other activity,FALSE,0,0,0,0,0,0,0,0,0,7818,0,0,0,0,5143,5143,2675,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,7818,accurate,5143,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
12084464648,Kimberley Foundation Australia Limited,VIC,Large,TRUE,Research,TRUE,0,2,1,0,51900,1114046,178629,1344575,1166,1345741,172464,1735,627253,0,236825,1038277,307464,2014,Valid ABN,TRUE,FALSE,TRUE,L,TRUE,Large,1345741,0,accurate,411024,627253,accurate,3,57488,not excessive,0,1165946,627253,0.8663970258764502,0.46610231835100513,balanced
12101549508,Lighthouse Foundation,VIC,Large,TRUE,Housing activities,TRUE,27,22,7,NA,967287,2691574,587787,4246648,24890,4271538,3082938,7937,0,0,1156106,4246981,24557,2014,Valid ABN,TRUE,TRUE,TRUE,L,TRUE,Large,4271538,0,accurate,4246981,0,accurate,56,55052.46428571428,not excessive,0,3658861,0,0.8565675875995953,0,balanced
12102649968,The Trustee For Community Enterprise Charitable Fund,VIC,Large,TRUE,Grant-making activities,TRUE,0,0,0,0,0,0,7370735,7370735,0,7370735,0,0,0,0,6921034,6921034,449701,2014,Valid ABN,FALSE,FALSE,FALSE,L,TRUE,Large,7370735,0,accurate,6921034,0,accurate,0,0,not excessive,0,0,0,0,0,balanced
12116512007,The Trustee For Melb Rotary Club Fund,Victoria,Small,TRUE,Grant-making activities,TRUE,0,0,0,0,0,0,0,0,0,7031,0,0,4931,0,1712,6643,388,2014,Valid ABN,FALSE,FALSE,FALSE,S,TRUE,Extra Small,0,7031,accurate,1712,4931,accurate,0,0,not excessive,0,0,4931,0,0.701322713696487,balanced
12118641777,Red Dust Role Models Limited,VIC,Medium,TRUE,Other health service delivery,TRUE,5,1,0,NA,164515,792832,0,957347,2468,959815,384313,0,0,0,450720,835033,124782,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,959815,0,accurate,835033,0,accurate,6,64052.166666666664,not excessive,0,957347,0,0.9974286711501695,0,balanced
12126972331,Nhill Lutheran School,VIC,Medium,TRUE,Other education,TRUE,4,3,0,NA,684183,1761,92938,778882,1564,780446,595028,0,0,0,182078,777106,3340,2014,Valid ABN,FALSE,TRUE,TRUE,M,TRUE,Medium,780446,0,accurate,777106,0,accurate,7,85004,not excessive,0,685944,0,0.8789128267682838,0,balanced
12131486228,Dingee Bush Nursing Centre Incorporated,VIC,Medium,TRUE,Aged care activities,TRUE,1,2,4,NA,367589,260,23567,391156,0,391156,193254,0,0,0,143396,336650,54506,2014,Valid ABN,TRUE,TRUE,TRUE,M,TRUE,Medium,391416,260,accurate,336650,0,accurate,7,27607.714285714286,not excessive,0,367849,0,0.9404150773604393,0,balanced
12134711292,Insight Education Centre For The Blind And Vision Impaired,VIC,Medium,TRUE,Primary secondary education,TRUE,6,2,2,NA,147160,564343,82182,793685,0,793685,789957,0,0,0,293295,1083252,-289567,2014,Valid ABN,FALSE,FALSE,FALSE,M,TRUE,Medium,793685,0,accurate,1083252,0,accurate,10,78995.7,not excessive,0,711503,0,0.896455142783346,0,balanced
12136877702,Link Health and Community Limited,VIC,Large,TRUE,Other health service delivery,TRUE,40,96,8,NA,11162242,594,1096057,12258893,0,12258893,8524420,0,0,0,3416127,11940547,318346,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Extra Large,12258893,0,accurate,11940547,0,accurate,144,59197.36111111111,not excessive,0,11162836,0,0.9105908665651947,0,balanced
12142105771,Health Education Australia Limited,VIC,Large,TRUE,Other education,TRUE,8,6,156,0,193770,0,1988160,2181930,100324,2282254,884704,0,0,0,1189731,2074435,207819,2014,Valid ABN,FALSE,TRUE,TRUE,L,TRUE,Large,2282254,0,accurate,2074435,0,accurate,170,5204.141176470588,not excessive,0,193770,0,0.08490290738892341,0,balanced
