abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,government_grants,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,grants_income_prop,imbalanced_grants
11004857827,Austin Medical Research Foundation,VIC,Large,TRUE,Other health service delivery,TRUE,0,2,0,8,183799,235129,2044729,2463657,0,2463657,67062,0,0,0,1964767,2031829,431828,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2463657,0,accurate,2031829,0,accurate,10,6706.2,not excessive,0,183799,0.07460413523473439,balanced
11005583960,Odyssey House Victoria,VIC,Large,TRUE,Other health service delivery,TRUE,80,28,22,10,10625249,429052,4198705,15253006,0,15253006,8186667,14666,0,0,6531373,14732706,520300,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,15253006,0,accurate,14732706,0,accurate,140,58476.19285714286,not excessive,0,10625249,0.6966003291416787,balanced
11019639609,Denzil Don Kindergarten Inc,VIC,Medium,TRUE,Other education,TRUE,0,8,0,10,271948,0,230141,502089,0,502089,373925,0,0,0,104429,478354,23735,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,502089,0,accurate,478354,0,accurate,18,20773.61111111111,not excessive,0,271948,0.5416330570874884,balanced
11037728335,Mitchell House Inc,VIC,Large,TRUE,Aged care activities,TRUE,3,65,2,10,2054925,13109,1102404,3170438,332520,3502958,2344422,0,0,0,1005595,3350017,152941,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,3502958,0,accurate,3350017,0,accurate,80,29305.275,not excessive,0,2054925,0.586625646096813,balanced
11062802797,Community Housing Limited,VIC,Large,TRUE,Housing activities,TRUE,50,19,11,2,15389760,2001,30571075,45962836,931499,46894335,9164921,1625876,0,0,26181115,36971912,9922423,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,46894335,0,accurate,36971912,0,accurate,82,111767.32926829268,not excessive,0,15389760,0.3281795125146779,balanced
11083080403,Volunteer Fire Brigades Victoria Inc,VIC,Large,TRUE,Civic advocacy activities,TRUE,12,3,12,2500,1614425,0,441394,2055819,0,2055819,1028432,0,101162,0,791491,1921085,134734,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2055819,0,accurate,1921085,0,accurate,2527,406.97744360902254,not excessive,0,1614425,0.7852953008022593,balanced
11131047268,MAS National Limited,VIC,Large,TRUE,Employment training,TRUE,22,0,0,0,1846572,0,0,1846572,134117,1980689,831012,0,88820,0,1060857,1980689,0,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1980689,0,accurate,1980689,0,accurate,22,37773.27272727273,not excessive,0,1846572,0.9322877039252503,balanced
11137037677,Financial Basics Community Foundation Limited,VIC,Small,TRUE,Economic social community development,TRUE,0,1,0,0,0,0,0,0,0,10195,560,0,0,0,0,560,9635,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,10195,accurate,560,0,accurate,1,560,not excessive,0,0,0,balanced
11146359104,Plumbing Industry Climate Action Centre (Picac) Ltd,VIC,Large,TRUE,Employment training,TRUE,7,0,0,50,0,0,6739204,6739204,345525,7084729,827619,0,66062,0,2567415,3461096,3623633,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,7084729,0,accurate,3461096,0,accurate,57,14519.631578947368,not excessive,0,0,0,balanced
11154257851,Outer Urban Projects Limited,VIC,Medium,TRUE,Economic social community development,TRUE,1,6,30,4,328000,239042,64738,631781,13396,645177,495018,0,0,0,122549,617567,27610,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,645176,1,accurate,617567,0,accurate,41,12073.609756097561,not excessive,0,328000,0.5083876207614345,balanced
11167177362,The Centre For Mental Health Education And Research Ltd,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,0,0,120,0,0,0,20436,0,0,0,0,24786,24786,-4350,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,120,20316,accurate,24786,0,accurate,0,0,not excessive,0,0,0,balanced
11261294621,Box Hill Community Information and Support Inc,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,35,101272,18446,0,0,0,131458,0,0,0,0,103706,103706,27752,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,119718,11740,accurate,103706,0,accurate,35,0,not excessive,0,101272,0.770375329002419,balanced
11274192974,University Of Melbourne Graduate Student Association Inc,VIC,Large,TRUE,Other education,TRUE,12,5,10,20,0,0,2253605,2253605,0,2253605,1297129,0,0,0,988927,2286056,-32451,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2253605,0,accurate,2286056,0,accurate,47,27598.489361702126,not excessive,0,0,0,balanced
11276993085,Newhope Baptist Pre-School Inc,VIC,Medium,TRUE,Other education,TRUE,0,8,0,90,169789,42213,123824,335826,297,336123,247258,0,0,0,86039,333297,2826,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,336123,0,accurate,333297,0,accurate,98,2523.0408163265306,not excessive,0,169789,0.505139487628041,balanced
11296752873,St Kilda Mums,VIC,Medium,TRUE,Social services,TRUE,1,6,0,1000,0,404620,249817,654437,0,654437,194758,0,0,0,419568,614326,40111,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,654437,0,accurate,614326,0,accurate,1007,193.40417080436941,not excessive,0,0,0,balanced
11300672506,Nagambie Rsl Sub-Branch,VIC,Small,TRUE,Social services,TRUE,0,0,0,10,0,300,0,0,0,5408,0,0,200,0,10649,10849,-5441,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,300,5108,accurate,10849,0,accurate,10,0,not excessive,0,0,0,balanced
11342844238,Harrietville Television Committee Inc,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,0,1,6,0,0,0,0,0,9141,5122,0,0,0,2131,7253,1887,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,9141,accurate,7253,0,accurate,7,731.7142857142857,not excessive,0,0,0,balanced
11365315258,Community Information & Support Victoria Inc,VIC,Large,TRUE,Social services,TRUE,1,5,2,10,1160476,0,34581,1195057,39986,1235043,282008,1148,0,0,952876,1236032,-989,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1235043,0,accurate,1236032,0,accurate,18,15667.111111111111,not excessive,0,1160476,0.9396239645097377,balanced
11483474386,Farm Road Pre School Inc,VIC,Medium,TRUE,Other education,TRUE,0,10,2,5,0,0,299084,299084,0,299084,218403,0,0,0,77136,295539,3545,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,299084,0,accurate,295539,0,accurate,17,12847.235294117647,not excessive,0,0,0,balanced
11507709511,Northern District Community Health,VIC,Large,TRUE,Other health service delivery,TRUE,20,20,9,0,3385818,362,160555,3546735,50351,3597086,2272848,0,0,0,1296713,3569561,27525,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,3597086,0,accurate,3569561,0,accurate,49,46384.65306122449,not excessive,0,3385818,0.9412669032655877,balanced
11622576453,Cornella Local Area Plan Implementation Committee,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,10,0,2150,0,0,0,3619,0,0,0,0,3254,3254,365,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,2150,1469,accurate,3254,0,accurate,10,0,not excessive,0,0,0,balanced
11648685928,One Hundred & Seventy Nine Napier St Hostel Assoc Inc,VIC,Large,TRUE,Aged care activities,TRUE,6,45,30,6,0,4400,4039998,4044398,308894,4353292,2678274,0,0,0,964996,3643240,710052,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,4353292,0,accurate,3643270,30,accurate,87,30784.758620689656,not excessive,0,0,0,balanced
11691631556,Peninsula And Chelsea Kindergarten Teachers Association Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,15,0,0,0,0,0,8307,0,0,0,0,11342,11342,-3035,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,8307,accurate,11342,0,accurate,15,0,not excessive,0,0,0,balanced
11753464251,East Brunswick Kindergarten and Childcare Centre Incorporated,VIC,Medium,TRUE,Other education,TRUE,3,15,5,10,421773,0,498864,920637,0,920637,719466,0,0,0,189440,908906,11731,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,920637,0,accurate,908906,0,accurate,33,21802,not excessive,0,421773,0.4581317066335592,balanced
11773286290,Korumburra Rsl Sub-Branch,VIC,Small,TRUE,Social services,TRUE,0,0,0,10,900,1230,0,0,0,11301,0,0,925,0,7822,8747,2554,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,2130,9171,accurate,8747,0,accurate,10,0,not excessive,0,900,0.07963897000265463,balanced
11834526491,The Earlsbrae Library Trust,VIC,Small,TRUE,Other education,TRUE,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,17,accurate,0,0,accurate,0,0,not excessive,0,0,0,balanced
11846675799,Rights Employment Accommodation Leisure Real Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,4,5,10408,20896,0,0,0,38526,10674,0,0,0,9633,20307,18219,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,31304,7222,accurate,20307,0,accurate,9,1186,not excessive,0,10408,0.27015521985152885,balanced
11853802385,Aztem Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,45,0,7527,0,0,0,8006,0,0,289,0,5916,6205,1801,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,7527,479,accurate,6205,0,accurate,45,0,not excessive,0,0,0,balanced
11863933034,The Big Umbrella,VIC,Small,TRUE,Social services,TRUE,1,0,0,70,0,235254,0,0,0,249444,37218,0,10078,69318,36393,153007,96437,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,235254,14190,accurate,153007,0,accurate,71,524.1971830985915,not excessive,0,0,0,balanced
11868616092,Windarring Limited,VIC,Large,TRUE,Economic social community development,TRUE,19,64,57,30,3362053,24662,622765,4009480,0,4009480,3154515,22226,0,0,768867,3945608,63872,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,4009480,0,accurate,3945608,0,accurate,170,18555.970588235294,not excessive,0,3362053,0.8385259435138721,balanced
11878830770,Oxfam At Monash,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,17,0,0,0,0,0,1731,0,0,0,0,912,912,819,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1731,accurate,912,0,accurate,17,0,not excessive,0,0,0,balanced
11952202762,Pigeons Projects Ltd,VIC,Medium,TRUE,Economic social community development,TRUE,2,2,3,51,0,37240,400952,438192,0,438192,214393,0,0,0,172286,386679,51513,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,438192,0,accurate,386679,0,accurate,58,3696.4310344827586,not excessive,0,0,0,balanced
12004277418,Victorian Welfare Association,VIC,Medium,TRUE,Aged care activities,TRUE,1,13,6,0,0,250181,718025,968206,58,968264,629615,0,0,0,244521,874136,94128,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,968264,0,accurate,874136,0,accurate,20,31480.75,not excessive,0,0,0,balanced
12004508641,International Social Service Australia,VIC,Large,TRUE,Social services,TRUE,6,9,0,12,771751,83737,363383,1218871,0,1218871,1043341,0,0,0,280095,1323436,-104565,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1218871,0,accurate,1323436,0,accurate,27,38642.25925925926,not excessive,0,771751,0.6331687274535205,balanced
12005621581,Castlemaine & Maldon Railway Preservation Society,VIC,Medium,TRUE,Other education,TRUE,2,0,1,90,15272,12451,541776,569499,34593,604092,152196,0,0,0,491185,643381,-39289,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,604092,0,accurate,643381,0,accurate,93,1636.516129032258,not excessive,0,15272,0.02528091747614602,balanced
12041298204,Interserve Development Limited,VIC,Large,TRUE,Economic social community development,TRUE,10,11,2,80,0,4841860,0,4841860,296148,5138008,966770,0,0,0,4142750,5109520,28488,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,5138008,0,accurate,5109520,0,accurate,103,9386.116504854368,not excessive,0,0,0,balanced
12069130463,Baptcare Ltd,VIC,Large,TRUE,Aged care activities,TRUE,300,1000,250,100,0,501000,149578000,150079000,0,150079000,79221000,0,0,0,67743000,146964000,3115000,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Extra Large,150079000,0,accurate,146964000,0,accurate,1650,48012.72727272727,not excessive,0,0,0,balanced
12077296483,Balwyn RSL Sub-Branch Patriotic Fund,VIC,small,TRUE,Social services,TRUE,0,0,0,5,0,0,0,0,0,4545,0,0,0,0,8377,8377,-3832,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,4545,accurate,8377,0,accurate,5,0,not excessive,0,0,0,balanced
12101549508,Lighthouse Foundation,VIC,Large,TRUE,Housing activities,TRUE,26,25,15,80,669788,3147030,897246,4714064,0,4714064,3805097,20589,0,0,1221619,5047305,-333241,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,4714064,0,accurate,5047305,0,accurate,146,26062.30821917808,not excessive,0,669788,0.14208292462724306,balanced
12118641777,Red Dust Role Models Limited,VIC,Medium,TRUE,Other health service delivery,TRUE,5,1,0,70,51872,805522,0,905387,47993,905387,462480,0,0,0,501822,964302,-58915,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,905387,0,accurate,964302,0,accurate,76,6085.263157894737,not excessive,0,51872,0.0572926273516187,balanced
12126972331,Nhill Lutheran School,VIC,Medium,TRUE,Other education,TRUE,5,3,4,50,738858,21088,95151,855097,0,855097,692144,0,0,0,235683,927827,-72730,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,855097,0,accurate,927827,0,accurate,62,11163.612903225807,not excessive,0,738858,0.8640633752661979,balanced
12131486228,Dingee Bush Nursing Centre Incorporated,VIC,Medium,TRUE,Other health service delivery,TRUE,0,2,6,9,343389,5866,55095,404350,3027,407377,214529,0,0,0,92878,307407,99970,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,407377,0,accurate,307407,0,accurate,17,12619.35294117647,not excessive,0,343389,0.8429268220837209,balanced
12136877702,Link Health and Community Limited,VIC,Large,TRUE,Other health service delivery,TRUE,43,103,15,120,10688239,546,1618759,12307544,0,12307544,8906696,0,0,0,2835120,11741816,565728,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,12307544,0,accurate,11741816,0,accurate,281,31696.427046263347,not excessive,0,10688239,0.8684298833300941,balanced
12142105771,Health Education Australia Limited,VIC,Large,TRUE,Other education,TRUE,6,6,156,0,213820,0,2338867,2552687,88994,2641681,1031189,0,0,0,1297711,2328900,312781,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2641681,0,accurate,2328900,0,accurate,168,6138.0297619047615,not excessive,0,213820,0.08094088574661361,balanced
12144783728,Association Of Australian Medical Research Institutes Limited,VIC,Medium,TRUE,Civic advocacy activities,TRUE,2,0,2,8,0,0,531208,531208,0,531208,246264,0,0,0,258949,505213,25995,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,531208,0,accurate,505213,0,accurate,12,20522,not excessive,0,0,0,balanced
12151724980,Chapter Seven Limited,VIC,Medium,TRUE,Economic social community development,TRUE,0,1,12,13,0,10200,980268,990468,0,990468,190361,0,0,0,650620,840981,149487,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,990468,0,accurate,840981,0,accurate,26,7321.576923076923,not excessive,0,0,0,balanced
12153358313,The Biography Program,VIC,Small,TRUE,Aged care activities,TRUE,1,0,2,30,0,9229,0,0,0,9842,31124,0,0,0,6177,37301,-27459,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,9229,613,accurate,37301,0,accurate,33,943.1515151515151,not excessive,0,0,0,balanced
12164177931,The Difference Incubator Ltd,VIC,Medium,TRUE,Economic social community development,TRUE,4,2,0,5,0,0,529582,437672,437672,967254,326879,0,200000,0,354538,881417,85837,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,967254,0,accurate,881417,0,accurate,11,29716.272727272728,not excessive,0,0,0,balanced
12168906349,St Lazarus' Sanctuary Limited,VIC,Small,TRUE,Economic social community development,TRUE,0,2,0,0,0,1006,0,0,0,14321,18694,0,0,0,26969,45663,-31342,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1006,13315,accurate,45663,0,accurate,2,9347,not excessive,0,0,0,balanced
12169986182,Lakes Entrance Aboriginal Health Association Inc,VIC,Large,TRUE,Social services,TRUE,2,8,10,10,1472408,0,73011,1545419,0,1545419,607579,0,0,0,996977,1604556,-59137,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1545419,0,accurate,1604556,0,accurate,30,20252.633333333335,not excessive,0,1472408,0.9527565016348317,balanced
12208406096,Birchip RSL Sub-Branch Patriotic Fund,VIC,small,TRUE,Social services,TRUE,0,0,0,5,0,0,0,0,0,1601,0,0,0,0,1371,1371,230,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1601,accurate,1371,0,accurate,5,0,not excessive,0,0,0,balanced
12231977280,THE TRUSTEE FOR FONDA FAMILY CHARITABLE FOUNDATION,VIC,Small,TRUE,Income support maintenance,TRUE,0,0,0,0,0,0,0,0,0,8380,0,0,0,0,3913,3913,4467,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,8380,accurate,3913,0,accurate,0,0,not excessive,0,0,0,balanced
12294364495,Organic Trust Australia - Research and Education,VIC,Small,TRUE,Other education,TRUE,0,0,0,4,0,0,0,0,0,1,0,0,0,0,459,459,-458,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1,accurate,459,0,accurate,4,0,not excessive,0,0,0,balanced
12450469547,The Trustee for Beit Rafael Benevolent Institution,VIC,Small,TRUE,Housing activities,TRUE,0,0,1,2,0,125775,0,0,0,125775,62059,0,0,0,0,62059,63716,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,125775,0,accurate,62059,0,accurate,3,20686.333333333332,not excessive,0,0,0,balanced
12487582597,SUNSHINE RSL SUB-BRANCH PATRIOTIC FUND,VIC,medium,TRUE,Social services,TRUE,0,0,0,5,0,18096,374305,392401,0,392401,0,0,0,0,20405,20405,371996,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,392401,0,accurate,20405,0,accurate,5,0,not excessive,0,0,0,balanced
12533636427,Carers Victoria Limited,VIC,Large,TRUE,Social services,TRUE,31,60,16,15,10261978,190745,425142,10877865,0,10877865,6633981,0,0,0,4473880,11107861,-229996,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,10877865,0,accurate,11107861,0,accurate,122,54376.89344262295,not excessive,0,10261978,0.9433816286559908,balanced
12534505930,Canterbury Girls' Secondary College Foundation,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,5,0,505,0,0,0,831,0,0,500,0,330,830,1,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,505,326,accurate,830,0,accurate,5,0,not excessive,0,0,0,balanced
12601532549,Christian College Geelong Foundation Ltd,VIC,Small,TRUE,Other education,TRUE,0,0,3,50,0,51747,0,0,0,51747,0,0,0,0,26403,26403,25344,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,51747,0,accurate,26403,0,accurate,53,0,not excessive,0,0,0,balanced
12643054953,Frankston Rsl Sub Branch Inc,VIC,Large,TRUE,Aged care activities,TRUE,31,11,92,300,0,26245,16480218,16506463,0,16506463,4216935,0,196637,0,11522026,15935598,570865,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,16506463,0,accurate,15935598,0,accurate,434,9716.440092165898,not excessive,0,0,0,balanced
12650790270,International Association Of Chiron Healers Incorporated,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,25,0,0,0,0,0,19839,0,0,0,0,15716,15716,4123,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,19839,accurate,15716,0,accurate,25,0,not excessive,0,0,0,balanced
12658058669,Newport RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,7304,0,0,0,11317,0,0,5160,0,7165,12325,-1008,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,7304,4013,accurate,12325,0,accurate,5,0,not excessive,0,0,0,balanced
12687887276,Ability Dignity Access Management inc.,VIC,Medium,TRUE,Social services,TRUE,0,3,9,3,0,0,368581,368581,0,368581,270943,0,0,0,11301,282244,86337,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,368581,0,accurate,282244,0,accurate,15,18062.866666666665,not excessive,0,0,0,balanced
12725592873,MORWELL RSL SUB-BRANCH PATRIOTIC FUND,VIC,medium,TRUE,Social services,TRUE,0,0,0,5,0,93771,208773,302544,0,302544,0,0,0,0,134427,134427,168117,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,302544,0,accurate,134427,0,accurate,5,0,not excessive,0,0,0,balanced
12749683753,Poets Grove Family And Childrens Centre Inc.,VIC,Large,TRUE,Other education,TRUE,17,17,4,12,384546,0,0,2059989,1675443,2059989,1745709,0,0,0,274821,2020530,39459,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2059989,0,accurate,2020530,0,accurate,50,34914.18,not excessive,0,384546,0.18667381233589111,balanced
12794935230,Young People's Legal Rights Centre Inc,VIC,Medium,TRUE,Law legal services,TRUE,4,2,0,40,307344,26212,307272,640828,0,640828,443349,0,0,116029,0,559378,81450,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,640828,0,accurate,559378,0,accurate,46,9638.021739130434,not excessive,0,307344,0.47960451166303597,balanced
12843173532,The Trustee for THE KOREA VETERANS RSL SUB BRANCH WELFARE PATRIOTIC FUND W514 TRUST,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,0,0,0,770,0,0,1995,0,949,2944,-2174,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,770,accurate,2944,0,accurate,5,0,not excessive,0,0,0,balanced
12859264155,Belgium Avenue Neighbourhood House Incorporated,VIC,Medium,TRUE,Economic social community development,TRUE,1,14,2,10,777388,41442,27240,846070,65791,911861,616508,0,155,0,288403,905066,6795,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,911861,0,accurate,905066,0,accurate,27,22833.62962962963,not excessive,0,777388,0.8525290587052193,balanced
12974015985,Centre For Non-Violence,VIC,Large,TRUE,Emergency relief,TRUE,5,30,3,0,3163474,16487,0,3179961,183583,3363544,2122222,0,0,0,1128589,3250811,112733,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,3363544,0,accurate,3250811,0,accurate,38,55847.94736842105,not excessive,0,3163474,0.9405180963888089,balanced
12988740733,Door Of Faith Church Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,1,1,8,0,73739,0,0,0,73739,3327,0,0,0,60565,63892,9847,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,73739,0,accurate,63892,0,accurate,10,332.7,not excessive,0,0,0,balanced
13005130272,Open House Christian Involvement Centres,VIC,Medium,TRUE,Social services,TRUE,8,2,0,50,207590,179149,166516,553255,0,553255,535933,0,0,0,91556,627489,-74234,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,553255,0,accurate,627489,0,accurate,60,8932.216666666667,not excessive,0,207590,0.3752157684973475,balanced
13011942976,Victorian Blue Light Youth Camp Inc,VIC,Medium,TRUE,Economic social community development,TRUE,2,1,20,0,0,0,589902,589902,0,589902,263716,0,3345,0,334044,601105,-11203,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,589902,0,accurate,601105,0,accurate,23,11465.91304347826,not excessive,0,0,0,balanced
13012989761,Early Childhood Management Services Inc,VIC,Large,TRUE,Other education,TRUE,247,410,204,50,12167433,0,25117882,37285315,84539,37369854,31126305,0,0,0,7016212,38142517,772663,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,37369854,0,accurate,38142517,0,accurate,911,34167.18441273326,not excessive,0,12167433,0.3255948765547759,balanced
13037159114,Wonthaggi & District Elderly Citizens Homes Inc,VIC,Large,TRUE,Aged care activities,TRUE,5,54,14,12,2611965,106007,1597567,4315539,0,4315539,2847574,26858,0,0,1423963,4298395,17144,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,4315539,0,accurate,4298395,0,accurate,85,33500.870588235295,not excessive,0,2611965,0.6052465288808652,balanced
13059671417,Hastings Seafarers Centre Inc,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,32,0,8932,0,0,0,11860,0,0,0,0,12072,12072,-212,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,8932,2928,accurate,12072,0,accurate,32,0,not excessive,0,0,0,balanced
13094186877,Playgroup Victoria Inc.,VIC,Large,TRUE,Economic social community development,TRUE,6,20,22,4,2617937,0,357130,2975067,0,2975067,1585831,0,0,0,1374510,2960341,14726,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2975067,0,accurate,2960341,0,accurate,52,30496.75,not excessive,0,2617937,0.8799590059652438,balanced
13110446709,Quest Foundation Inc,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,211741,0,0,0,216130,0,0,0,0,29794,29794,186336,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,211741,4389,accurate,29794,0,accurate,5,0,not excessive,0,0,0,balanced
13116093004,HousingFirst Ltd,VIC,Large,TRUE,Housing activities,TRUE,28,5,2,50,0,0,7283787,7283787,5652865,12936652,2790331,1675662,0,0,3945184,8411177,4525475,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,12936652,0,accurate,8411177,0,accurate,85,32827.42352941177,not excessive,0,0,0,balanced
13123895447,Ryder-Cheshire Australia Limited,VIC,Medium,TRUE,Other health service delivery,TRUE,0,0,0,74,0,534722,109232,643954,0,643954,0,0,0,482053,21741,503794,140160,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,643954,0,accurate,503794,0,accurate,74,0,not excessive,0,0,0,balanced
13152438152,Rdns Homecare Limited,VIC,Large,TRUE,Aged care activities,TRUE,44,422,126,0,173221,818,20206825,20380864,0,20380864,16230072,741033,0,0,6527226,23498331,-3117468,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,20380864,0,accurate,23498331,0,accurate,592,27415.662162162163,not excessive,0,173221,0.008499198071288832,balanced
13160688077,Australian National Development Index Limited,VIC,Small,TRUE,Other education,TRUE,0,0,1,3,0,5196,0,0,0,5196,2371,0,0,0,6347,8718,-3524,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,5196,0,accurate,8718,0,accurate,4,592.75,not excessive,0,0,0,balanced
13163354970,Ratanak International (Australia) Limited,VIC,Small,TRUE,International activities,TRUE,0,0,0,5,0,19812,0,0,2,19814,0,0,0,0,0,0,19814,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,19814,0,accurate,0,0,accurate,5,0,not excessive,0,0,0,balanced
13174483959,International Bible Study Group Inc.,VIC,Small,TRUE,Other education,TRUE,0,0,0,0,0,192583,0,0,0,192583,0,0,0,0,238832,238832,-46249,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,192583,0,accurate,238832,0,accurate,0,0,not excessive,0,0,0,balanced
13288179987,Murrayville Memorial Bush Nursing Hospital Incorporated,VIC,Small,TRUE,Housing activities,TRUE,0,0,1,8,0,0,0,0,0,19807,4200,0,30000,0,12228,46428,-26621,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,19807,accurate,46428,0,accurate,9,466.6666666666667,not excessive,0,0,0,balanced
