abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,government_grants,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,grants_income_prop,imbalanced_grants
57593281552,Burke And Beyond Association Incorporated,VIC,Large,TRUE,Other health service delivery,TRUE,18,7,6,12,1869101,1980,177018,2048099,15404,2063503,1484271,0,0,0,417691,1901962,161541,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2063503,0,accurate,1901962,0,accurate,43,34517.93023255814,not excessive,0,1869101,0.9057902993114136,balanced
57603458500,Nokor Tep Foundation Australia Ltd,VIC,Small,TRUE,International activities,TRUE,0,0,0,10,0,2200,0,0,0,5125,0,0,0,0,3458,3458,1667,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,2200,2925,accurate,3458,0,accurate,10,0,not excessive,0,0,0,balanced
57655904353,Mission Liaison Group - Uniting Church Australia,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,15,0,72431,0,0,0,74885,0,0,0,3292,57397,60689,14196,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,72431,2454,accurate,60689,0,accurate,15,0,not excessive,0,0,0,balanced
57685819813,Mallee Sexual Assault Unit Inc,VIC,Large,TRUE,Social services,TRUE,13,6,2,0,2466464,438,108400,2575302,0,2575302,1878927,71,0,0,589633,2468631,106671,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2575302,0,accurate,2468631,0,accurate,21,89472.71428571429,not excessive,0,2466464,0.9577377721137171,balanced
57722393019,Mt Stirling Volunteer Ski Patrol Incorporated,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,20,0,170,0,0,0,938,0,0,0,0,938,938,0,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,170,768,accurate,938,0,accurate,20,0,not excessive,0,0,0,balanced
57739794389,Hilltop Foundation Inc.,VIC,Small,TRUE,Economic social community development,TRUE,0,4,0,35,0,136791,0,0,0,142234,0,0,0,0,132452,132452,9782,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,136791,5443,accurate,132452,0,accurate,39,0,not excessive,0,0,0,balanced
57816895087,Djerriwarrh Employment & Education Services Inc.,VIC,Large,TRUE,Other education,TRUE,20,22,32,81,3690921,0,325277,4016198,6256,4022454,3435700,0,0,0,1164375,4600075,-577621,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,4022454,0,accurate,4600075,0,accurate,155,22165.8064516129,not excessive,0,3690921,0.9175794179374084,balanced
57817377043,Fourth World Zoroastrian Youth Congress,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,9,0,0,0,0,0,2581,0,0,3000,0,388,3388,-807,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,2581,accurate,3388,0,accurate,9,0,not excessive,0,0,0,balanced
57868640912,The Trustee For Mitchell Community Resources and Advocacy Group Trust,VIC,Small,TRUE,Economic social community development,TRUE,0,0,1,450,0,0,0,0,18925,18925,22415,0,61159,0,17815,101389,-82464,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,18925,0,accurate,101389,0,accurate,451,49.70066518847007,not excessive,0,0,0,balanced
57895303752,The Young Men's Christian Association Of Ararat Incorporated,VIC,Large,TRUE,Economic social community development,TRUE,12,22,60,30,457555,0,1533194,1990749,0,1990749,1430045,0,0,0,670930,2100975,-110226,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1990749,0,accurate,2100975,0,accurate,124,11532.620967741936,not excessive,0,457555,0.22984062782399992,balanced
57923980975,Cloverdale Community Centre Inc,VIC,Medium,TRUE,Other education,TRUE,0,3,10,40,184895,0,108458,293353,0,293353,170465,0,0,0,122861,293326,27,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,293353,0,accurate,293326,0,accurate,53,3216.3207547169814,not excessive,0,184895,0.6302816061195897,balanced
57996657821,Australasian Centre For Human Rights and Health Inc,VIC,Small,TRUE,Social services,TRUE,0,0,7,25,51282,0,0,0,0,52856,12783,0,1025,0,21298,35006,17849,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,51282,1574,accurate,35106,100,accurate,32,399.46875,not excessive,0,51282,0.9702209777508702,balanced
58006212693,Forestworks Ltd,VIC,Large,TRUE,Employment training,TRUE,13,3,1,100,4997683,0,399622,5397305,765593,6162898,2274305,0,0,0,3094898,5369203,793695,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,6162898,0,accurate,5369203,0,accurate,117,19438.504273504273,not excessive,0,4997683,0.8109306693052521,balanced
58008520394,Australian Academy Of Technological Sciences And Engineering Limited,VIC,Large,TRUE,Economic social community development,TRUE,15,2,2,350,2149469,163743,2607677,4920889,0,4920889,1735601,0,160000,126750,2464376,4486727,434162,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,4920889,0,accurate,4486727,0,accurate,369,4703.525745257452,not excessive,0,2149469,0.4368050163293665,balanced
58023971349,Stanhope Senior Citizens Club Inc,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,9,0,0,0,0,7385,7385,0,0,0,0,6296,6296,1089,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,7385,0,accurate,6296,0,accurate,9,0,not excessive,0,0,0,balanced
58089460935,Rice Village Limited,VIC,Large,TRUE,Aged care activities,TRUE,5,99,31,60,5426000,2000,4469000,9897000,0,9897000,4707000,28000,0,0,3099000,7834000,2063000,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,9897000,0,accurate,7834000,0,accurate,195,24138.46153846154,not excessive,0,5426000,0.5482469435182379,balanced
58095878527,Western Radio Broadcasters Inc,VIC,Medium,TRUE,Economic social community development,TRUE,3,0,0,132,125234,6500,202573,334307,0,334307,139718,0,0,0,239363,379081,-44774,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,334307,0,accurate,379081,0,accurate,135,1034.9481481481482,not excessive,0,125234,0.3746077707017801,balanced
58108829115,Lentil As Anything Ltd,VIC,Large,TRUE,Economic social community development,TRUE,12,65,0,560,0,3597771,463,3609442,11671,3609905,1893479,6067,0,0,1701736,3601282,8623,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,3609905,0,accurate,3601282,0,accurate,637,2972.4945054945056,not excessive,0,0,0,balanced
58110470434,Murchison Community Care Inc,VIC,Large,TRUE,Aged care activities,TRUE,16,40,4,30,17734,11344,2937145,2966223,0,2966223,2500421,27719,0,0,683686,3211826,-245606,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2966223,0,accurate,3211826,0,accurate,90,27782.455555555556,not excessive,0,17734,0.00597864691899429,balanced
58135018030,Kingdom Generation Ministries Ltd,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,10,0,7606,0,0,0,7629,0,0,4314,0,3481,7795,-188,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,7606,23,accurate,7795,0,accurate,10,0,not excessive,0,0,0,balanced
58139269250,Association Of Relinquishing Mothers Vic Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,9,0,1765,0,0,0,3907,0,0,0,0,4475,4475,-568,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1765,2142,accurate,4475,0,accurate,9,0,not excessive,0,0,0,balanced
58143115664,Global Citizen Limited,VIC,Large,TRUE,Civic advocacy activities,TRUE,0,2,0,30,0,1194334,0,1194334,119,1194453,67747,0,0,0,598878,666625,527828,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1194453,0,accurate,666625,0,accurate,32,2117.09375,not excessive,0,0,0,balanced
58158142595,Christian Heart - Open Hand Services Victoria Inc,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,10,0,0,0,0,0,1619,0,0,0,0,0,0,1619,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1619,accurate,0,0,accurate,10,0,not excessive,0,0,0,balanced
58163618406,COMMUNITY SOCIAL DEVELOPMENT INTERNATIONAL LTD,VIC,Small,TRUE,International activities,TRUE,0,0,0,5,0,9221,0,0,0,20858,0,0,0,2120,18062,20182,676,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,9221,11637,accurate,20182,0,accurate,5,0,not excessive,0,0,0,balanced
58235169545,Latitude: Directions For Young People Incorporated,VIC,Medium,TRUE,Housing activities,TRUE,5,0,2,10,472447,5752,16094,494293,0,494293,296430,0,24791,0,141980,463201,31092,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,494293,0,accurate,463201,0,accurate,17,17437.058823529413,not excessive,0,472447,0.9558035416240974,balanced
58317451694,ELMORE RSL SUB-BRANCH WELFARE PATRIOTIC FUND NO 156,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,0,0,0,1390,0,0,0,0,2087,2087,-697,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1390,accurate,2087,0,accurate,5,0,not excessive,0,0,0,balanced
58327674067,Gippsland Disability Advocacy Inc,VIC,Medium,TRUE,Civic advocacy activities,TRUE,3,2,1,0,271119,0,0,271119,1381,272500,206019,0,0,0,67745,273764,-1263,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,272500,0,accurate,273764,0,accurate,6,34336.5,not excessive,0,271119,0.9949321100917431,balanced
58464948353,Peninsula Christian Care,VIC,Small,TRUE,Emergency relief,TRUE,0,3,0,40,0,60243,0,0,0,62779,40525,0,0,0,26634,67159,-4380,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,60243,2536,accurate,67159,0,accurate,43,942.4418604651163,not excessive,0,0,0,balanced
58481815750,Girgarre Rsl Sub-Branch,VIC,Small,TRUE,Social services,TRUE,0,0,0,12,8430,3500,0,0,0,19872,0,0,0,0,13094,13094,6777,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,11930,7942,accurate,13094,0,accurate,12,0,not excessive,0,8430,0.4242149758454106,balanced
58483570647,South Port Community Residential Home Inc.,VIC,Large,TRUE,Aged care activities,TRUE,0,0,0,0,4571947,0,0,4571947,11647,4583594,0,0,0,0,4688499,4688499,-104905,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,4583594,0,accurate,4688499,0,accurate,0,0,not excessive,0,4571947,0.9974589808783239,balanced
58503638181,Casey U3A Inc,VIC,Small,TRUE,Other education,TRUE,0,0,0,46,0,499,0,0,0,13067,0,0,0,0,11093,11093,1973,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,499,12568,accurate,11093,0,accurate,46,0,not excessive,0,0,0,balanced
58579390898,Carers of Africa Inc,VIC,Small,TRUE,Mental health crisis intervention,TRUE,1,3,0,60,0,6818,0,0,0,14680,11071,0,0,0,2275,13346,1333,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,6818,7862,accurate,13346,0,accurate,64,172.984375,not excessive,0,0,0,balanced
58600454699,The Mai Wiru Sugar Challenge Foundation Limited,VIC,Small,TRUE,Other education,TRUE,0,0,0,0,0,49750,0,0,0,49948,0,0,0,0,27623,27623,22325,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,49750,198,accurate,27623,0,accurate,0,0,not excessive,0,0,0,balanced
58742858575,Yappera Children's Service Co Operative,VIC,Large,TRUE,Other education,TRUE,11,6,2,0,1093120,0,123311,1216431,3109,1219540,907335,0,0,0,326716,1234051,-14511,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1219540,0,accurate,1234051,0,accurate,19,47754.47368421053,not excessive,0,1093120,0.8963379634944323,balanced
58759536503,Living and Learning at Ajani Inc,VIC,Medium,TRUE,Economic social community development,TRUE,0,3,0,12,282162,0,106849,389012,0,389012,173947,0,0,0,115750,289697,99314,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,389011,1,accurate,289697,0,accurate,15,11596.466666666667,not excessive,0,282162,0.7253298098773303,balanced
58818432472,Whittlesea Ministries Inc,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,26,0,24144,0,0,0,29729,0,0,0,0,30315,30315,-586,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,24144,5585,accurate,30315,0,accurate,26,0,not excessive,0,0,0,balanced
58851625543,Manningham U3A Incorporated,VIC,Small,TRUE,Other education,TRUE,0,0,0,1200,5495,0,0,0,0,5495,0,0,0,0,0,0,0,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,5495,0,accurate,0,0,accurate,1200,0,not excessive,0,5495,1,balanced
58891533250,Diamond Valley Learning Centre Inc,VIC,Large,TRUE,Other education,TRUE,5,33,28,32,74947,20004,2783504,2878455,2050,2880505,1824004,0,0,0,1035058,2859062,21443,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2880505,0,accurate,2859062,0,accurate,98,18612.285714285714,not excessive,0,74947,0.026018701581840685,balanced
58895584259,Skin Health Institute Inc.,VIC,Large,TRUE,Other health service delivery,TRUE,31,26,48,87,1268242,56389,5930367,7254998,9861,7264859,4608221,223246,0,0,2141812,6973279,291580,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,7264859,0,accurate,6973279,0,accurate,192,24001.151041666668,not excessive,0,1268242,0.17457214241873104,balanced
58918924965,Colac Otway Disability Accommodation Incorporated,VIC,Large,TRUE,Housing activities,TRUE,1,27,20,0,0,350,2595570,2614319,18399,2614319,2040766,0,0,0,394871,2435637,178682,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2614319,0,accurate,2435637,0,accurate,48,42515.958333333336,not excessive,0,0,0,balanced
58948367990,ALTONA RSL SUB-BRANCH PATRIOTIC FUND,VIC,medium,TRUE,Social services,TRUE,0,0,0,5,0,0,278767,278767,0,278767,0,0,0,0,51288,51288,227479,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,278767,0,accurate,51288,0,accurate,5,0,not excessive,0,0,0,balanced
59004927244,Mecwa,VIC,Large,TRUE,Aged care activities,TRUE,114,476,866,350,32848023,701362,22940863,56490248,18752,56509000,37471286,0,25000,0,15124304,52620590,3888410,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,56509000,0,accurate,52620590,0,accurate,1806,20748.220376522702,not excessive,0,32848023,0.581288343449716,balanced
59006155193,Interplast Australia & New Zealand,VIC,Large,TRUE,International activities,TRUE,6,7,1,151,491175,1868599,0,2359774,80769,2440543,596940,0,122442,1321972,372805,2414159,26384,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2440543,0,accurate,2414159,0,accurate,165,3617.818181818182,not excessive,0,491175,0.20125644170170326,balanced
59032986751,Aruma Foundation Limited,VIC,Large,TRUE,Social services,TRUE,68,248,146,50,20071283,327199,5738658,26137140,383216,26520356,20883097,124443,0,0,5677609,26685149,-164793,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,26520356,0,accurate,26685149,0,accurate,512,40787.298828125,not excessive,0,20071283,0.7568255494006189,balanced
59048912615,Longbeach RSL Sub Branch Inc,VIC,Large,TRUE,Social services,TRUE,5,9,10,46,0,1500,3291417,3292917,86646,3379563,1104755,12777,52341,0,1877295,3047168,332395,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,3379563,0,accurate,3047168,0,accurate,70,15782.214285714286,not excessive,0,0,0,balanced
59077570944,Keilor Hostel For The Aged Association Inc,VIC,Large,TRUE,Aged care activities,TRUE,7,96,44,15,0,0,6274633,6274633,0,6274633,4441823,36070,0,0,1682503,6160396,114237,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,6274633,0,accurate,6160396,0,accurate,162,27418.66049382716,not excessive,0,0,0,balanced
59093747454,Carinya Society,VIC,Large,TRUE,Social services,TRUE,23,16,3,30,2747488,108592,479874,3335954,28217,3364171,2384975,0,0,0,752574,3137549,226622,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,3364171,0,accurate,3137549,0,accurate,72,33124.65277777778,not excessive,0,2747488,0.8166909470416337,balanced
59097476769,The Link Centre Limited,VIC,Medium,TRUE,Economic social community development,TRUE,4,0,0,0,291772,114121,39690,445583,13187,458770,304842,0,0,0,101935,406777,51993,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,458770,0,accurate,406777,0,accurate,4,76210.5,not excessive,0,291772,0.6359875318787191,balanced
59149634975,Goldfields Employment And Learning Centre Inc,VIC,Medium,TRUE,Employment training,TRUE,6,6,9,20,536629,0,101245,637874,0,637874,437578,0,0,0,114779,552357,85517,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,637874,0,accurate,552357,0,accurate,41,10672.634146341463,not excessive,0,536629,0.8412774309659902,balanced
59159498469,William Wilberforce Foundation,VIC,Small,TRUE,Social services,TRUE,0,1,0,0,0,101762,0,0,6837,108599,26663,0,0,0,10043,36706,71893,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,108599,0,accurate,36706,0,accurate,1,26663,not excessive,0,0,0,balanced
59160158074,East Timor Hearts Fund,VIC,Small,TRUE,Other health service delivery,TRUE,0,1,0,25,0,179013,0,0,3437,186591,38646,0,0,0,210945,249591,-63000,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,182450,4141,accurate,249591,0,accurate,26,1486.3846153846155,not excessive,0,0,0,balanced
59183819535,Melbourne University Family Club Co Operative,VIC,Large,TRUE,Other education,TRUE,12,10,2,0,0,0,1239032,1239032,0,1239032,1100213,0,0,0,127269,1237482,1500,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1239032,0,accurate,1227482,10000,accurate,24,45842.208333333336,not excessive,0,0,0,balanced
59227002179,Five Star Project Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,25,0,22380,0,0,0,46126,0,0,0,0,15983,15983,30143,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,22380,23746,accurate,15983,0,accurate,25,0,not excessive,0,0,0,balanced
59241033598,Friends Of The Hostel Waranga House,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,12,0,1362,0,0,0,8070,0,0,167,0,6541,6708,1362,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1362,6708,accurate,6708,0,accurate,12,0,not excessive,0,0,0,balanced
59242616765,TOWN Australia Incorporated,VIC,Medium,TRUE,Other health service delivery,TRUE,0,3,0,1100,0,10820,266089,276909,0,276909,101010,0,0,0,165681,266691,10218,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,276909,0,accurate,266691,0,accurate,1103,91.57751586582049,not excessive,0,0,0,balanced
59247453303,Briagolong Community House Inc,VIC,Small,TRUE,Other education,TRUE,0,2,1,18,52159,3974,0,0,0,73706,51919,0,0,0,21955,73874,-167,2015,Valid ABN,TRUE,TRUE,S,TRUE,Small,56133,17573,accurate,73874,0,accurate,21,2472.3333333333335,not excessive,0,52159,0.7076628768349931,balanced
59284895650,Anam Cara House Colac Inc,VIC,Medium,TRUE,Other health service delivery,TRUE,0,1,24,50,0,560483,2288,562771,61312,624083,250829,0,0,0,175526,426355,197728,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,624083,0,accurate,426355,0,accurate,75,3344.3866666666668,not excessive,0,0,0,balanced
59322043060,Georgia's Journey Welfare Fund,VIC,Small,TRUE,Other health service delivery,TRUE,0,0,0,9,0,16050,0,0,0,16289,0,0,0,0,11808,11808,4481,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,16050,239,accurate,11808,0,accurate,9,0,not excessive,0,0,0,balanced
59325895268,Boort And District Community Emergency Response Team Inc.,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,18,0,1050,0,0,0,2056,0,0,0,0,1937,1937,119,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,1050,1006,accurate,1937,0,accurate,18,0,not excessive,0,0,0,balanced
59427677967,Doveton Neighbourhood Learning Centre Inc,VIC,Medium,TRUE,Economic social community development,TRUE,0,8,1,15,215103,0,0,359849,144746,359849,205837,0,0,0,129001,334838,25011,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,359849,0,accurate,334838,0,accurate,24,8576.541666666666,not excessive,0,215103,0.5977590600501878,balanced
59526865481,Peninsula Carer Council Inc,VIC,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,20,0,5596,0,0,0,8695,0,0,0,0,10381,10381,-1686,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,5596,3099,accurate,10381,0,accurate,20,0,not excessive,0,0,0,balanced
59533729847,Girl Guides Association Of Victoria,VIC,Large,TRUE,Other education,TRUE,6,6,10,1200,91776,45027,1626537,1763340,0,1763340,729400,0,0,0,1967220,2696620,-933280,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1763340,0,accurate,2696620,0,accurate,1222,596.8903436988543,not excessive,0,91776,0.052046684133519344,balanced
59569580162,The Trustee For Rossbourne School Building Fund,VIC,Small,TRUE,Other education,TRUE,0,0,0,5,0,19078,0,0,0,24585,0,0,0,0,0,0,24585,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,19078,5507,accurate,0,0,accurate,5,0,not excessive,0,0,0,balanced
59622970642,Mount Martha Pre School Association Inc,VIC,Medium,TRUE,Other education,TRUE,0,4,1,20,192243,0,64963,256925,6863,264069,165221,0,0,0,46289,211510,52559,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,264069,0,accurate,211510,0,accurate,25,6608.84,not excessive,0,192243,0.7280029083307772,balanced
59629445857,ARARAT RSL SUB-BRANCH PATRIOTIC FUND,VIC,medium,TRUE,Social services,TRUE,0,0,0,5,0,10976,345458,356434,34545,390979,0,0,0,0,148797,148797,242182,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,390979,0,accurate,148797,0,accurate,5,0,not excessive,0,0,0,balanced
59679095963,THE TRUSTEE FOR BESEN FAMILY FOUNDATION,VIC,Large,TRUE,Economic social community development,TRUE,0,2,0,0,0,2388,2701922,2704310,0,2704310,215045,0,2643176,0,66579,2924800,-220490,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2704310,0,accurate,2924800,0,accurate,2,107522.5,not excessive,0,0,0,balanced
59681097694,Stkevins College Foundation Inc,VIC,Medium,TRUE,Other education,TRUE,1,0,0,11,0,678184,178061,856045,0,856045,0,0,10000,0,40171,50171,805874,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,856245,200,accurate,50171,0,accurate,12,0,not excessive,0,0,0,balanced
59709547292,Richmond Community Learning Centre Inc,VIC,Large,TRUE,Economic social community development,TRUE,0,5,7,6,1093007,0,15079,1202160,109153,1217239,239015,0,0,0,956652,1195667,21572,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1217239,0,accurate,1195667,0,accurate,18,13278.611111111111,not excessive,0,1093007,0.8979395172188863,balanced
59713185579,Missions Link International Incorporat,VIC,Medium,TRUE,Economic social community development,TRUE,0,0,0,50,0,519505,0,519505,0,519505,0,0,0,0,0,0,519905,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,519505,0,accurate,0,0,accurate,50,0,not excessive,0,0,0,balanced
59790395833,The Alexandra Yea Mansfield Group Of Melbourne Legacy Inc,VIC,Small,TRUE,Social services,TRUE,0,0,0,30,0,18869,0,0,0,23165,0,0,0,0,32983,32983,-9818,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,18869,4296,accurate,32983,0,accurate,30,0,not excessive,0,0,0,balanced
59901963154,Down Syndrome Association Of Vic Inc,VIC,Medium,TRUE,Other health service delivery,TRUE,2,11,4,170,136103,231795,564278,932176,60544,992720,576597,0,0,0,280151,856748,135972,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,992720,0,accurate,856748,0,accurate,187,3083.4064171122996,not excessive,0,136103,0.1371010959787251,balanced
59905181932,Women's Forum Australia Charitable Trust,VIC,Small,TRUE,Other education,TRUE,0,0,0,1,0,120,0,0,0,120,0,0,0,0,49,49,71,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,120,0,accurate,49,0,accurate,1,0,not excessive,0,0,0,balanced
59919442187,Werribee District Historical Societyincregistration No A0011235B,VIC,Small,TRUE,Other education,TRUE,0,0,0,8,0,695,0,0,0,3731,0,0,0,0,4121,4121,-395,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,695,3036,accurate,4121,0,accurate,8,0,not excessive,0,0,0,balanced
59949169808,Western Port Community Support Inc,VIC,Medium,TRUE,Emergency relief,TRUE,0,4,0,45,252180,73243,32918,358341,0,358341,154981,0,0,0,186207,341188,17153,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,358341,0,accurate,341188,0,accurate,49,3162.877551020408,not excessive,0,252180,0.7037430827061375,balanced
60004222020,Churches Of Christ Community Care,VIC,Medium,TRUE,Emergency relief,TRUE,1,1,0,250,0,121000,687589,808589,0,808589,131116,0,21350,0,405085,557551,251038,2015,Valid ABN,TRUE,TRUE,M,TRUE,Medium,808589,0,accurate,557551,0,accurate,252,520.3015873015873,not excessive,0,0,0,balanced
60038764572,North East Regional Pre-School Association Incorprated,VIC,Large,TRUE,Other education,TRUE,0,25,12,45,898668,0,246362,1145030,0,1145030,828382,0,0,0,261750,1090132,54898,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1145030,0,accurate,1090132,0,accurate,82,10102.219512195123,not excessive,0,898668,0.7848423185418723,balanced
60043932205,COLAC RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,0,0,3800,3800,0,0,0,0,6675,6675,-2875,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,3800,0,accurate,6675,0,accurate,5,0,not excessive,0,0,0,balanced
60044287049,Daylesford Community Child Care Centre Inc,VIC,Large,TRUE,Other education,TRUE,8,13,10,7,1203527,315,529733,1733575,16640,1750215,1208537,0,110,0,516394,1725041,25174,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,1750215,0,accurate,1725041,0,accurate,38,31803.605263157893,not excessive,0,1203527,0.6876452321571921,balanced
60049809020,Infants Needs Lending Centre,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,2000,0,0,0,2000,0,0,0,0,1500,1500,500,2015,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,2000,0,accurate,1500,0,accurate,5,0,not excessive,0,0,0,balanced
60082451992,Anglican Aged Care Services Group,VIC,Large,TRUE,Aged care activities,TRUE,171,733,345,413,72213933,2357255,0,74571188,29215563,103786751,61134031,278914,0,0,29772574,91185519,12601232,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Extra Large,103786751,0,accurate,91185519,0,accurate,1662,36783.412154031284,not excessive,0,72213933,0.6957914406627875,balanced
60094976682,Rural Health Workforce Australia Limited,VIC,Large,TRUE,Other health service delivery,TRUE,17,9,0,100,13347602,0,0,13347602,1080581,14428183,2172924,0,10220196,0,1915941,14309061,119122,2015,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,14428183,0,accurate,14309061,0,accurate,126,17245.428571428572,not excessive,0,13347602,0.925106231325178,balanced
60108076704,General Practice Registrars Australia Limited,VIC,Large,TRUE,Other health service delivery,TRUE,11,7,9,120,2516553,0,416359,2932912,21865,2954777,1439534,0,0,0,1363719,2803253,151524,2015,Valid ABN,TRUE,TRUE,L,TRUE,Large,2954777,0,accurate,2803253,0,accurate,147,9792.748299319728,not excessive,0,2516553,0.8516896537369825,balanced
