abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,government_grants,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,grants_income_prop,imbalanced_grants
59601767293,Compelled By Love Limited,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,10,248752,84,248836,0,248836,0,0,43410,118338,10218,171966,76870,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,248836,0,accurate,171966,0,accurate,10,0,not excessive,0,0,0,balanced
59604001176,Parkinson's Victoria Limited,Victoria,Large,TRUE,Other health service delivery,TRUE,7,6,0,140,1258766,0,2001620,63987,2065607,942277,0,362834,0,724935,2030046,35561,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,263786,1586539,479068,accurate,2030046,0,accurate,153,6158.673202614379,not excessive,0,263786,0.12770386622431082,balanced
59605379968,Family Peace Foundation Ltd,Victoria,Medium,TRUE,Other education,TRUE,0,1,0,0,310298,0,320364,0,320364,27564,0,0,0,540674,568238,-247874,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,310298,10066,accurate,568238,0,accurate,1,27564,not excessive,0,0,0,balanced
59607615056,Clay Foundation Limited,Victoria,Small,TRUE,Social services,TRUE,0,0,0,8,1450,0,1450,0,1450,0,0,0,0,529,529,921,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1450,0,accurate,529,0,accurate,8,0,not excessive,0,0,0,balanced
59607742610,Lively Community Ltd,Victoria,Small,TRUE,Social services,TRUE,0,2,0,5,19,0,83009,7,83016,42183,0,0,0,8240,50423,32593,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,65692,65718,17298,accurate,50423,0,accurate,7,6026.142857142857,not excessive,0,65692,0.7913173364170762,balanced
59623241565,Community Spirit Foundation Limited,Victoria,Medium,TRUE,Economic social community development,TRUE,1,0,0,3,364465,0,364769,0,364769,69596,0,0,0,6903,76499,288270,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,364465,304,accurate,76499,0,accurate,4,17399,not excessive,0,0,0,balanced
59649254505,Clunes RSL Sub-Branch Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,0,2881,2881,0,0,0,0,0,0,2881,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,2881,0,accurate,0,0,accurate,5,0,not excessive,0,0,0,balanced
59650089139,The Ethan Reynolds Foundation Inc,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,2,553,0,564,0,564,0,0,380,0,604,984,-420,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,553,11,accurate,984,0,accurate,2,0,not excessive,0,0,0,balanced
59713185579,Missions Link International Incorporat,Victoria,Small,TRUE,Emergency relief,TRUE,0,0,0,9,321,0,321,0,321,0,0,0,1700,313,2013,-1692,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,321,0,accurate,2013,0,accurate,9,0,not excessive,0,0,0,balanced
59748002118,Rollercoaster Theatre Inc.,Victoria,Small,TRUE,Social services,TRUE,0,0,9,15,50500,10330,60987,0,60987,23185,0,0,0,47302,70487,-9500,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,60830,157,accurate,70487,0,accurate,24,966.0416666666666,not excessive,0,0,0,balanced
59790395833,The Alexandra Yea Mansfield Group Of Melbourne Legacy Inc,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,27,12927,2473,17341,0,17341,0,0,0,0,19722,19722,-2381,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,15400,1941,accurate,19722,0,accurate,27,0,not excessive,0,0,0,balanced
59938073014,Anakie & District Community Group Inc,Victoria,Small,TRUE,Economic social community development,TRUE,0,2,0,10,0,14394,85433,0,85433,56858,0,0,0,28466,85324,109,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,68930,83324,2109,accurate,85324,0,accurate,12,4738.166666666667,not excessive,0,68930,0.8068310840073508,balanced
59949169808,Western Port Community Support Inc,Victoria,Medium,TRUE,Emergency relief,TRUE,0,3,0,35,60631,47661,372645,0,372645,195585,0,0,0,162436,358021,14624,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,264353,372645,0,accurate,358021,0,accurate,38,5146.973684210527,not excessive,0,264353,0.7093963423633753,balanced
59993095946,Morwell Historical Society Inc,Victoria,Small,TRUE,Other education,TRUE,0,0,0,12,44532,2534,85066,0,85066,0,0,0,0,23612,23612,61454,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,38000,85066,0,accurate,23612,0,accurate,12,0,not excessive,0,38000,0.44671196482731057,balanced
60024858643,Castle Common Equity Rental Co-Operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,7,0,83793,83793,0,83793,0,0,0,0,71372,71372,12421,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,83793,0,accurate,71372,0,accurate,7,0,not excessive,0,0,0,balanced
60038764572,North East Regional Pre-School Association Incorprated,Victoria,Large,TRUE,Other education,TRUE,3,47,15,120,0,411852,2291032,0,2291032,1911888,0,0,0,297706,2209594,81438,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1879180,2291032,0,accurate,2209594,0,accurate,185,10334.52972972973,not excessive,0,1879180,0.8202329779767371,balanced
60043932205,COLAC RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,140945,0,140945,0,0,0,0,51404,51404,89541,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,116320,116320,24625,accurate,51404,0,accurate,5,0,not excessive,0,116320,0.825286459257157,balanced
60044287049,Daylesford Community Child Care Centre Inc,Victoria,Large,TRUE,Social services,TRUE,11,18,13,5,0,0,1871699,0,1871699,1726248,0,120,0,220943,1947311,-75612,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1096611,1096611,775088,accurate,1947311,0,accurate,47,36728.68085106383,not excessive,0,1096611,0.585890680071956,balanced
60049809020,Infants Needs Lending Centre,Victoria,Small,TRUE,Social services,TRUE,0,0,0,3,3000,0,3000,0,3000,0,0,0,0,3000,3000,0,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,3000,0,accurate,3000,0,accurate,3,0,not excessive,0,0,0,balanced
60108076704,General Practice Registrars Australia Limited,Victoria,Large,TRUE,Other health service delivery,TRUE,4,3,1,0,0,274022,1174623,0,1174623,573368,29799,0,0,446331,1049498,125125,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,656182,930204,244419,accurate,1049498,0,accurate,8,71671,not excessive,0,656182,0.5586320036301009,balanced
60117655839,National Council Of Jewish Women Of Australia Limited,Victoria,Small,TRUE,Social services,TRUE,0,1,0,9,2738,30784,36325,0,36325,12795,0,0,15674,14285,42754,-6429,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,33522,2803,accurate,42754,0,accurate,10,1279.5,not excessive,0,0,0,balanced
60125260244,Jobco Employment Services Inc,Victoria,Large,TRUE,Employment training,TRUE,94,30,4,9,0,16,6473411,0,6473411,4122717,0,0,0,2169171,6291888,181523,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,6425065,6425081,48330,accurate,6291888,0,accurate,137,30092.82481751825,not excessive,0,6425065,0.9925316035085676,balanced
60126143306,Aliamos Ltd,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,3,0,0,3,0,3,0,0,0,5500,144,5644,-5641,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,3,accurate,5644,0,accurate,3,0,not excessive,0,0,0,balanced
60150059268,North East Region LEC Management Committee Inc,Victoria,Small,TRUE,Other education,TRUE,0,0,0,8,5000,270,10461,0,10461,0,0,0,0,16777,16777,-6316,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,5270,5191,accurate,16777,0,accurate,8,0,not excessive,0,0,0,balanced
60157842316,Soap Aid Ltd,Victoria,Small,TRUE,Other health service delivery,TRUE,0,5,0,15,44218,60,182388,0,182388,219231,0,0,0,19862,239093,-56705,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,132727,177005,5383,accurate,239093,0,accurate,20,10961.55,not excessive,0,132727,0.7277178323135294,balanced
60207414910,Garfield North Outdoor Ed. Centre Inc,Victoria,Small,TRUE,Other education,TRUE,0,0,0,12,200,0,17452,0,17452,0,0,0,0,18457,18457,-1005,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,200,17252,accurate,18457,0,accurate,12,0,not excessive,0,0,0,balanced
60223800114,U3A Box Hill Inc,Victoria,Small,TRUE,Other education,TRUE,0,0,0,60,0,31659,31659,33129,64788,0,0,0,0,0,0,64788,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,64788,0,accurate,0,0,accurate,60,0,not excessive,0,0,0,balanced
60258842636,THE TRUSTEE FOR THE ELAINE WALTERS FOUNDATION,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,0,13848,0,32600,0,32600,0,0,0,0,33191,33191,-591,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,13848,18752,accurate,33191,0,accurate,0,0,not excessive,0,0,0,balanced
60267302546,Hamilton RSL Sub-Branch Inc,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,12,5059,3244,8676,0,8676,0,0,0,0,9655,9655,-979,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,8303,373,accurate,9655,0,accurate,12,0,not excessive,0,0,0,balanced
60365467553,Kiewa RSl Sub-Branch Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,11143,0,11143,0,0,0,0,23072,23072,-11929,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,11143,accurate,23072,0,accurate,5,0,not excessive,0,0,0,balanced
60479686852,The Trustee For Ponting Foundation,Victoria,Medium,TRUE,Other health service delivery,TRUE,0,0,0,10,112251,175003,287254,0,287254,0,0,338355,0,66906,405261,-118007,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,287254,0,accurate,405261,0,accurate,10,0,not excessive,0,0,0,balanced
60490086302,Grovedale Senior Citizens Inc,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,15,0,0,358,23661,24019,0,0,0,0,19913,19913,4106,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,23661,358,accurate,19913,0,accurate,15,0,not excessive,0,0,0,balanced
60569178962,MANSFIELD RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,231,1459,1689,0,0,0,0,1033,1033,657,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1459,230,accurate,1033,0,accurate,5,0,not excessive,0,0,0,balanced
60611552017,Wycliffe Relief and Development Foundation Ltd,VIC,Small,TRUE,International activities,TRUE,0,0,0,2,131954,0,133873,0,133873,0,0,0,114537,17557,132094,1779,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,131954,1919,accurate,132094,0,accurate,2,0,not excessive,0,0,0,balanced
60618920846,Omeo RSL Sub-Branch Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,2,0,2,0,0,0,0,0,0,2,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,2,accurate,0,0,accurate,5,0,not excessive,0,0,0,balanced
60752962622,Hume Veterans Information Centre,VIC,Small,TRUE,Social services,TRUE,0,1,0,25,17993,21888,59927,0,59927,10851,0,0,0,84889,95740,-35813,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,20046,59927,0,accurate,95740,0,accurate,26,417.34615384615387,not excessive,0,20046,0.33450698349658753,balanced
60803881673,Freedom Write Inc.,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,25,8867,6,8873,0,8873,0,0,298,7895,0,8193,680,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,8873,0,accurate,8193,0,accurate,25,0,not excessive,0,0,0,balanced
60829316980,Minus18 Foundation Ltd,Victoria,Medium,TRUE,Mental health crisis intervention,TRUE,2,7,2,10,295311,0,513545,0,513545,262613,0,0,0,159356,421969,91576,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,165298,460609,52936,accurate,421969,0,accurate,21,12505.380952380952,not excessive,0,165298,0.32187636915946993,balanced
61004864203,The Apaso Group Inc,VIC,Small,TRUE,Economic social community development,TRUE,0,0,0,4,2268,240,2508,0,2508,0,0,1020,0,2168,3188,-680,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,2508,0,accurate,3188,0,accurate,4,0,not excessive,0,0,0,balanced
61006499231,The Trustee For Queen Victoria Women's Centre Trust,Victoria,Large,TRUE,Economic social community development,TRUE,3,0,1,2,712,1267,1062420,0,1062420,435714,0,0,0,675699,1111413,-48993,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,344352,346331,716089,accurate,1111413,0,accurate,6,72619,not excessive,0,344352,0.32412040435985767,balanced
61041482521,Echo Community,Victoria,Small,TRUE,Social services,TRUE,0,0,0,20,26162,81,42546,0,42546,0,0,0,0,44050,44050,-1504,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,9200,35443,7103,accurate,44050,0,accurate,20,0,not excessive,0,9200,0.21623654397593192,balanced
61052673443,Stratford Town Crier Inc.,Victoria,Small,TRUE,Social services,TRUE,0,0,0,12,750,0,21382,0,21382,0,0,0,0,20100,20100,1282,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,2000,2750,18632,accurate,20100,0,accurate,12,0,not excessive,0,2000,0.09353661958656814,balanced
61091020021,Australian Leukodystrophy Support Group Inc.,Victoria,Small,TRUE,Other health service delivery,TRUE,0,2,0,4,104250,1015,108220,15000,123220,100324,0,45774,0,17313,163411,-40191,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,120265,2955,accurate,163411,0,accurate,6,16720.666666666668,not excessive,0,0,0,balanced
61102646079,Smart Population Foundation Limited,Victoria,Small,TRUE,Social services,TRUE,0,0,0,0,10,0,10,1294,1304,0,0,0,0,462,462,842,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1304,0,accurate,462,0,accurate,0,0,not excessive,0,0,0,balanced
61118984697,Leading Age Services Australia - Victoria,Victoria,Medium,TRUE,Aged care activities,TRUE,0,0,0,4,0,0,341091,0,341091,0,0,0,0,309353,309353,31738,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,340418,340418,673,accurate,309353,0,accurate,4,0,not excessive,0,340418,0.9980269195024202,balanced
61119500506,Nursing and Midwifery Health Program Victoria Ltd,Victoria,Medium,TRUE,Social services,TRUE,2,8,5,0,644,0,840219,0,840219,533484,0,0,0,220706,754190,86029,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,829023,829667,10552,accurate,754190,0,accurate,15,35565.6,not excessive,0,829023,0.9866749026146755,balanced
61128721459,The Trustee For The Australian Psychological Society Fund For The Financial Assistance Of People Of Aboriginal And Torres Strait Islander Descent,Victoria,Small,TRUE,Income support maintenance,TRUE,0,0,0,0,25189,0,25189,0,25189,0,0,37500,0,60,37560,-12371,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,25189,0,accurate,37560,0,accurate,0,0,not excessive,0,0,0,balanced
61165435692,Wellbeing and the Law Foundation Ltd.,Victoria,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,10,3017,0,3017,41,3058,0,0,0,0,3000,3000,58,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,3058,0,accurate,3000,0,accurate,10,0,not excessive,0,0,0,balanced
61202070070,Emerald Pre School Inc,Victoria,Small,TRUE,Other education,TRUE,0,0,0,10,12459,0,12459,0,12459,0,0,10744,0,9725,20469,-8010,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,12459,0,accurate,20469,0,accurate,10,0,not excessive,0,0,0,balanced
61209041745,North East Support And Action For Youth Incorporated,Victoria,Large,TRUE,Economic social community development,TRUE,5,13,0,19,13899,96265,1616800,7972,1624772,1089021,11462,0,0,465034,1565517,59255,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1475846,1593982,30790,accurate,1565517,0,accurate,37,29433,not excessive,0,1475846,0.9083403702180983,balanced
61281912300,Akousa Foundation,Victoria,Small,TRUE,International activities,TRUE,0,0,0,5,3900,0,8900,0,8900,0,0,0,3900,510,4410,4490,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,3900,5000,accurate,4410,0,accurate,5,0,not excessive,0,0,0,balanced
61293626627,BALLARAT RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,0,250,250,0,0,0,0,6465,6465,-6215,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,250,0,accurate,6465,0,accurate,5,0,not excessive,0,0,0,balanced
61495540878,Sienna One Step at a Time,VIC,Small,TRUE,Emergency relief,TRUE,0,0,0,5,20709,0,20709,0,20709,0,0,0,0,23406,23406,-2697,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,20709,0,accurate,23406,0,accurate,5,0,not excessive,0,0,0,balanced
61512271207,Annie Dennis Children's Centre Inc.,Victoria,Large,TRUE,Other education,TRUE,18,16,1,0,0,2371879,2371879,1277,2373156,2069549,0,0,0,287450,2356999,16157,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,2373156,0,accurate,2356999,0,accurate,35,59129.97142857143,not excessive,0,0,0,balanced
61612282274,Sara's Project Ltd,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,15,11000,622,11622,0,11622,0,0,0,0,647,647,10975,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,11622,0,accurate,647,0,accurate,15,0,not excessive,0,0,0,balanced
61616524255,LifeChanger Foundation Limited,Victoria,Medium,TRUE,Social services,TRUE,2,0,8,10,284373,159851,476724,0,476724,199801,0,0,0,108436,308237,168487,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,444224,32500,accurate,308237,0,accurate,20,9990.05,not excessive,0,0,0,balanced
61716225567,Burwood Rsl Sub-Branch,Victoria,Small,TRUE,Aged care activities,TRUE,0,0,0,10,10,0,8594,0,8594,0,0,0,0,8564,8564,30,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,10,8584,accurate,8564,0,accurate,10,0,not excessive,0,0,0,balanced
61754041519,Prosper Australia (Victoria) Inc,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,3,1,15,207999,191,216714,0,216714,131121,0,0,0,54103,185224,31490,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,208190,8524,accurate,185224,0,accurate,19,6901.105263157895,not excessive,0,0,0,balanced
61830423920,Early Childhood Intervention Australia Victoria/Tasmania Limited,Victoria,Medium,TRUE,Economic social community development,TRUE,6,1,0,0,0,18553,809732,0,809732,510747,0,0,0,311766,822513,-12781,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,711159,729712,80020,accurate,822513,0,accurate,7,72963.85714285714,not excessive,0,711159,0.878264660406159,balanced
61870916036,Skilling Australia Foundation,VIC,Large,TRUE,Employment training,TRUE,5,0,13,0,474995,0,1854751,0,1854751,46526,0,0,0,1665234,1711760,142991,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1352512,1827507,27244,accurate,1711760,0,accurate,18,2584.777777777778,not excessive,0,1352512,0.7292148649603101,balanced
62005274742,Sail & Adventure Limited,VIC,Small,TRUE,Other education,TRUE,0,0,0,45,67057,38029,105304,0,105304,0,0,0,0,70718,70718,34586,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,105086,218,accurate,70718,0,accurate,45,0,not excessive,0,0,0,balanced
62037866291,GREENSBOROUGH RSL SUB-BRANCH PATRIOTIC FUND,VIC,Medium,TRUE,Social services,TRUE,0,0,0,5,0,550557,550622,0,550622,0,0,0,0,470826,470826,79796,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,550557,65,accurate,470826,0,accurate,5,0,not excessive,0,0,0,balanced
62051206316,Torquay Kindergarten Inc,Victoria,Small,TRUE,Other education,TRUE,0,0,0,10,15992,485,20556,0,20556,0,0,465,0,30926,31391,-10835,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,16477,4079,accurate,31391,0,accurate,10,0,not excessive,0,0,0,balanced
62090880872,Zionist Federation Of Australia Limited,Victoria,Large,TRUE,Other education,TRUE,10,9,2,0,0,2982981,2983720,0,2983720,1016092,0,150000,0,2007395,3173487,-189767,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,2982981,739,accurate,3173487,0,accurate,21,48385.333333333336,not excessive,0,0,0,balanced
62114532839,Citizen Advocacy Australia,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,6,0,5157,5305,0,5305,0,0,0,0,3431,3431,1874,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,5157,148,accurate,3431,0,accurate,6,0,not excessive,0,0,0,balanced
62130436752,Yatra Foundation Australia,Victoria,Small,TRUE,Other education,TRUE,0,0,0,52,161785,0,164933,0,164933,0,0,0,123710,15429,139139,25794,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,161785,3148,accurate,139139,0,accurate,52,0,not excessive,0,0,0,balanced
62135239366,Bendigo And District Aboriginal Co-Operative,Victoria,Large,TRUE,Other health service delivery,TRUE,53,23,0,4,0,915266,7590200,0,7590200,5044585,0,0,0,1936228,6980813,609387,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,6674934,7590200,0,accurate,6980813,0,accurate,80,63057.3125,not excessive,0,6674934,0.8794147716792706,balanced
62157688338,Canadian Place Common Equity Rental Housing Co-operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,2,0,39680,39680,0,39680,0,0,0,0,32860,32860,6820,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,39680,0,accurate,32860,0,accurate,2,0,not excessive,0,0,0,balanced
62162569986,Australian Association of Gerontology Limited,Victoria,Large,TRUE,Aged care activities,TRUE,5,4,0,200,0,0,1199781,0,1199781,463290,0,0,0,723151,1186441,13340,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,641904,641904,557877,accurate,1186441,0,accurate,209,2216.6985645933014,not excessive,0,641904,0.5350176407194313,balanced
62238200670,Future Connect Incorporated,VIC,Medium,TRUE,Other education,TRUE,3,2,0,0,0,42215,598383,0,598383,405391,0,0,0,179370,584761,13622,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,555130,597345,1038,accurate,584761,0,accurate,5,81078.2,not excessive,0,555130,0.9277168636141067,balanced
62249034463,Mental Health and Well-being Foundation,Victoria,Small,TRUE,Mental health crisis intervention,TRUE,0,0,1,12,2339,1120,7459,15000,22459,1656,0,4000,18000,4144,27800,-5341,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,4000,22459,0,accurate,27800,0,accurate,13,127.38461538461539,not excessive,0,4000,0.17810231978271518,balanced
62311991470,BENALLA RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,2897,1748,4645,0,0,0,0,2279,2279,2366,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1748,2897,accurate,2279,0,accurate,5,0,not excessive,0,0,0,balanced
62396884357,Ghilgai School Ltd Public Building Trust Fund,Victoria,Small,TRUE,Other education,TRUE,14,6,4,0,0,0,11,0,11,0,0,0,0,200,200,-189,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,11,accurate,200,0,accurate,24,0,not excessive,0,0,0,balanced
62540384092,Brunswick Industries Association Inc,Victoria,Large,TRUE,Employment training,TRUE,7,103,0,8,18770,730,1690552,0,1690552,1190205,1651,0,0,469737,1661593,28959,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,970428,989928,700624,accurate,1661593,0,accurate,118,10086.483050847457,not excessive,0,970428,0.5740302575726745,balanced
62614643882,The Confident Girls Foundation Limited,Victoria,Medium,TRUE,Economic social community development,TRUE,1,1,0,1,811108,0,811108,0,811108,157500,0,444157,0,122218,723875,87233,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,811108,0,accurate,723875,0,accurate,3,52500,not excessive,0,0,0,balanced
62648170797,Concern Australia Welfare Inc.,Victoria,Large,TRUE,Social services,TRUE,24,12,8,59,147117,161820,2778967,0,2778967,1869655,0,0,0,887299,2756954,22013,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,2291269,2600206,178761,accurate,2756954,0,accurate,103,18151.990291262136,not excessive,0,2291269,0.824503853410278,balanced
62757629845,Avenel RSL Sub-Branch Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,525,0,525,0,0,0,0,0,0,525,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,525,accurate,0,0,accurate,5,0,not excessive,0,0,0,balanced
62792911264,The Babes Project Australia Limited,Victoria,Medium,TRUE,Social services,TRUE,0,5,0,27,367924,0,396863,0,396863,179618,0,0,0,156121,335739,61124,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,25000,392924,3939,accurate,335739,0,accurate,32,5613.0625,not excessive,0,25000,0.06299403068565222,balanced
62793017363,The Slome-Topol-Rosen Family Charitable Trust,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,0,0,22000,44818,0,44818,0,0,41447,0,3472,44919,-101,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,22000,22818,accurate,44919,0,accurate,0,0,not excessive,0,0,0,balanced
62840592826,Gerry and Bernie Lamers Foundation,Victoria,Small,TRUE,Social services,TRUE,0,0,0,2,0,10888,10888,0,10888,0,0,25000,0,6669,31669,-20781,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,10888,0,accurate,31669,0,accurate,2,0,not excessive,0,0,0,balanced
62843874179,Sacred Heart Mission Inc,Victoria,Large,TRUE,Social services,TRUE,92,98,136,1013,2935196,8661407,25881533,26825,25908358,18302188,0,0,0,6172149,24474337,1434021,2018,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,14109028,25732456,175902,accurate,24474337,0,accurate,1339,13668.549663928305,not excessive,0,14109028,0.5445743802058007,balanced
62862859294,The Trustee For National Trust Of Victoria Foundation,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,6,118328,0,129209,0,129209,0,0,18329,0,5170,23499,105710,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,118328,10881,accurate,23499,0,accurate,6,0,not excessive,0,0,0,balanced
62865793692,Dual Ware Mooroopna Parents And Friend Incorporated,Victoria,Small,TRUE,Employment training,TRUE,0,0,0,16,0,38522,52224,0,52224,0,0,0,0,67651,67651,-15427,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,38522,13702,accurate,67651,0,accurate,16,0,not excessive,0,0,0,balanced
62869562897,RETURNED & SERVICES LEAGUE OF AUSTRALIA VIC BRANCH INC - LILYDALE WELFARE PATRIOTIC FUND,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,0,3584,3584,0,0,0,0,3584,3584,0,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,3584,0,accurate,3584,0,accurate,5,0,not excessive,0,0,0,balanced
