abn,charity_name,state,charity_size,conducted_activities,main_activity,operates_in_vic,staff_full_time,staff_part_time,staff_casual,staff_volunteers,donations_and_bequests,all_other_revenue,total_revenue,other_income,total_gross_income,employee_expenses,interest_expenses,grants_and_donations_made_for_use_in_australia,grants_and_donations_made_for_use_outside_australia,all_other_expenses,total_expenses,net_surplus_deficit,Year,Valid_ABN,community_sector_main,vic_community_sector,cleaned_charitysize,correct_charitysize,VCOSS_charitysize,government_grants,reported_income,income_variance,inaccurate_income_reported,reported_expenses,expenses_variance,inaccurate_expenses_reported,total_employees,employeeexpenses_per_employee,excessive_expenses,invalid_negative_values,total_grants_type,grants_income_prop,imbalanced_grants
11076178673,Dolphin Common Equity Rental Housing Co-Operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,5,0,204311,204311,0,204311,0,0,0,0,202362,202362,1949,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,204311,0,accurate,202362,0,accurate,5,0,not excessive,0,0,0,balanced
11083080403,Volunteer Fire Brigades Victoria Inc,Victoria,Large,TRUE,Civic advocacy activities,TRUE,12,0,3,2500,13585,155267,1922837,0,1922837,975317,0,500,0,795090,1770907,151930,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1706808,1875660,47177,accurate,1770907,0,accurate,2515,387.8,not excessive,0,1706808,0.887650903326699,balanced
11130433288,Hands On Learning Australia,Victoria,Medium,TRUE,Economic social community development,TRUE,0,0,0,0,236000,0,483000,0,483000,0,0,0,0,450000,450000,33000,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,247000,483000,0,accurate,450000,0,accurate,0,0,not excessive,0,247000,0.5113871635610766,balanced
11131047268,MAS National Limited,Victoria,Large,TRUE,Employment training,TRUE,43,18,0,0,0,195828,13015600,0,13015600,6385405,55,0,0,5899742,12285202,730398,2018,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,12819772,13015600,0,accurate,12285202,0,accurate,61,104678.77049180328,not excessive,0,12819772,0.9849543624573589,balanced
11146804668,Carbon Market Institute Limited,Victoria,Large,TRUE,Economic social community development,TRUE,4,1,0,20,0,0,1143704,0,1143704,620607,0,0,0,555555,1176162,-32458,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,268530,268530,875174,accurate,1176162,0,accurate,25,24824.28,not excessive,0,268530,0.23478977077985214,balanced
11167177362,The Centre For Mental Health Education And Research Ltd,Victoria,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,0,0,15368,15368,0,15368,0,0,0,0,8941,8941,6427,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,15368,0,accurate,8941,0,accurate,0,0,not excessive,0,0,0,balanced
11252634894,Inglewood-Bridgewater RSL Sub-Branch Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,1049,0,1049,0,1049,0,0,0,0,0,0,1049,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,1049,0,accurate,0,0,accurate,5,0,not excessive,0,0,0,balanced
11261294621,Box Hill Community Information and Support Inc,Victoria,Small,TRUE,Social services,TRUE,0,0,0,26,3000,0,59415,0,59415,0,0,42276,0,17157,59433,-18,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,55923,58923,492,accurate,59433,0,accurate,26,0,not excessive,0,55923,0.9412269628881595,balanced
11274192974,University Of Melbourne Graduate Student Association Inc,VIC,Large,TRUE,Civic advocacy activities,TRUE,14,3,8,0,0,2989620,3232758,0,3232758,1831115,0,0,0,1377808,3208923,23835,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,5500,2995120,237638,accurate,3208923,0,accurate,25,73244.6,not excessive,0,5500,0.001701333659989396,balanced
11296752873,St Kilda Mums,VIC,Large,TRUE,Emergency relief,TRUE,24,21,13,2175,2200208,90379,2290587,0,2290587,1200103,0,248701,0,777767,2226571,64016,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,2290587,0,accurate,2226571,0,accurate,2233,537.4397671294223,not excessive,0,0,0,balanced
11300672506,Nagambie Rsl Sub-Branch,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,10,0,0,2526,0,2526,0,0,200,0,2079,2279,247,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,2526,accurate,2279,0,accurate,10,0,not excessive,0,0,0,balanced
11301552846,Victoria's Heritage Restoration Fund Inc,VIC,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,9,0,0,11957,0,11957,0,0,418750,0,144166,562916,-550959,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,11957,accurate,562916,0,accurate,9,0,not excessive,0,0,0,balanced
11342844238,Harrietville Television Committee Inc,Victoria,Small,TRUE,Social services,TRUE,0,0,0,6,0,0,3390,0,3390,0,0,0,0,3673,3673,-283,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,3390,accurate,3673,0,accurate,6,0,not excessive,0,0,0,balanced
11365315258,Community Information & Support Victoria Inc,Victoria,Large,TRUE,Social services,TRUE,3,6,1,10,0,6160,2577564,0,2577564,505241,0,1732682,0,366915,2604838,-27274,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,2334851,2341011,236553,accurate,2604838,0,accurate,20,25262.05,not excessive,0,2334851,0.9058362857333513,balanced
11526445815,Camberwell Baptist Church Kindergarten,Victoria,Small,TRUE,Other education,TRUE,0,5,1,7,0,211023,211023,0,211023,161412,0,0,0,49108,210520,503,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,211023,0,accurate,210520,0,accurate,13,12416.307692307691,not excessive,0,0,0,balanced
11614286896,Health Assist Limited,Victoria,Small,TRUE,Other health service delivery,TRUE,0,0,6,16,143411,0,143411,0,143411,20337,0,99390,0,14459,134186,9225,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,143411,0,accurate,134186,0,accurate,22,924.4090909090909,not excessive,0,0,0,balanced
11678438622,Breakwater Preschool Centre Inc,Victoria,Small,TRUE,Other education,TRUE,2,1,0,7,3510,1169,5773,0,5773,0,0,0,0,7310,7310,-1537,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,4679,1094,accurate,7310,0,accurate,10,0,not excessive,0,0,0,balanced
11753464251,East Brunswick Kindergarten and Childcare Centre Incorporated,VIC,Large,TRUE,Other education,TRUE,3,15,2,40,0,0,1106173,0,1106173,857573,0,0,0,223764,1081337,24836,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,545662,545662,560511,accurate,1081337,0,accurate,60,14292.883333333333,not excessive,0,545662,0.4932881203934647,balanced
11765184896,Jeparit Agricultural And Pastoral Society Inc,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,40,0,0,11285,0,11285,0,0,0,0,9352,9352,1933,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,11285,accurate,9352,0,accurate,40,0,not excessive,0,0,0,balanced
11773286290,Korumburra Rsl Sub-Branch,Victoria,Small,TRUE,Aged care activities,TRUE,0,0,0,10,0,3573,3733,0,3733,0,0,0,0,3421,3421,312,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,3573,160,accurate,3421,0,accurate,10,0,not excessive,0,0,0,balanced
11853802385,Aztem Inc,Victoria,Small,TRUE,Other education,TRUE,0,0,0,30,22925,486,23411,0,23411,0,0,299,10402,6971,17672,5739,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,23411,0,accurate,17672,0,accurate,30,0,not excessive,0,0,0,balanced
11863933034,The Big Umbrella,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,80,105294,2396,107690,0,107690,0,0,15290,28979,37481,81750,25940,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,107690,0,accurate,81750,0,accurate,80,0,not excessive,0,0,0,balanced
11952202762,Pigeons Projects Ltd,Victoria,Medium,TRUE,Economic social community development,TRUE,1,4,3,43,160106,2390,250799,0,250799,369171,0,0,0,152082,521253,-270454,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,162496,88303,accurate,521253,0,accurate,51,7238.64705882353,not excessive,0,0,0,balanced
11975769831,Anti-Violence Project Of Victoria Inc,Victoria,Small,TRUE,Social services,TRUE,0,0,0,9,0,69,101,0,101,0,0,0,0,824,824,-723,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,69,32,accurate,824,0,accurate,9,0,not excessive,0,0,0,balanced
11990478275,The Ice Meltdown Project Inc,Victoria,Small,TRUE,Other health service delivery,TRUE,0,2,0,20,62261,0,62261,0,62261,0,0,0,0,113570,113570,-51309,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,62261,0,accurate,113570,0,accurate,22,0,not excessive,0,0,0,balanced
12004277418,Victorian Welfare Association,VIC,Large,TRUE,Aged care activities,TRUE,1,9,10,0,537936,242571,1511907,0,1511907,702091,0,0,0,382975,1085066,426841,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,780507,731400,accurate,1085066,0,accurate,20,35104.55,not excessive,0,0,0,balanced
12004508641,International Social Service Australia,Victoria,Large,TRUE,Social services,TRUE,9,11,0,12,16607,186050,2122328,0,2122328,1672155,0,0,0,514767,2186922,-64594,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1843283,2045940,76388,accurate,2186922,0,accurate,32,52254.84375,not excessive,0,1843283,0.8685193806046945,balanced
12041298204,Interserve Development Limited,VIC,Large,TRUE,Economic social community development,TRUE,9,18,1,99,4394349,0,4472453,115029,4587482,1091780,0,250930,3308839,308818,4960367,-372885,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,4509378,78104,accurate,4960367,0,accurate,127,8596.692913385827,not excessive,0,0,0,balanced
12077296483,Balwyn RSL Sub-Branch Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,3751,121374,125125,0,0,0,0,110010,110010,15115,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,121374,3751,accurate,110010,0,accurate,5,0,not excessive,0,0,0,balanced
12101549508,Lighthouse Foundation,Victoria,Large,TRUE,Housing activities,TRUE,17,21,29,75,3507882,0,4959458,0,4959458,3384840,0,0,0,779140,4163980,795478,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1300964,4808846,150612,accurate,4163980,0,accurate,142,23836.901408450703,not excessive,0,1300964,0.2623197938161791,balanced
12118641777,Red Dust Role Models Limited,Victoria,Large,TRUE,Social services,TRUE,3,3,0,180,1072435,99,1173345,0,1173345,412299,0,0,0,712434,1124733,48612,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,100000,1172534,811,accurate,1124733,0,accurate,186,2216.6612903225805,not excessive,0,100000,0.0852264253054302,balanced
12126972331,Nhill Lutheran School,Victoria,Large,TRUE,Other education,TRUE,5,4,5,40,14274,14382,1075387,0,1075387,673245,0,0,0,305642,978887,96500,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,948334,976990,98397,accurate,978887,0,accurate,54,12467.5,not excessive,0,948334,0.881853695460332,balanced
12131486228,Dingee Bush Nursing Centre Incorporated,VIC,Medium,TRUE,Other health service delivery,TRUE,1,3,2,11,20390,10332,451827,0,451827,316669,0,0,0,120210,436879,14948,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,393626,424348,27479,accurate,436879,0,accurate,17,18627.58823529412,not excessive,0,393626,0.8711874235050141,balanced
12136877702,Link Health and Community Limited,Victoria,Large,TRUE,Other health service delivery,TRUE,104,95,65,243,0,922232,23678543,0,23678543,16089375,0,0,0,7729999,23819374,-140831,2018,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,22756311,23678543,0,accurate,23819374,0,accurate,507,31734.467455621303,not excessive,0,22756311,0.961051995471174,balanced
12148246851,Eastern Area Multiple Birth Association Inc.,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,35,750,0,21767,0,21767,0,0,0,0,13765,13765,8002,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,750,21017,accurate,13765,0,accurate,35,0,not excessive,0,0,0,balanced
12152039573,Merri Common Equity Rentalhousing Co-Operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,15,0,196505,196505,0,196505,0,0,0,0,193182,193182,3323,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,196505,0,accurate,193182,0,accurate,15,0,not excessive,0,0,0,balanced
12153358313,The Biography Program,Victoria,Small,TRUE,Aged care activities,TRUE,0,0,1,45,16086,0,16086,0,16086,11638,0,0,0,7014,18652,-2566,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,16086,0,accurate,18652,0,accurate,46,253,not excessive,0,0,0,balanced
12208406096,Birchip RSL Sub-Branch Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,150,351,2624,2975,0,0,0,0,1126,1126,1849,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,2774,201,accurate,1126,0,accurate,5,0,not excessive,0,0,0,balanced
12231977280,THE TRUSTEE FOR FONDA FAMILY CHARITABLE FOUNDATION,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,0,0,0,8721,0,8721,0,0,23200,0,3803,27003,-18282,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,8721,accurate,27003,0,accurate,0,0,not excessive,0,0,0,balanced
12385598737,Ballarat Pink Phoenix Breast Cancer Support Group Inc.,Victoria,Small,TRUE,Other education,TRUE,0,0,0,13,50,9173,9223,0,9223,0,0,6000,0,9856,15856,-6633,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,9223,0,accurate,15856,0,accurate,13,0,not excessive,0,0,0,balanced
12450469547,The Trustee for Beit Rafael Benevolent Institution,VIC,Medium,TRUE,Housing activities,TRUE,0,0,2,2,325872,0,325872,0,325872,4270,0,0,0,134621,138891,186981,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,325872,0,accurate,138891,0,accurate,4,1067.5,not excessive,0,0,0,balanced
12487582597,SUNSHINE RSL SUB-BRANCH PATRIOTIC FUND,VIC,Medium,TRUE,Social services,TRUE,0,0,0,5,0,421670,427838,0,427838,0,0,0,0,291668,291668,136170,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,6160,427830,8,accurate,291668,0,accurate,5,0,not excessive,0,6160,0.01439797306457117,balanced
12533636427,Carers Victoria Limited,Victoria,Large,TRUE,Aged care activities,TRUE,30,61,4,5,251822,377468,12402533,0,12402533,7234762,0,0,0,4472116,11706878,695655,2018,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,11469466,12098756,303777,accurate,11706878,0,accurate,100,72347.62,not excessive,0,11469466,0.9247680292404785,balanced
12603272877,Uplift Project Ltd,Victoria,Small,TRUE,International activities,TRUE,0,0,0,200,23073,0,23094,0,23094,0,0,0,0,17804,17804,5290,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,23073,21,accurate,17804,0,accurate,200,0,not excessive,0,0,0,balanced
12620712987,Connextions Limited,Victoria,Medium,TRUE,Other health service delivery,TRUE,10,10,65,15,5690,0,779410,0,779410,613865,0,0,0,84122,697987,81423,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,761691,767381,12029,accurate,697987,0,accurate,100,6138.65,not excessive,0,761691,0.9772661372063484,balanced
12658058669,Newport RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,9410,9413,305,9718,0,0,0,0,8385,8385,1333,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,9715,3,accurate,8385,0,accurate,5,0,not excessive,0,0,0,balanced
12687887276,Ability Dignity Access Management inc.,Victoria,Large,TRUE,Social services,TRUE,0,6,42,4,0,0,1100129,0,1100129,932343,0,0,0,35574,967917,132212,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,1100129,1100129,0,accurate,967917,0,accurate,52,17929.673076923078,not excessive,0,1100129,1,balanced
12725592873,MORWELL RSL SUB-BRANCH PATRIOTIC FUND,VIC,Medium,TRUE,Social services,TRUE,0,0,0,5,25000,222111,250603,0,250603,0,0,0,0,316359,316359,-65756,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,3492,250603,0,accurate,316359,0,accurate,5,0,not excessive,0,3492,0.013934390250715275,balanced
12794935230,Young People's Legal Rights Centre Inc,Victoria,Medium,TRUE,Law legal services,TRUE,1,12,0,35,5914,253550,826695,0,826695,706149,0,0,0,129986,836135,-9440,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,534590,794054,32641,accurate,836135,0,accurate,48,14711.4375,not excessive,0,534590,0.6466592878873103,balanced
12817570771,THE TRUSTEE FOR KEN AND CAROL KLOOGER FAMILY FOUNDATION,VIC,Small,TRUE,Aged care activities,TRUE,0,0,0,7,0,0,18913,0,18913,0,0,20000,0,4537,24537,-5624,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,18913,accurate,24537,0,accurate,7,0,not excessive,0,0,0,balanced
12843173532,The Trustee for THE KOREA VETERANS RSL SUB BRANCH WELFARE PATRIOTIC FUND W514 TRUST,VIC,Small,TRUE,Social services,TRUE,0,0,0,5,0,0,0,100,100,0,0,5000,0,4952,9952,-9852,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,100,0,accurate,9952,0,accurate,5,0,not excessive,0,0,0,balanced
12954541415,Youth First Concerns Inc,Victoria,Medium,TRUE,Economic social community development,TRUE,5,0,0,1,300358,0,300358,0,300358,240894,0,0,0,76260,317154,-16796,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,300358,0,accurate,317154,0,accurate,6,40149,not excessive,0,0,0,balanced
12974015985,Centre For Non-Violence,Victoria,Large,TRUE,Emergency relief,TRUE,21,30,4,0,16409,0,7594605,0,7594605,3793312,0,2065427,0,1077093,6935832,658773,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,7395532,7411941,182664,accurate,6935832,0,accurate,55,68969.3090909091,not excessive,0,7395532,0.9737875768390851,balanced
13001269757,Bushikori Christian Centre - Orphan Support Aus Inc,Victoria,Medium,TRUE,International activities,TRUE,0,0,0,16,275646,17211,294798,0,294798,0,0,0,314126,14372,328498,-33700,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,292857,1941,accurate,328498,0,accurate,16,0,not excessive,0,0,0,balanced
13059671417,Hastings Seafarers Centre Inc,VIC,Small,TRUE,International activities,TRUE,0,0,0,23,5694,418,9851,0,9851,0,0,0,0,7229,7229,2622,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,6112,3739,accurate,7229,0,accurate,23,0,not excessive,0,0,0,balanced
13082367638,AG Leech Kindergarten Inc,Victoria,Small,TRUE,Other education,TRUE,0,0,0,10,0,25451,25451,0,25451,0,0,0,0,16382,16382,9069,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,25451,0,accurate,16382,0,accurate,10,0,not excessive,0,0,0,balanced
13088357902,Australian Pituitary Foundation,Victoria,Small,TRUE,Other education,TRUE,0,1,0,10,85812,0,89931,0,89931,36399,0,58995,0,5005,100399,-10468,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,85812,4119,accurate,100399,0,accurate,11,3309,not excessive,0,0,0,balanced
13094186877,Playgroup Victoria Inc.,Victoria,Large,TRUE,Social services,TRUE,9,35,1,3,0,21964,2437190,153582,2590772,1710277,0,0,0,894614,2604891,-14119,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,2038156,2213702,377070,accurate,2604891,0,accurate,48,35630.770833333336,not excessive,0,2038156,0.7866983277571319,balanced
13100005561,Prader-Willi Syndrome Association of Australia Inc,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,20,25514,632,46456,0,46456,0,0,0,0,23238,23238,23218,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,26146,20310,accurate,23238,0,accurate,20,0,not excessive,0,0,0,balanced
13110446709,Quest Foundation Inc,Victoria,Small,TRUE,Social services,TRUE,0,0,0,5,11173,0,11321,0,11321,0,0,0,0,10558,10558,763,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,11173,148,accurate,10558,0,accurate,5,0,not excessive,0,0,0,balanced
13123895447,Ryder-Cheshire Australia Limited,Victoria,Medium,TRUE,Other health service delivery,TRUE,0,0,0,50,358147,0,453964,0,453964,0,0,0,549586,26242,575828,-121864,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,358147,95817,accurate,575828,0,accurate,50,0,not excessive,0,0,0,balanced
13141034739,The Legacy Club Of Shepparton Inc,Victoria,Small,TRUE,Social services,TRUE,0,1,0,41,43578,45059,148759,0,148759,23415,0,0,0,84065,107480,41279,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,49346,137983,10776,accurate,107480,0,accurate,42,557.5,not excessive,0,49346,0.33171774480871746,balanced
13149039467,Gawad Kalinga Australia Ltd,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,100,54332,0,54332,0,54332,0,0,163,54169,1517,55849,-1517,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,54332,0,accurate,55849,0,accurate,100,0,not excessive,0,0,0,balanced
13164715252,McCredden Charitable Trust,Victoria,Small,TRUE,Social services,TRUE,0,0,0,0,55052,1002,59520,0,59520,0,0,22550,0,869,23419,36101,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,56054,3466,accurate,23419,0,accurate,0,0,not excessive,0,0,0,balanced
13248983008,Xavier College Ignatius Education Fund,VIC,Large,TRUE,Other education,TRUE,1,2,0,0,918619,0,1304316,352440,1656756,0,0,428382,0,26666,455048,1201708,2018,Valid ABN,TRUE,TRUE,L,TRUE,Large,0,1271059,385697,accurate,455048,0,accurate,3,0,not excessive,0,0,0,balanced
13287201233,Avoca Sub-Branch Of The Returned & Services League Of Australia (Victorian Branch) Inc,Victoria,Small,TRUE,Civic advocacy activities,TRUE,0,0,0,20,150,350,500,0,500,0,0,0,0,172,172,328,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,500,0,accurate,172,0,accurate,20,0,not excessive,0,0,0,balanced
13288179987,Murrayville Memorial Bush Nursing Hospital Incorporated,Victoria,Small,TRUE,Housing activities,TRUE,0,0,1,8,0,3218,18552,0,18552,2020,0,0,0,13322,15342,3210,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,3218,15334,accurate,15342,0,accurate,9,224.44444444444446,not excessive,0,0,0,balanced
13341910193,Legend Park Pre School Assoc Inc,Victoria,Small,TRUE,Other education,TRUE,0,0,0,5,0,0,2661,0,2661,0,0,0,0,7754,7754,-5093,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,0,2661,accurate,7754,0,accurate,5,0,not excessive,0,0,0,balanced
13357401729,Pink Cross Foundation Australia Inc,Victoria,Small,TRUE,Social services,TRUE,0,1,0,1,13767,7,13774,0,13774,7319,0,237,0,10085,17641,-3867,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,13774,0,accurate,17641,0,accurate,2,3659.5,not excessive,0,0,0,balanced
13369391128,Linger Longer Country Common Equity Rental Co-Operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,11,0,117148,117148,0,117148,0,0,0,0,125741,125741,-8593,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,117148,0,accurate,125741,0,accurate,11,0,not excessive,0,0,0,balanced
13376785369,Awhi Melbourne Inc,Victoria,Small,TRUE,Economic social community development,TRUE,0,0,0,6,0,0,0,2000,2000,0,0,0,0,1900,1900,100,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,2000,0,accurate,1900,0,accurate,6,0,not excessive,0,0,0,balanced
13392123611,Wirn Wirn Dook Common Equity Rental Housing Co-Operative Ltd,VIC,Small,TRUE,Housing activities,TRUE,0,0,0,6,0,23182,23182,0,23182,0,0,0,0,12548,12548,10634,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,23182,0,accurate,12548,0,accurate,6,0,not excessive,0,0,0,balanced
13436635535,Buddhist Council Of Victoria,Victoria,Small,TRUE,Social services,TRUE,0,0,0,20,1499,2987,114571,0,114571,0,0,0,0,72715,72715,41856,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,110085,114571,0,accurate,72715,0,accurate,20,0,not excessive,0,110085,0.9608452400694766,balanced
13437124732,Mangroves Common Equity Rental Housing Co-operative Limited,Victoria,Small,TRUE,Housing activities,TRUE,0,0,0,5,0,144731,144731,0,144731,0,0,0,0,156068,156068,-11337,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,144731,0,accurate,156068,0,accurate,5,0,not excessive,0,0,0,balanced
13449348528,Women's Federation for World Peace Australia INC,Victoria,Small,TRUE,Other education,TRUE,0,0,0,20,17050,0,26220,0,26220,0,0,8042,6206,8023,22271,3949,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,2500,19550,6670,accurate,22271,0,accurate,20,0,not excessive,0,2500,0.09534706331045004,balanced
13532707356,The Mothers' Union Diocese Of Melbourne,Victoria,Small,TRUE,Social services,TRUE,0,1,0,20,47637,4053,67286,0,67286,12845,0,13954,9311,31071,67181,105,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,51690,15596,accurate,67181,0,accurate,21,611.6666666666666,not excessive,0,0,0,balanced
13567174223,Crib Point Community House Incorporated,VIC,Small,TRUE,Economic social community development,TRUE,0,2,0,20,10137,0,107068,0,107068,68367,0,0,0,29937,98304,8764,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,73111,83248,23820,accurate,98304,0,accurate,22,3107.590909090909,not excessive,0,73111,0.6828464153621997,balanced
13580920155,Kollel Welfare Fund,Victoria,Medium,TRUE,Emergency relief,TRUE,0,2,0,6,795750,0,795750,0,795750,0,0,795750,0,0,795750,0,2018,Valid ABN,TRUE,TRUE,M,TRUE,Medium,0,795750,0,accurate,795750,0,accurate,8,0,not excessive,0,0,0,balanced
13603658895,Eastern Melbourne Healthcare Network Ltd,VIC,Large,TRUE,Other health service delivery,TRUE,50,30,0,0,0,150000,43271345,0,43271345,7614153,0,0,0,35360248,42974401,296944,2018,Valid ABN,TRUE,TRUE,L,TRUE,Extra Large,42480038,42630038,641307,accurate,42974401,0,accurate,80,95176.9125,not excessive,0,42480038,0.9817129095478775,balanced
13613372777,EDGE Worldwide Limited,Victoria,Small,TRUE,Other education,TRUE,0,0,0,5,13761,0,13761,2,13763,0,0,0,8342,678,9020,4743,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,0,13763,0,accurate,9020,0,accurate,5,0,not excessive,0,0,0,balanced
13614240649,Path of the Horse Ltd.,Victoria,Small,TRUE,Mental health crisis intervention,TRUE,0,0,0,5,113233,45000,159164,0,159164,0,0,500,0,91928,92428,66736,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,158233,931,accurate,92428,0,accurate,5,0,not excessive,0,0,0,balanced
13616662134,The River Nile Learning Centre Inc.,Victoria,Small,TRUE,Other education,TRUE,0,1,1,100,226020,46,226379,0,226379,0,0,0,0,116797,116797,109582,2018,Valid ABN,TRUE,TRUE,S,TRUE,Small,0,226066,313,accurate,116797,0,accurate,102,0,not excessive,0,0,0,balanced
13635328729,Nar Nar Goon Kindergarten Inc.,VIC,Small,TRUE,Other education,TRUE,0,0,0,5,29909,0,33524,0,33524,0,0,8832,0,10976,19808,13716,2018,Valid ABN,TRUE,TRUE,S,TRUE,Extra Small,3615,33524,0,accurate,19808,0,accurate,5,0,not excessive,0,3615,0.10783319412957881,balanced
